"SiteID","Primary_Panel","Electrical_Panel_Label","Electrical_Panel_Type","Electrical_Panel_Brand","Electrical_Panel_Brand_Other","Electrical_Panel_Vintage","Electrical_Panel_Capacity"
"SITE_1784","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_1785","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"1987","200"
"SITE_1785","Primary",NA,"Breaker Panel","Square D",NA,"2013","100"
"SITE_1786","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1975","125"
"SITE_1787","Primary",NA,"Breaker Panel","Square D",NA,"2007","200"
"SITE_1788","Primary",NA,"Breaker Panel","Unknown",NA,"1975","200"
"SITE_1788","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","60"
"SITE_1789","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_179","Primary",NA,"Breaker Panel","General Electric",NA,"1991","200"
"SITE_179","Secondary",NA,"Breaker Panel","Siemens",NA,"2007","125"
"SITE_1791","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1792","Primary",NA,"Breaker Panel","Siemens",NA,"2014","200"
"SITE_1793","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_1794","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","200"
"SITE_1795","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_1796","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1796","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","Unknown"
"SITE_1797","Primary",NA,"Breaker Panel","General Electric",NA,"2000","200"
"SITE_1798","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","200"
"SITE_18","Primary",NA,"Breaker Panel","Murray",NA,"2008","200"
"SITE_180","Primary",NA,"Breaker Panel","Siemens",NA,"2010","200"
"SITE_1800","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","Unknown"
"SITE_1802","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2010","200"
"SITE_1803","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_1804","Primary",NA,"Breaker Panel","Square D",NA,"2002","200"
"SITE_1805","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"1986","200"
"SITE_1807","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1809","Primary",NA,"Breaker Panel","Square D",NA,"1993","200"
"SITE_1809","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2018","60"
"SITE_181","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_1810","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1811","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2005","125"
"SITE_1812","Primary",NA,"Breaker Panel","Westinghouse",NA,"1993","200"
"SITE_1813","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1813","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1813","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_1814","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2001","225"
"SITE_1815","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_1816","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1817","Primary",NA,"Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_1818","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1819","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_182","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1820","Secondary",NA,"Breaker Panel","Thomas & Betts",NA,"1998","Unknown"
"SITE_1821","Secondary",NA,"Breaker Panel","Square D",NA,"2004","80"
"SITE_1821","Primary",NA,"Breaker Panel","General Electric",NA,"1981","200"
"SITE_1822","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1823","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2021","Unknown"
"SITE_1824","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","60"
"SITE_1824","Primary",NA,"Breaker Panel","Square D",NA,"2016","200"
"SITE_1825","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","150"
"SITE_1826","Primary",NA,"Breaker Panel","Square D",NA,"2013","200"
"SITE_1827","Primary",NA,"Breaker Panel","Pushmatic",NA,"Unknown","200"
"SITE_1829","Primary",NA,"Breaker Panel","Unknown",NA,"1977","200"
"SITE_183","Primary",NA,"Breaker Panel","Siemens",NA,"2016","200"
"SITE_1830","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_1831","Primary",NA,"Breaker Panel","Siemens",NA,"2006","200"
"SITE_1832","Primary",NA,"Breaker Panel","Square D",NA,"2020","200"
"SITE_1833","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_1834","Primary",NA,"Breaker Panel","Murray",NA,"2019","200"
"SITE_1834","Primary",NA,"Breaker Panel","Unknown",NA,"2008","Unknown"
"SITE_1836","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1837","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","125"
"SITE_1838","Primary",NA,"Breaker Panel","General Electric",NA,"1972","125"
"SITE_1839","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2005","200"
"SITE_1839","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2005","200"
"SITE_1840","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1841","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","400"
"SITE_1842","Primary",NA,"Breaker Panel","General Electric",NA,"1987","200"
"SITE_1843","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1844","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_1845","Secondary",NA,"Breaker Panel","Unknown",NA,"Unknown","100"
"SITE_1845","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","150"
"SITE_1845","Secondary",NA,"Breaker Panel","Unknown",NA,"Unknown","100"
"SITE_1846","Primary",NA,"Breaker Panel","Square D",NA,"2016","200"
"SITE_1847","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_1848","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_1849","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","100"
"SITE_185","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","Unknown"
"SITE_1850","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","100"
"SITE_1850","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","70"
"SITE_1851","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1853","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_186","Primary",NA,"Breaker Panel","Square D",NA,"2013","200"
"SITE_1860","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_1862","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","150"
"SITE_1864","Primary",NA,"Breaker Panel","Square D",NA,"2001","200"
"SITE_1865","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1867","Primary",NA,"Breaker Panel","Square D",NA,"2021","200"
"SITE_1868","Unknown","Sparky 1","Breaker Panel","Unknown",NA,"1979","200"
"SITE_1868","Unknown","Sparky No. 2","Breaker Panel","Federal Pacific/FPE/Noark",NA,"1979","200"
"SITE_1869","Primary",NA,"Breaker Panel","Square D",NA,"2019","200"
"SITE_187","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","100"
"SITE_1870","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_1871","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_1872","Primary",NA,"Breaker Panel","General Electric",NA,"2004","400"
"SITE_1873","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_1873","Primary",NA,"Breaker Panel","Square D",NA,"1981","200"
"SITE_1874","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1875","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1876","Primary",NA,"Breaker Panel","Square D",NA,"2020","200"
"SITE_1877","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1878","Primary",NA,"Breaker Panel","Siemens",NA,"1997","200"
"SITE_1879","Primary",NA,"Breaker Panel","Square D",NA,"1990","200"
"SITE_188","Secondary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","Unknown"
"SITE_188","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","Unknown"
"SITE_1880","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","200"
"SITE_1882","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1883","Secondary",NA,"Fuse Panel","Unknown",NA,"Unknown","100"
"SITE_1883","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1884","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1997","125"
"SITE_1884","Secondary",NA,"Breaker Panel","Unknown",NA,"Unknown","125"
"SITE_1885","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2006","200"
"SITE_1887","Primary",NA,"Breaker Panel","Square D",NA,"2015","200"
"SITE_1888","Primary",NA,"Breaker Panel","General Electric",NA,"1993","200"
"SITE_1889","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1995","200"
"SITE_189","Primary",NA,"Breaker Panel","Westinghouse",NA,"1991","200"
"SITE_189","Secondary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_1890","Primary",NA,"Unknown","Square D",NA,"Unknown","200"
"SITE_1891","Secondary",NA,"Breaker Panel","Square D",NA,"2004","200"
"SITE_1891","Secondary",NA,"Breaker Panel","Square D",NA,"2004","200"
"SITE_1891","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1892","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_1893","Primary",NA,"Breaker Panel","Square D",NA,"2006","200"
"SITE_1894","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1996","200"
"SITE_1895","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1896","Primary",NA,"Breaker Panel","Square D",NA,"1988","200"
"SITE_1898","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"2007","125"
"SITE_1899","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_19","Primary",NA,"Unknown","Crouse-Hinds",NA,"Unknown","200"
"SITE_190","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"Unknown","Unknown"
"SITE_1901","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"Unknown","200"
"SITE_1902","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_1903","Primary",NA,"Breaker Panel","Square D",NA,"2001","200"
"SITE_1904","Primary",NA,"Breaker Panel","Siemens",NA,"2016","200"
"SITE_1905","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","200"
"SITE_1906","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1907","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1908","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"1972","Unknown"
"SITE_1909","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2012","125"
"SITE_191","Secondary",NA,"Breaker Panel","Siemens",NA,"2009","200"
"SITE_191","Primary",NA,"Breaker Panel","Siemens",NA,"2012","200"
"SITE_1910","Primary",NA,"Breaker Panel","Siemens",NA,"2002","200"
"SITE_1911","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2000","200"
"SITE_1914","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1915","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1915","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1916","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_1917","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","200"
"SITE_1918","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2019","200"
"SITE_192","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1989","200"
"SITE_1920","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1922","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_1924","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1925","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1926","Primary",NA,"Breaker Panel","Square D",NA,"2016","110"
"SITE_1928","Primary",NA,"Breaker Panel","Siemens",NA,"2001","200"
"SITE_193","Primary",NA,"Breaker Panel","Unknown",NA,"2013","200"
"SITE_1930","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","200"
"SITE_1931","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1987","125"
"SITE_1932","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1933","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_1933","Primary",NA,"Breaker Panel","Bryant",NA,"Unknown","100"
"SITE_1934","Primary",NA,"Breaker Panel","Square D",NA,"2021","200"
"SITE_1935","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2018","200"
"SITE_1935","Unknown","MAIN1","Breaker Panel","Eaton/Cutler Hammer",NA,"2018","200"
"SITE_1935","Unknown","MAIN2","Breaker Panel","Eaton/Cutler Hammer",NA,"2018","200"
"SITE_1935","Unknown","AUX","Breaker Panel","Eaton/Cutler Hammer",NA,"2018","125"
"SITE_1936","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1936","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1937","Primary",NA,"Breaker Panel","Siemens",NA,"2003","200"
"SITE_1937","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1937","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","100"
"SITE_1937","Secondary",NA,"Breaker Panel","Square D",NA,"2003","250"
"SITE_1937","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1938","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2008","400"
"SITE_1939","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_1939","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_194","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"1978","200"
"SITE_1940","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1940","Primary",NA,"Breaker Panel","Bryant",NA,"1981","100"
"SITE_1942","Primary",NA,"Breaker Panel","Homeline",NA,"Unknown","Unknown"
"SITE_1944","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_1945","Primary",NA,"Breaker Panel","Other","Electric center","Unknown","200"
"SITE_1946","Secondary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","Unknown"
"SITE_1946","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","200"
"SITE_1946","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1947","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_1947","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_1948","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","150"
"SITE_1948","Secondary",NA,"Breaker Panel","Square D",NA,"2008","100"
"SITE_1949","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_195","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","Unknown"
"SITE_1950","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1951","Primary",NA,"Breaker Panel","Square D",NA,"2014","200"
"SITE_1952","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1953","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"Unknown","125"
"SITE_1954","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1955","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1955","Secondary",NA,"Breaker Panel","Siemens",NA,"2013","Unknown"
"SITE_1956","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1957","Primary",NA,"Breaker Panel","Siemens",NA,"2016","200"
"SITE_1958","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","150"
"SITE_196","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","200"
"SITE_1968","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1969","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"Unknown","200"
"SITE_197","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_1970","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","125"
"SITE_1971","Primary",NA,"Breaker Panel","Gould",NA,"Unknown","200"
"SITE_1972","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","100"
"SITE_1973","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1974","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1975","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_1976","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_1978","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1978","Primary",NA,"Breaker Panel","Unknown",NA,"2010","60"
"SITE_1979","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_198","Primary",NA,"Breaker Panel","Square D",NA,"2011","200"
"SITE_1980","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","200"
"SITE_1980","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","200"
"SITE_1981","Unknown","Panel 1","Breaker Panel","Siemens",NA,"2008","200"
"SITE_1981","Unknown","Panel 2","Breaker Panel","Siemens",NA,"2008","200"
"SITE_1982","Primary",NA,"Breaker Panel","Magnetrip",NA,"Unknown","Unknown"
"SITE_1983","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_1984","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","100"
"SITE_1984","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_1985","Primary",NA,"Breaker Panel","Siemens",NA,"1996","200"
"SITE_1986","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_1987","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1987","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","200"
"SITE_1987","Secondary",NA,"Fuse Panel","Unknown",NA,"Unknown","Unknown"
"SITE_1988","Primary",NA,"Breaker Panel","Westinghouse",NA,"1993","200"
"SITE_1989","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_199","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2017","200"
"SITE_1990","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_1991","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"1977","200"
"SITE_1992","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","125"
"SITE_1995","Primary",NA,"Breaker Panel","Siemens",NA,"2021","100"
"SITE_1995","Primary",NA,"Breaker Panel","Siemens",NA,"2021","200"
"SITE_1996","Primary",NA,"Breaker Panel","General Electric",NA,"1976","200"
"SITE_1996","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1996","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_1996","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_1997","Unknown","Utility","Breaker Panel","Square D",NA,"2009","200"
"SITE_1997","Unknown","Appliances","Breaker Panel","Square D",NA,"2009","200"
"SITE_1998","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_1999","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_2","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_20","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_200","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"1989","150"
"SITE_2000","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1979","200"
"SITE_2002","Primary",NA,"Breaker Panel","General Electric",NA,"1979","200"
"SITE_2002","Secondary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","100"
"SITE_2007","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_201","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"1974","200"
"SITE_2010","Primary",NA,"Breaker Panel","General Switch Corp",NA,"Unknown","200"
"SITE_2011","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_2013","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_2014","Primary",NA,"Breaker Panel","Square D",NA,"2015","200"
"SITE_2015","Primary",NA,"Breaker Panel","Gould",NA,"Unknown","200"
"SITE_2016","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2018","200"
"SITE_2016","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2018","200"
"SITE_2017","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_2018","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1996","200"
"SITE_2019","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","200"
"SITE_202","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_2020","Primary",NA,"Breaker Panel","Thomas & Betts",NA,"1998","200"
"SITE_2022","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1996","200"
"SITE_2025","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","200"
"SITE_2026","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1998","200"
"SITE_2027","Primary",NA,"Breaker Panel","Siemens",NA,"2022","200"
"SITE_2028","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","200"
"SITE_2029","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","200"
"SITE_203","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_2030","Primary",NA,"Breaker Panel","General Electric",NA,"2011","200"
"SITE_2031","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_2033","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_2035","Primary",NA,"Breaker Panel","Square D",NA,"2007","200"
"SITE_2035","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","250"
"SITE_2036","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
