"SiteID","System_Type","Evidence_of_Duct_Sealing","Duct_Sealing_Material","Duct_Sealing_Material_Other","Cavity_Used_for_Air_Transport","Duct_Location_Supply","Duct_Location_Return","Percentage_of_Supply_Ducts_in_Conditioned_Space","Percentage_of_Return_Ducts_in_Conditioned_Space","Percentage_of_Supply_Ducts_in_Unconditioned_and_Inaccessible_Sp","Percentage_Ducts_In_Good_Condition","Crossover_Present","Crossover_Condition","Flex_Run_Insulation_Type","Insulation_Present","Insulation_Type","Insulation_Thickness","Insulation_Condition","Ductboard_P_Thickness"
"SITE_1532","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1535","Unknown","Unknown",NA,NA,"Yes","Crawlspace / Basement","Unknown","0","Unknown","100","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_1536","Unknown","Unknown",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings","0","100","100","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_1537","All Metal","Yes","Duct or Foil tape, Caulking",NA,"Yes","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","90","Yes","Connected",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1538","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"Yes","Unknown","0.75","50",NA
"SITE_1539","90 Flex (spider system)","Unknown",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","0","Unknown","No","Unknown","R8","Yes",NA,NA,"100",NA
"SITE_154","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace, In Walls","Attic","0","0","0","90","No","Unknown",NA,"Yes","Fiberglass batts","2","90",NA
"SITE_1541","All Metal","No",NA,NA,"No","Attic","Unknown","0","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1543","All Metal","Yes","Duct or Foil tape",NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1544","Unknown","Unknown",NA,NA,"Yes","Crawlspace / Basement","Unknown","0","Unknown","100","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_1545","All Metal","Yes","Mastic",NA,"Yes","Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"Yes","Fiberglass batts","2","25",NA
"SITE_1548","Metal Plenum, Flex Runs","Yes","Duct or Foil tape, Mastic",NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","90","0","90","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_1549","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings","50","50","0","90","No","Unknown","R6","Yes","Unknown","Unknown","Unknown",NA
"SITE_155","Metal Plenum, Flex Runs","No",NA,NA,"No","In Walls","In Walls","100","100","0","100","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_1550","All Metal","Yes","Mastic",NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","Unknown","Unknown","Unknown","Unknown","No","Unknown",NA,"Yes","Fiberglass batts","1","Unknown",NA
"SITE_1551","All Metal","Unknown",NA,NA,"Unknown","Crawlspace / Basement","Crawlspace / Basement","0","0","0","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1552","Unknown","Unknown",NA,NA,"Unknown","Crawlspace / Basement","Unknown","0","Unknown","100","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_1553","Metal Plenum, Flex Runs","Yes","Mastic",NA,"Unknown","Attic","Crawlspace / Basement","0","0","0","90","No","Unknown","R8","Yes","Unknown","Unknown","Unknown",NA
"SITE_1555","All Metal","No",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","50","50","50","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1557","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1559","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","100","100","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_156","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","50","75","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_1560","Metal Plenum, Flex Runs","Yes","Mastic",NA,"No","Attic","Attic","0","0","0","100","No","Unknown","Unknown","Yes","Fiberglass batts","Unknown","75",NA
"SITE_1561","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1563","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1564","Metal Plenum, Flex Runs","Unknown",NA,NA,"Yes","Crawlspace / Basement","In Walls and Ceilings, Attic","0","0","0","75","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_1565","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"Unknown","Crawlspace / Basement, Garage","Crawlspace / Basement","50","50","0","90","No","Unknown","R4","Yes","Unknown","Unknown","Unknown",NA
"SITE_1566","Unknown","Unknown",NA,NA,"Unknown","Crawlspace / Basement","In Walls and Ceilings","0","100","100","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_1568","Metal Plenum, Flex Runs","Unknown",NA,NA,"Yes","Crawlspace / Basement","Unknown","0","Unknown","0","90","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_157","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","0","Unknown","Unknown","No","Unknown",NA,"Yes","Fiberglass batts","2","Unknown",NA
"SITE_1571","Metal Plenum, Flex Runs","Yes","Mastic",NA,"No","Crawlspace / Basement","Attic","0","0","0","100","No","Unknown","R8","Yes","Fiberglass batts","0","100",NA
"SITE_1572","All Metal","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1573","All Metal","Yes","Duct or Foil tape",NA,"Unknown","Crawlspace / Basement","In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"Yes","Fiberglass batts","2","90",NA
"SITE_1574","All Metal","Unknown",NA,NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement","0","0","25","75","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_1575","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic, In Walls and Ceilings","0","0","Unknown","100","No","Unknown",NA,"Yes","Fiberglass batts","3","Unknown",NA
"SITE_1577","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","50","25","50","90","No","Unknown","R6","Yes","Fiberglass batts","4","75",NA
"SITE_1578","All Metal","No",NA,NA,"Yes","Attic, Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement","90","100","0","75","No","Unknown",NA,"Yes","Fiberglass batts","3","75",NA
"SITE_1579","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Crawlspace / Basement","Attic","0","0","Unknown","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA
"SITE_158","Metal Plenum, Flex Runs","Yes","Duct or Foil tape, Mastic",NA,"No","Attic, Crawlspace / Basement, In Walls and Ceilings","Attic, Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_1580","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, Attic","In Walls and Ceilings","0","50","25","100","No","Unknown",NA,"Yes","Foil-faced bubble wrap","0.5","100",NA
"SITE_1581","Metal Plenum, Flex Runs","No",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings","75","90","25","90","No","Unknown","R6","Yes","Fiberglass batts","4","90",NA
"SITE_1582","All Metal","No",NA,NA,"No","Garage, Crawlspace / Basement","Attic, Garage","0","0","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1583","90 Flex (spider system)","No",NA,NA,"No","Unknown","Crawlspace / Basement","50","50","50","90","No","Unknown","Unknown","Yes",NA,NA,"90",NA
"SITE_1584","All Metal","No",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","Unknown","50","25","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1585","All Metal","Yes","Duct or Foil tape",NA,"No","Attic, Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings","0","0","100","100","No","Unknown",NA,"Yes","Fiberglass batts","1","100",NA
"SITE_1586","All Metal","No",NA,NA,"No","Crawlspace / Basement","Attic, Garage","0","0","0","Unknown","No","Unknown",NA,"Yes","Fiberglass batts","1.5","25",NA
"SITE_1587","90 Flex (spider system)","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, Attic","Attic, Crawlspace / Basement","0","0","100","100","No","Unknown","Unknown","Yes",NA,NA,"100",NA
"SITE_1588","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement, Attic, In Walls and Ceilings","Attic, Crawlspace / Basement, In Walls and Ceilings","25","25","75","Unknown","No","Unknown","R4","Yes",NA,NA,"Unknown",NA
"SITE_1589","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","50","75","50","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_159","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","100","0","0","No","Unknown",NA,"Yes","Fiberglass batts","4","100",NA
"SITE_1590","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings, Attic","In Walls and Ceilings","75","75","25","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1592","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","100","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1593","All Metal","No",NA,NA,"Unknown","Crawlspace / Basement, Garage","Attic, Garage","0","0","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1594","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","0","100","No","Unknown","R8","Yes","Fiberglass batts","0","100",NA
"SITE_1595","90 Flex (spider system)","Unknown",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","100","Unknown","No","Unknown","R4","Yes",NA,NA,"100",NA
"SITE_1596","Metal Plenum, Flex Runs","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","75","75","25","90","No","Unknown","R8","Yes","Fiberglass batts","4","90",NA
"SITE_1597","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings","0","0","Unknown","100","No","Unknown","Unknown","Yes","Fiberglass batts","3","90",NA
"SITE_1598","All Metal","Yes","Duct or Foil tape",NA,"Yes","In Walls and Ceilings","In Walls and Ceilings","100","100","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1599","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_160","All Metal","No",NA,NA,"No","In Walls, Attic, Crawlspace","Attic, In Walls, Crawlspace","100","100","0","100","No","Unknown",NA,"Yes","Fiberglass batts","Unknown","100",NA
"SITE_1600","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, Attic","Attic, In Walls and Ceilings","0","50","Unknown","100","No","Unknown","Unknown","Yes","Foil-faced fiberglass","3","90",NA
"SITE_1601","All Metal","Unknown",NA,NA,"No","Attic","Attic","0","0","0","100","No","Unknown",NA,"Yes","Foil-faced fiberglass","2","100",NA
"SITE_1602","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","75","90","25","90","No","Unknown",NA,"Yes","Fiberglass batts","Unknown","Unknown",NA
"SITE_1603","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","50","50","Unknown","90","No","Unknown",NA,"Yes","Fiberglass batts","Unknown","50",NA
"SITE_1604","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","50","50","25","90","No","Unknown","Unknown","Yes","Unknown","Unknown","0",NA
"SITE_1605","90 Flex (spider system)","Unknown",NA,NA,"No","Crawlspace / Basement","Attic","0","0","0","100","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_1606","All Metal","Yes","Unknown",NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","25","100","Unknown","100","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_1607","All Metal","Yes","Duct or Foil tape",NA,"No","Attic, In Walls and Ceilings, Crawlspace / Basement, Garage","Attic, Garage, In Walls and Ceilings","0","0","0","Unknown","No","Unknown",NA,"Yes","Foil-faced fiberglass","0.75","100",NA
"SITE_1608","All Metal","Yes","Mastic",NA,"No","Crawlspace / Basement","Attic","0","0","0","100","No","Unknown",NA,"Yes","Fiberglass batts","1","100",NA
"SITE_1609","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement, Attic","Attic, Crawlspace / Basement","0","0","100","100","No","Unknown","R4","Yes",NA,NA,"100",NA
"SITE_161","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Attic","Attic","0","0","0","100","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_1610","All Metal","Unknown",NA,NA,"No","Attic, In Walls and Ceilings","Attic, In Walls and Ceilings","25","25","0","100","No","Unknown",NA,"Yes","Fiberglass batts","2","100",NA
"SITE_1611","All Metal","Unknown",NA,NA,"No","Crawlspace / Basement, Attic","Attic, In Walls and Ceilings","0","25","Unknown","Unknown","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_1612","90 Flex (spider system)","No",NA,NA,"No","Attic, Garage","Attic, Garage","0","0","0","90","No","Unknown","R4","Yes",NA,NA,"90",NA
"SITE_1613","All Metal","Yes","Duct or Foil tape",NA,"Unknown","Attic, Crawlspace / Basement","Crawlspace / Basement","0","0","Unknown","Unknown","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_1614","All Metal","Yes","Duct or Foil tape",NA,"Unknown","Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","0","25","0","Unknown","No","Unknown",NA,"Yes","Fiberglass batts","1","90",NA
"SITE_1615","All Metal","Yes","Duct or Foil tape",NA,"No","Attic, Crawlspace / Basement, Garage","Garage, Attic","0","0","0","90","No","Unknown",NA,"Yes","Fiberglass batts","2","100",NA
"SITE_1616","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","25","25","0","90","No","Unknown","R8","Yes",NA,NA,"90",NA
"SITE_1619","All Metal","Yes","Mastic",NA,"No","Crawlspace / Basement, Attic, In Walls and Ceilings, Garage","In Walls and Ceilings, Garage","25","25","0","75","No","Unknown",NA,"Yes","Foil-faced fiberglass","2","100",NA
"SITE_1620","90 Flex (spider system)","No",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Attic","75","75","25","90","No","Unknown","R6","Yes",NA,NA,"90",NA
"SITE_1621","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","0","Unknown","100","No","Unknown",NA,"Yes","Fiberglass batts","2","100",NA
"SITE_1623","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","75","75","25","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1624","All Metal","No",NA,NA,"No","Attic, In Walls and Ceilings","In Walls and Ceilings, Attic","25","25","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1625","All Metal","No",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","90","90","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1627","All Metal","Yes","Duct or Foil tape, Mastic",NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1628","90 Flex (spider system)","Unknown",NA,NA,"No","Attic","Attic","0","0","0","Unknown","No","Unknown","R8","Yes",NA,NA,"100",NA
"SITE_1629","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1630","All Metal","No",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings","75","75","25","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1631","All Metal","Unknown",NA,NA,"No","Crawlspace / Basement, Outside","Attic, Outside","0","0","0","Unknown","No","Unknown","R8","Yes","Fiberglass batts","1","100",NA
"SITE_1632","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","75","50","25","90","No","Unknown","R6","Yes",NA,NA,"90",NA
"SITE_1633","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Crawlspace / Basement","Attic","0","0","0","90","No","Unknown","Unknown","Yes","Fiberglass batts","2","90",NA
"SITE_1634","Metal Plenum, Flex Runs","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","75","50","25","90","No","Unknown","R6","Yes","Fiberglass batts","8","75",NA
"SITE_1635","Metal Plenum, Flex Runs","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","75","90","25","90","No","Unknown","R6","Yes","Fiberglass batts","4","90",NA
"SITE_1636","All Metal","No",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings","75","75","25","90","No","Unknown",NA,"Yes","Fiberglass batts","4","Unknown",NA
"SITE_1637","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_1639","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","100","90","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_1642","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","75","75","25","90","No","Unknown",NA,"Yes","Fiberglass batts","Unknown","50",NA
"SITE_1643","Unknown","Yes","Duct or Foil tape",NA,"No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Unknown",NA,"Unknown",NA,NA,NA,NA
"SITE_1644","All Metal","No",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","50","50","50","90","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_1645","All Metal","Unknown",NA,NA,"Unknown","Crawlspace / Basement, Attic","Attic","0","0","Unknown","Unknown","No","Unknown",NA,"Yes","Fiberglass batts","2","Unknown",NA
