"SiteID","Socket_Type","Socket_Type_Other","Lamp_Type","Lamp_Type_Other","Lamp_Style","Lamp_Quantity","Lamp_Watts","Lamp_Is_Color","Lamp_Temp_Fixed"
"SITE_782","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","9","No","Fixed"
"SITE_782","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Standard A Lamp","1","60","No","Fixed"
"SITE_784","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","25","Unknown","Fixed"
"SITE_784","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","53","Unknown","Fixed"
"SITE_784","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Globe","1","Unknown","Unknown","Fixed"
"SITE_784","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","26","Unknown","Fixed"
"SITE_784","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Globe","3","40","Unknown","Fixed"
"SITE_784","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","40","Unknown","Fixed"
"SITE_784","Medium Screw Base (Standard)",NA,"CFL",NA,"Standard A Lamp","1","23","Unknown","Unknown"
"SITE_784","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","Unknown","Fixed"
"SITE_784","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","40","Unknown","Fixed"
"SITE_784","Small Screw Base (Candelabra)",NA,"CFL",NA,"Globe","2","9","Unknown","Fixed"
"SITE_784","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","4","72","Unknown","Fixed"
"SITE_784","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","13","Unknown","Fixed"
"SITE_784","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","40","Unknown","Fixed"
"SITE_784","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","2","4","Unknown","Fixed"
"SITE_785","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","2","5.5","No","Fixed"
"SITE_786","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","8.5","No","Fixed"
"SITE_786","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","9","No","Variable"
"SITE_786","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","5","7.5","No","Fixed"
"SITE_786","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","18","No","Fixed"
"SITE_786","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","100","No","Fixed"
"SITE_786","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","3","2","No","Fixed"
"SITE_786","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","150","No","Fixed"
"SITE_786","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","5","13","No","Fixed"
"SITE_787","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","8","No","Fixed"
"SITE_787","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","5","9","No","Fixed"
"SITE_787","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","3","13","No","Fixed"
"SITE_788","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","5","9","No","Fixed"
"SITE_79","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","9.5","No","Fixed"
"SITE_790","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","9","Unknown","Unknown"
"SITE_790","Pin Base",NA,"LED",NA,"Reflector / Flood","3","6.5","Unknown","Fixed"
"SITE_790","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","14","Unknown","Fixed"
"SITE_790","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","3","20","Unknown","Fixed"
"SITE_790","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","7.2","Unknown","Fixed"
"SITE_790","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","5.5","Unknown","Fixed"
"SITE_790","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","29","Unknown","Fixed"
"SITE_790","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","13.5","Unknown","Fixed"
"SITE_790","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","26","Unknown","Fixed"
"SITE_790","Pin Base",NA,"LED",NA,"Reflector / Flood","3","5.3","Unknown","Fixed"
"SITE_791","Pin Base",NA,"Halogen",NA,"Reflector / Flood","1","50","Unknown","Fixed"
"SITE_791","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","1","150","Unknown","Fixed"
"SITE_791","Medium Screw Base (Standard)",NA,"LED",NA,"Other","1","7","Unknown","Fixed"
"SITE_791","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","1","5.5","Unknown","Fixed"
"SITE_791","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","6","Unknown","Fixed"
"SITE_791","Medium Screw Base (Standard)",NA,"LED",NA,"Other","7","10","Unknown","Fixed"
"SITE_792","Pin Base",NA,"Halogen",NA,"Straight Tube","1","500","No","Fixed"
"SITE_792","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","3","28","No","Fixed"
"SITE_792","Pin Base",NA,"Halogen",NA,"Straight Tube","1","300","No","Fixed"
"SITE_792","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Bullet","2","60","No","Fixed"
"SITE_792","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","3","250","No","Fixed"
"SITE_792","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","15","No","Fixed"
"SITE_792","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","100","No","Fixed"
"SITE_792","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","95","No","Fixed"
"SITE_792","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","75","No","Fixed"
"SITE_792","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","150","No","Fixed"
"SITE_793","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","75","No","Fixed"
"SITE_793","Pin Base",NA,"LED",NA,"Reflector / Flood","1","7.5","No","Fixed"
"SITE_793","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","25","No","Fixed"
"SITE_793","Medium Screw Base (Standard)",NA,"CFL",NA,"Reflector / Flood","4","15","No","Fixed"
"SITE_793","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","9","No","Fixed"
"SITE_793","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","9","No","Fixed"
"SITE_793","Medium Screw Base (Standard)",NA,"CFL",NA,"Globe","5","11","No","Fixed"
"SITE_793","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","5","8.8","No","Fixed"
"SITE_793","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","40","No","Fixed"
"SITE_793","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","8.8","No","Fixed"
"SITE_793","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","5","40","No","Fixed"
"SITE_793","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","14","No","Fixed"
"SITE_793","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","No","Fixed"
"SITE_793","Pin Base",NA,"LED",NA,"Reflector / Flood","13","5.5","No","Fixed"
"SITE_793","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","1","60","No","Fixed"
"SITE_795","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","9","No","Fixed"
"SITE_795","Medium Screw Base (Standard)",NA,"Unknown",NA,"Standard A Lamp","1","20","No","Fixed"
"SITE_795","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","13","No","Fixed"
"SITE_795","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","9.5","No","Fixed"
"SITE_795","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","9","No","Fixed"
"SITE_795","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","7.5","No","Fixed"
"SITE_795","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","8","No","Fixed"
"SITE_795","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","10","No","Fixed"
"SITE_798","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","6","11","Unknown","Fixed"
"SITE_798","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","13.5","Unknown","Fixed"
"SITE_798","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","13","Unknown","Fixed"
"SITE_798","Medium Screw Base (Standard)",NA,"LED",NA,"Bullet","1","15","Unknown","Fixed"
"SITE_798","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","11","4","Unknown","Fixed"
"SITE_798","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","100","Unknown","Fixed"
"SITE_80","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","9","No","Fixed"
"SITE_800","Pin Base",NA,"Halogen",NA,"Reflector / Flood","6","35","No","Fixed"
"SITE_800","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","40","No","Fixed"
"SITE_800","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","3","4","No","Fixed"
"SITE_802","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Globe","4","40","No","Fixed"
"SITE_802","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","14","No","Fixed"
"SITE_802","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","13","No","Fixed"
"SITE_802","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","10.5","No","Fixed"
"SITE_802","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","40","No","Fixed"
"SITE_805","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","23","No","Fixed"
"SITE_805","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","10","No","Fixed"
"SITE_805","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","8","No","Fixed"
"SITE_805","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","1","40","No","Fixed"
"SITE_805","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","5","No","Fixed"
"SITE_805","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","5","43","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","100","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","14","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","1","65","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","15","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","2","120","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","8","60","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","3","15","No","Fixed"
"SITE_807","Small Screw Base (Candelabra)",NA,"Halogen",NA,"Decorative","1","40","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","60","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","4","13","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","9","No","Fixed"
"SITE_807","Small Screw Base (Candelabra)",NA,"LED",NA,"Bullet","2","9","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","7","13","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","8","9","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","21","13","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","19","No","Fixed"
"SITE_807","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","6","60","No","Fixed"
"SITE_807","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","16","25","No","Fixed"
"SITE_807","Small Screw Base (Candelabra)",NA,"Halogen",NA,"Bullet","7","100","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"Halogen",NA,"Globe","1","8","No","Fixed"
"SITE_807","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","3","60","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","16","13","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","9.5","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","40","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","No","Fixed"
"SITE_807","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","5","65","No","Fixed"
"SITE_809","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","9","No","Fixed"
"SITE_813","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","14","No","Fixed"
"SITE_813","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","11","No","Fixed"
"SITE_813","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","Unknown","75","No","Fixed"
"SITE_813","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","13","No","Fixed"
"SITE_813","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","5","60","No","Fixed"
"SITE_813","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","11","No","Variable"
"SITE_813","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","3","9.5","No","Fixed"
"SITE_814","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","20","Unknown","Fixed"
"SITE_814","Integral Fixture",NA,"LED",NA,"Globe","1","9","Unknown","Fixed"
"SITE_814","Integral Fixture",NA,"LED",NA,"Integrated","1","9","Unknown","Fixed"
"SITE_815","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","5","10.5","No","Fixed"
"SITE_815","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","2","8","No","Fixed"
"SITE_815","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","3","5.5","No","Fixed"
"SITE_815","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","10","8.5","No","Fixed"
"SITE_815","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","3","5.5","No","Fixed"
"SITE_815","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","5","5.5","No","Fixed"
"SITE_817","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","13","6","No","Fixed"
"SITE_820","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","26","1","No","Fixed"
"SITE_821","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","14","No","Fixed"
"SITE_821","Pin Base",NA,"Fluorescent",NA,"T-8","6","32","No","Fixed"
"SITE_822","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","100","No","Fixed"
"SITE_822","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","11","No","Fixed"
"SITE_822","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","3","75","No","Fixed"
"SITE_822","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","40","No","Fixed"
"SITE_823","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","40","No","Fixed"
"SITE_823","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","16","75","No","Fixed"
"SITE_823","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","9","No","Fixed"
"SITE_823","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","11","No","Fixed"
"SITE_823","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","8","60","No","Fixed"
"SITE_823","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","11","No","Fixed"
"SITE_823","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","14","100","No","Fixed"
"SITE_823","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9","No","Fixed"
"SITE_826","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","10","9","No","Unknown"
"SITE_827","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","9","No","Fixed"
"SITE_828","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","40","No","Fixed"
"SITE_828","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","8","40","No","Fixed"
"SITE_828","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","6","9.5","No","Fixed"
"SITE_828","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","150","No","Fixed"
"SITE_828","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","60","No","Fixed"
"SITE_828","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","3","53","No","Fixed"
"SITE_832","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","5","No","Fixed"
"SITE_832","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","19","No","Fixed"
"SITE_832","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","4","40","No","Fixed"
"SITE_832","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","150","No","Fixed"
"SITE_832","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Globe","1","40","No","Fixed"
"SITE_832","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","No","Fixed"
"SITE_833","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","6","5.3","No","Fixed"
"SITE_833","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","8","No","Fixed"
"SITE_834","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","13.5","No","Fixed"
"SITE_834","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9.5","No","Fixed"
"SITE_834","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","3","13","No","Fixed"
"SITE_834","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","8.8","No","Fixed"
"SITE_834","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","1","43","No","Fixed"
"SITE_834","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","60","No","Fixed"
"SITE_834","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","75","No","Fixed"
"SITE_834","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","40","No","Fixed"
"SITE_834","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","3","23","No","Fixed"
"SITE_834","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","11","No","Fixed"
"SITE_834","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","100","No","Fixed"
"SITE_836","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","14","No","Fixed"
"SITE_836","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","9.5","Yes – Single Color","Fixed"
"SITE_836","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","11","No","Fixed"
"SITE_836","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","7","9","No","Fixed"
"SITE_836","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","9","Yes – Single Color","Fixed"
"SITE_836","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","2","40","No","Fixed"
"SITE_840","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","9.5","No","Fixed"
"SITE_840","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","16","No","Fixed"
"SITE_840","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","40","No","Fixed"
"SITE_840","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","5","14.5","No","Fixed"
"SITE_840","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","17","No","Fixed"
"SITE_840","Medium Screw Base (Standard)",NA,"Fluorescent",NA,"Circline","1","30","No","Fixed"
"SITE_840","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","No","Fixed"
"SITE_840","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","4","40","No","Fixed"
"SITE_840","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","11","14","No","Fixed"
"SITE_841","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","11","No","Fixed"
"SITE_841","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","11","No","Fixed"
"SITE_841","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","2","40","No","Fixed"
"SITE_841","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","13","No","Fixed"
"SITE_841","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","14","No","Fixed"
"SITE_842","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","72","No","Fixed"
"SITE_842","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","4","No","Fixed"
"SITE_842","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","18","No","Fixed"
"SITE_842","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","10","No","Fixed"
"SITE_842","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","6","40","No","Fixed"
"SITE_847","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","10","7","No","Fixed"
"SITE_847","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","Unknown","125","No","Fixed"
"SITE_847","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","4","25","No","Fixed"
"SITE_847","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","3","43","No","Fixed"
"SITE_847","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","Unknown","13","No","Fixed"
"SITE_847","Pin Base",NA,"LED",NA,"Reflector / Flood","Unknown","4","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","9","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","15.5","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","11","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","26","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"CFL",NA,"Globe","3","11","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","2","4","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","60","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"CFL",NA,"Globe","2","9","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"CFL",NA,"Globe","1","11","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","2","40","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","12.5","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","1","65","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","4","23","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","6","13","No","Fixed"
"SITE_848","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","No","Fixed"
"SITE_852","Medium Screw Base (Standard)",NA,"LED",NA,"Unknown","1","80","No","Fixed"
"SITE_852","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Reflector / Flood","1","4","Unknown","Fixed"
"SITE_852","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","40","Unknown","Fixed"
"SITE_852","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","4","40","Unknown","Fixed"
"SITE_852","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","5","8.8","Unknown","Fixed"
"SITE_852","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","15","Unknown","Fixed"
"SITE_852","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","8.5","Unknown","Fixed"
"SITE_852","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","3","10","Unknown","Fixed"
"SITE_855","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","40","No","Fixed"
"SITE_855","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","10","No","Fixed"
"SITE_855","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","1","150","No","Fixed"
"SITE_855","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","2","40","No","Fixed"
"SITE_855","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","8","100","No","Fixed"
"SITE_855","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","1","25","No","Fixed"
"SITE_855","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","60","No","Fixed"
"SITE_855","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","40","No","Fixed"
"SITE_855","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","75","Yes – Single Color","Fixed"
"SITE_855","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","6","18","No","Fixed"
"SITE_855","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","1","No","Fixed"
"SITE_855","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","5","No","Fixed"
"SITE_855","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Heat Lamp","3","250","No","Fixed"
"SITE_855","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","4","50","No","Fixed"
"SITE_855","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","No","Fixed"
"SITE_859","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","1","40","No","Fixed"
"SITE_859","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","9.5","Yes – Single Color","Fixed"
"SITE_859","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","4","No","Fixed"
"SITE_859","Pin Base",NA,"Halogen",NA,"Straight Tube","3","300","No","Fixed"
