"SiteID","Mechanical_ID","Ventilation_Grade","Ventilation_Working","Ventilation_Controls","Ventilation_Use"
"SITE_1474","MECH_150938","Panasonic or equivalent","Yes","On/off","1"
"SITE_1475","MECH_113950","Builder Grade","Yes","On/off","0.1"
"SITE_1475","MECH_162007","Builder Grade","Yes","On/off","0.33"
"SITE_1476","MECH_82263","Builder Grade","Yes","On/off","1"
"SITE_1477","MECH_148530","Builder Grade","Yes","On/off","0"
"SITE_1478","MECH_7105","Builder Grade","Yes","On/off","0.2"
"SITE_1478","MECH_135389","Builder Grade","Yes","On/off","0.5"
"SITE_1479","MECH_84887","Panasonic or equivalent","Yes","On/off","0.01"
"SITE_1479","MECH_4549","Builder Grade","Yes","On/off","0.01"
"SITE_1479","MECH_3042","Panasonic or equivalent","Yes","On/off","0.33"
"SITE_148","MECH_140932","Builder Grade","Yes","On/off","1"
"SITE_148","MECH_26218","Builder Grade","Yes","On/off","1"
"SITE_1480","MECH_152578","Builder Grade","Yes","On/off","0"
"SITE_1480","MECH_896","Builder Grade","Yes","On/off","0"
"SITE_1481","MECH_61376","Builder Grade","Yes","On/off","0"
"SITE_1481","MECH_152901","Builder Grade","Yes","On/off","0"
"SITE_1481","MECH_158127","Builder Grade","Yes","On/off","0"
"SITE_1482","MECH_145070","Builder Grade","Yes","Timer","0.5"
"SITE_1482","MECH_78116","Builder Grade","Yes","On/off","0"
"SITE_1483","MECH_119099","Builder Grade","Yes","On/off","0"
"SITE_1483","MECH_42978","Builder Grade","Yes","On/off","0"
"SITE_1483","MECH_106110","Builder Grade","Yes","On/off","0"
"SITE_1484","MECH_117152","Builder Grade","Yes","On/off","0.5"
"SITE_1485","MECH_60338","Builder Grade","Yes","On/off","1.5"
"SITE_1486","MECH_119614","Builder Grade","Yes","On/off","0"
"SITE_1486","MECH_71040","Builder Grade","Yes","On/off","0"
"SITE_1487","MECH_145548","Unknown","Yes","On/off","0.17"
"SITE_1487","MECH_145548","Panasonic or equivalent","Yes","On/off","0.17"
"SITE_1487","MECH_14523","Panasonic or equivalent","Yes","On/off","0"
"SITE_1488","MECH_134366","Builder Grade","Yes","On/off","0.5"
"SITE_1489","MECH_141482","Panasonic or equivalent","Yes","On/off","2"
"SITE_1490","MECH_101495","Builder Grade","Yes","On/off","0.33"
"SITE_1491","MECH_144482","Builder Grade","Yes","On/off","0"
"SITE_1491","MECH_61716","Builder Grade","Yes","On/off","0"
"SITE_1493","MECH_25007","Builder Grade","Yes","On/off","0"
"SITE_1493","MECH_158105","Builder Grade","Yes","On/off","0"
"SITE_1493","MECH_64422","Builder Grade","Yes","On/off","0.25"
"SITE_1493","MECH_64422","Builder Grade","Yes","On/off","0"
"SITE_1494","MECH_119888","Builder Grade","Yes","On/off","0.25"
"SITE_1494","MECH_133177","Builder Grade","Yes","Manual thermostat - Analog","0.25"
"SITE_1495","MECH_31809","Builder Grade","Yes","On/off","0.5"
"SITE_1495","MECH_103108","Builder Grade","Yes","Manual thermostat - Analog","0.5"
"SITE_1496","MECH_55122","Builder Grade","Yes","On/off","0.25"
"SITE_1496","MECH_139961","Builder Grade","Yes","On/off","0.5"
"SITE_1496","MECH_46829","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_1496","MECH_46829","Builder Grade","Yes","On/off","0.5"
"SITE_1497","MECH_30670","Builder Grade","Yes","On/off","0"
"SITE_1498","MECH_44391","Builder Grade","Yes","On/off","0.5"
"SITE_1499","MECH_169","Builder Grade","Yes","On/off","0.5"
"SITE_1499","MECH_169","Builder Grade","Yes","On/off","0.2"
"SITE_1499","MECH_45100","Builder Grade","Yes","On/off","0.1"
"SITE_15","MECH_117416","Builder Grade","Yes","On/off","0"
"SITE_150","MECH_130300","Builder Grade","Yes","On/off","1"
"SITE_1500","MECH_69140","Builder Grade","No","On/off","0"
"SITE_1501","MECH_89593","Builder Grade","Yes","On/off","0.1"
"SITE_1501","MECH_142475","Unknown","Yes","On/off","0.1"
"SITE_1502","MECH_73125","Builder Grade","Yes","On/off","0.5"
"SITE_1505","MECH_14349","Builder Grade","Yes","Timer","1"
"SITE_1505","MECH_47695","Builder Grade","Yes","On/off","1"
"SITE_1505","MECH_112618","Builder Grade","Yes","On/off","1"
"SITE_1506","MECH_296","Builder Grade","Yes","On/off","1"
"SITE_1509","MECH_86722","Builder Grade","Yes","On/off","1"
"SITE_1509","MECH_22382","Builder Grade","Yes","On/off","0.25"
"SITE_151","MECH_13645","Builder Grade","Yes","On/off","0"
"SITE_151","MECH_51321","Builder Grade","Yes","On/off","0.5"
"SITE_151","MECH_136443","Builder Grade","Yes","On/off","0"
"SITE_151","MECH_132627","Builder Grade","Yes","On/off","Unknown"
"SITE_1510","MECH_33939","Builder Grade","Yes","On/off","0.33"
"SITE_1510","MECH_117230","Builder Grade","Yes","On/off","0.1"
"SITE_1511","MECH_145935","Builder Grade","No","On/off","1.25"
"SITE_1514","MECH_7110","Panasonic or equivalent","Yes","On/off","1"
"SITE_1514","MECH_141024","Builder Grade","Yes","On/off","0"
"SITE_1515","MECH_57270","Builder Grade","Yes","On/off","0"
"SITE_1515","MECH_41798","Builder Grade","Yes","On/off","0.5"
"SITE_1516","MECH_64410","Builder Grade","Yes","Timer","1.5"
"SITE_1516","MECH_5889","Builder Grade","Yes","Timer","0.5"
"SITE_1518","MECH_121143","Builder Grade","Yes","On/off","0.33"
"SITE_1518","MECH_108649","Builder Grade","No","On/off","0"
"SITE_1519","MECH_10071","Builder Grade","Yes","On/off","0"
"SITE_152","MECH_33438","Panasonic or equivalent","Yes","On/off","1"
"SITE_1521","MECH_30435","Builder Grade","Yes","On/off","0"
"SITE_1521","MECH_161472","Builder Grade","Yes","On/off","0.33"
"SITE_1521","MECH_2115","Builder Grade","Yes","On/off","0"
"SITE_1522","MECH_47646","Panasonic or equivalent","Yes","On/off","0"
"SITE_1522","MECH_18490","Panasonic or equivalent","Yes","On/off","0"
"SITE_1523","MECH_48957","Builder Grade","Yes","On/off","0"
"SITE_1524","MECH_18881","Builder Grade","Yes","On/off","0.5"
"SITE_1524","MECH_16757","Panasonic or equivalent","Yes","On/off","0.17"
"SITE_1524","MECH_93501","Builder Grade","Yes","On/off","0"
"SITE_1525","MECH_94382","Builder Grade","Yes","On/off","0.5"
"SITE_1525","MECH_165833","Builder Grade","Yes","On/off","0"
"SITE_1526","MECH_61422","Builder Grade","Yes","On/off","0.25"
"SITE_1527","MECH_63276","Builder Grade","Yes","On/off","0.33"
"SITE_1527","MECH_22638","Builder Grade","Yes","On/off","0"
"SITE_1528","MECH_165571","Builder Grade","Yes","On/off","0"
"SITE_1529","MECH_46018","Panasonic or equivalent","Unknown","Timer","0"
"SITE_1529","MECH_79248","Builder Grade","Yes","On/off","0"
"SITE_1529","MECH_82972","Builder Grade","Yes","On/off","0.17"
"SITE_1529","MECH_51434","Builder Grade","Yes","On/off","0"
"SITE_153","MECH_40831","Builder Grade","Yes","On/off","0"
"SITE_153","MECH_172113","Builder Grade","Yes","On/off","0.5"
"SITE_1530","MECH_94764","Builder Grade","Yes","Timer","0.33"
"SITE_1530","MECH_171472","Builder Grade","Yes","On/off","0.5"
"SITE_1530","MECH_126485","Builder Grade","Yes","On/off","0.75"
"SITE_1532","MECH_80434","Builder Grade","Yes","On/off","0.5"
"SITE_1532","MECH_140613","Builder Grade","Yes","On/off","0"
"SITE_1532","MECH_43355","Builder Grade","Yes","On/off","0"
"SITE_1532","MECH_37540","Builder Grade","Yes","On/off","0"
"SITE_1534","MECH_166052","Builder Grade","Yes","On/off","24"
"SITE_1534","MECH_24941","Builder Grade","Yes","On/off","24"
"SITE_1535","MECH_157822","Builder Grade","Yes","On/off","0"
"SITE_1535","MECH_142795","Builder Grade","Yes","On/off","0"
"SITE_1536","MECH_12287","Builder Grade","Yes","On/off","1"
"SITE_1536","MECH_121616","Builder Grade","Yes","On/off","0.15"
"SITE_1537","MECH_121956","Builder Grade","Yes","On/off","8"
"SITE_1537","MECH_2434","Builder Grade","Yes","On/off","0.25"
"SITE_1537","MECH_54853","Builder Grade","Yes","On/off","0.3"
"SITE_1537","MECH_82855","Builder Grade","Yes","On/off","0.05"
"SITE_1538","MECH_162983","Builder Grade","Yes","On/off","0.75"
"SITE_1538","MECH_53559","Builder Grade","No","On/off","0.1"
"SITE_1539","MECH_85103","Panasonic or equivalent","Yes","On/off","0"
"SITE_1539","MECH_124640","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_1539","MECH_43515","Panasonic or equivalent","Yes","On/off","0.66"
"SITE_154","MECH_142095","Panasonic or equivalent","Yes","On/off","1"
"SITE_154","MECH_80531","Panasonic or equivalent","Yes","Timer","1"
"SITE_154","MECH_51003","Panasonic or equivalent","Yes","Timer","1"
"SITE_154","MECH_97258","Panasonic or equivalent","Yes","On/off","1"
"SITE_154","MECH_47157","Panasonic or equivalent","Yes","Timer","1"
"SITE_1541","MECH_16893","Unknown","Unknown","On/off","0.25"
"SITE_1542","MECH_20649","Builder Grade","Yes","On/off","0"
"SITE_1543","MECH_160008","Builder Grade","Yes","Timer","0"
"SITE_1543","MECH_165011","Builder Grade","Yes","Timer","0"
"SITE_1543","MECH_64567","Builder Grade","Yes","Timer","0"
"SITE_1544","MECH_43417","Builder Grade","Yes","On/off","0"
"SITE_1544","MECH_73366","Builder Grade","Yes","On/off","0"
"SITE_1545","MECH_110790","Builder Grade","Yes","On/off","0.01"
"SITE_1545","MECH_134905","Builder Grade","Yes","On/off","0"
"SITE_1546","MECH_79519","Builder Grade","Yes","On/off","0"
"SITE_1547","MECH_143613","Builder Grade","Yes","On/off","0"
"SITE_1547","MECH_95700","Builder Grade","Yes","On/off","0"
"SITE_1548","MECH_154902","Builder Grade","Yes","On/off","0"
"SITE_1548","MECH_48193","Builder Grade","Yes","On/off","0"
"SITE_1548","MECH_71658","Builder Grade","Yes","On/off","0"
"SITE_1548","MECH_27087","Builder Grade","Yes","On/off","0"
"SITE_1549","MECH_156411","Builder Grade","Yes","On/off","0.2"
"SITE_155","MECH_160077","Builder Grade","Yes","On/off","0"
"SITE_155","MECH_83325","Builder Grade","Yes","On/off","0"
"SITE_155","MECH_89569","Builder Grade","Yes","On/off","1"
"SITE_155","MECH_81063","Builder Grade","Yes","On/off","1"
"SITE_155","MECH_113166","Builder Grade","Yes","On/off","0"
"SITE_1550","MECH_28148","Builder Grade","Yes","Timer","0.5"
"SITE_1551","MECH_68361","Builder Grade","Yes","On/off","0"
"SITE_1551","MECH_1320","Builder Grade","Yes","On/off","0"
"SITE_1551","MECH_1320","Builder Grade","Yes","On/off","0"
"SITE_1552","MECH_157686","Builder Grade","Yes","On/off","0"
"SITE_1552","MECH_22754","Builder Grade","Yes","On/off","0"
"SITE_1553","MECH_18322","Builder Grade","Yes","On/off","0"
"SITE_1553","MECH_28598","Panasonic or equivalent","Yes","On/off","0"
"SITE_1553","MECH_103134","Builder Grade","Yes","On/off","0"
"SITE_1553","MECH_59498","Builder Grade","Yes","On/off","0"
"SITE_1555","MECH_72318","Builder Grade","Yes","On/off","0.5"
"SITE_1555","MECH_163643","Builder Grade","Yes","On/off","0"
"SITE_1556","MECH_86662","Builder Grade","Yes","On/off","0.125"
"SITE_1557","MECH_166242","Builder Grade","Yes","On/off","3"
"SITE_1557","MECH_170353","Builder Grade","Yes","On/off","0.2"
"SITE_1558","MECH_42824","Builder Grade","Yes","On/off","0"
"SITE_1558","MECH_155871","Panasonic or equivalent","Yes","On/off","0"
"SITE_1559","MECH_27578","Builder Grade","Yes","On/off","0.01"
"SITE_156","MECH_39365","Builder Grade","Yes","On/off","1"
"SITE_1560","MECH_136862","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_1560","MECH_63873","Panasonic or equivalent","Yes","On/off","1"
"SITE_1560","MECH_28970","Panasonic or equivalent","Yes","On/off","0"
"SITE_1560","MECH_38551","Panasonic or equivalent","Yes","On/off","1"
"SITE_1561","MECH_54071","Builder Grade","Yes","Timer","0"
"SITE_1561","MECH_58104","Builder Grade","Yes","Timer","0"
"SITE_1561","MECH_4673","Builder Grade","Yes","Timer","0"
"SITE_1562","MECH_95197","Builder Grade","Yes","On/off","0"
"SITE_1562","MECH_64966","Builder Grade","Yes","Timer","0"
"SITE_1563","MECH_129861","Builder Grade","Yes","Timer","0.5"
"SITE_1563","MECH_30276","Builder Grade","Yes","On/off","0.66"
"SITE_1563","MECH_31031","Builder Grade","Yes","On/off","0.17"
"SITE_1564","MECH_21063","Builder Grade","Yes","On/off","0"
"SITE_1564","MECH_460","Builder Grade","Yes","On/off","0"
"SITE_1565","MECH_112392","Builder Grade","Yes","On/off","0"
"SITE_1565","MECH_173405","Builder Grade","Yes","On/off","0"
"SITE_1565","MECH_105440","Builder Grade","Yes","On/off","0"
"SITE_1565","MECH_98062","Builder Grade","Yes","On/off","0"
"SITE_1565","MECH_32822","Builder Grade","Yes","On/off","0"
"SITE_1566","MECH_164737","Builder Grade","Yes","On/off","0.5"
"SITE_1566","MECH_17714","Builder Grade","Yes","On/off","0"
"SITE_1567","MECH_56076","Builder Grade","Yes","On/off","0"
"SITE_1568","MECH_164298","Builder Grade","Yes","Timer","0"
"SITE_1568","MECH_88895","Builder Grade","Yes","Timer","0"
"SITE_157","MECH_148891","Builder Grade","Yes","On/off","0.4"
"SITE_1571","MECH_84301","Builder Grade","Yes","On/off","0.5"
"SITE_1572","MECH_52677","Builder Grade","Yes","On/off","0"
"SITE_1572","MECH_42846","Builder Grade","Yes","On/off","0"
"SITE_1572","MECH_95631","Builder Grade","Yes","Timer","0.5"
"SITE_1573","MECH_148997","Builder Grade","Yes","On/off","1"
"SITE_1574","MECH_75776","Builder Grade","Yes","On/off","0.6"
"SITE_1575","MECH_121782","Builder Grade","Yes","On/off","Unknown"
"SITE_1575","MECH_39021","Builder Grade","Yes","On/off","Unknown"
"SITE_1576","MECH_1103","Builder Grade","Yes","On/off","1"
"SITE_1577","MECH_20529","Builder Grade","Yes","On/off","1"
"SITE_1577","MECH_50913","Builder Grade","Yes","On/off","0.2"
"SITE_1577","MECH_172619","Builder Grade","Yes","On/off","0.2"
"SITE_1578","MECH_14022","Builder Grade","Yes","On/off","1"
"SITE_1578","MECH_83364","Panasonic or equivalent","Yes","Timer","1"
"SITE_1579","MECH_142114","Builder Grade","Yes","On/off","0"
"SITE_1579","MECH_162897","Builder Grade","Yes","Timer","1.5"
"SITE_1579","MECH_112439","Builder Grade","Unknown","Timer","0"
"SITE_158","MECH_53192","Builder Grade","Yes","Timer","0.25"
"SITE_158","MECH_44753","Builder Grade","Yes","Timer","0.5"
"SITE_1580","MECH_83100","Panasonic or equivalent","Yes","On/off","0.1"
"SITE_1581","MECH_17493","Builder Grade","Yes","On/off","1"
"SITE_1581","MECH_52914","Builder Grade","Yes","On/off","0.2"
"SITE_1581","MECH_124410","Builder Grade","Yes","On/off","0.2"
"SITE_1581","MECH_22085","Builder Grade","Yes","On/off","0.2"
"SITE_1582","MECH_31155","Builder Grade","Yes","On/off","0"
"SITE_1582","MECH_59184","Builder Grade","Yes","On/off","0.5"
"SITE_1583","MECH_159225","Builder Grade","Yes","On/off","1"
"SITE_1583","MECH_94947","Builder Grade","Yes","On/off","1"
"SITE_1584","MECH_64455","Builder Grade","Yes","On/off","1"
"SITE_1584","MECH_53076","Builder Grade","Yes","On/off","0.5"
"SITE_1585","MECH_49936","Builder Grade","Yes","On/off","0.25"
"SITE_1586","MECH_173832","Builder Grade","Yes","On/off","0.1"
"SITE_1586","MECH_158623","Builder Grade","Yes","On/off","0.05"
"SITE_1587","MECH_90923","Builder Grade","Yes","On/off","0"
"SITE_1587","MECH_37687","Builder Grade","Yes","Timer","0.5"
"SITE_1588","MECH_70880","Builder Grade","Yes","On/off","0.5"
"SITE_1588","MECH_101194","Builder Grade","Yes","On/off","0"
"SITE_1588","MECH_116624","Builder Grade","Yes","On/off","24"
"SITE_1589","MECH_27344","Builder Grade","Yes","On/off","1"
"SITE_1589","MECH_127501","Builder Grade","Yes","On/off","1"
"SITE_159","MECH_87387","Builder Grade","Yes","On/off","3"
"SITE_159","MECH_148330","Builder Grade","Yes","On/off","1"
"SITE_1590","MECH_26929","Builder Grade","Yes","On/off","0.5"
"SITE_1590","MECH_84404","Builder Grade","Yes","On/off","1"
"SITE_1592","MECH_21134","Builder Grade","Yes","On/off","0"
"SITE_1592","MECH_101092","Builder Grade","Yes","On/off","0.5"
"SITE_1594","MECH_95501","Builder Grade","Yes","On/off","0"
"SITE_1594","MECH_43137","Builder Grade","Yes","On/off","0"
"SITE_1594","MECH_11445","Builder Grade","Yes","On/off","0"
"SITE_1594","MECH_69561","Builder Grade","Yes","Timer","0.5"
"SITE_1594","MECH_69561","Builder Grade","Yes","Timer","0.25"
"SITE_1595","MECH_114477","Builder Grade","Yes","On/off","0.5"
"SITE_1596","MECH_29894","Builder Grade","Yes","Timer","1"
"SITE_1596","MECH_29894","Builder Grade","Yes","Timer","0.5"
"SITE_1596","MECH_119525","Builder Grade","Yes","None","24"
"SITE_1596","MECH_18561","Builder Grade","Yes","On/off","0.2"
"SITE_1597","MECH_12421","Builder Grade","Yes","On/off","5"
"SITE_1597","MECH_73423","Builder Grade","Yes","On/off","Unknown"
"SITE_1598","MECH_123771","Unknown","Yes","Timer","Unknown"
"SITE_1598","MECH_95533","Unknown","Yes","On/off","Unknown"
"SITE_1599","MECH_92612","Builder Grade","Yes","On/off","1"
"SITE_1599","MECH_12097","Builder Grade","Yes","Timer","0.25"
"SITE_16","MECH_4383","Builder Grade","Yes","On/off","0.5"
"SITE_16","MECH_19910","Builder Grade","Yes","On/off","0.25"
"SITE_160","MECH_58497","Builder Grade","Yes","On/off","1"
"SITE_160","MECH_66691","Builder Grade","Yes","On/off","2"
"SITE_160","MECH_12140","Builder Grade","Yes","On/off","0"
"SITE_160","MECH_6731","Builder Grade","Yes","On/off","1"
"SITE_1600","MECH_112572","Panasonic or equivalent","Yes","Timer","0"
"SITE_1600","MECH_35965","Builder Grade","Yes","On/off","0"
"SITE_1600","MECH_10714","Panasonic or equivalent","Yes","Timer","Unknown"
"SITE_1600","MECH_141043","Panasonic or equivalent","Yes","Timer","Unknown"
"SITE_1600","MECH_141043","Builder Grade","Yes","On/off","Unknown"
"SITE_1601","MECH_22707","Builder Grade","Yes","On/off","1"
"SITE_1601","MECH_14128","Builder Grade","Yes","On/off","2"
"SITE_1602","MECH_121879","Builder Grade","Yes","On/off","1"
"SITE_1602","MECH_171547","Builder Grade","Yes","On/off","1"
"SITE_1603","MECH_172401","Builder Grade","Yes","On/off","0.5"
"SITE_1603","MECH_53247","Builder Grade","Yes","On/off","1"
"SITE_1603","MECH_15100","Builder Grade","Yes","On/off","0.5"
"SITE_1604","MECH_55667","Builder Grade","Yes","On/off","0"
"SITE_1604","MECH_97606","Builder Grade","Yes","Timer","0.15"
"SITE_1604","MECH_55405","Builder Grade","Yes","Timer","0.15"
"SITE_1605","MECH_90331","Builder Grade","No","On/off","0"
"SITE_1605","MECH_161587","Builder Grade","Yes","On/off","0.5"
"SITE_1607","MECH_5138","Builder Grade","Yes","On/off","0.66"
"SITE_1607","MECH_132949","Builder Grade","Yes","On/off","0"
"SITE_1607","MECH_126221","Builder Grade","Yes","On/off","0.66"
"SITE_1608","MECH_149581","Builder Grade","Yes","On/off","0.75"
"SITE_1608","MECH_57343","Panasonic or equivalent","Yes","On/off","0.25"
"SITE_1609","MECH_89541","Builder Grade","Yes","On/off","0"
"SITE_1609","MECH_103466","Builder Grade","Yes","Manual thermostat - Analog","0"
"SITE_1609","MECH_100241","Builder Grade","Yes","Timer","0.5"
"SITE_1609","MECH_85369","Builder Grade","Yes","Timer","0"
"SITE_1609","MECH_126223","Builder Grade","Yes","Timer","0"
"SITE_1609","MECH_15674","Builder Grade","Yes","On/off","0.25"
"SITE_161","MECH_115417","Builder Grade","Yes","On/off","1"
"SITE_161","MECH_36463","Builder Grade","Yes","On/off","0"
"SITE_1610","MECH_80078","Builder Grade","Yes","On/off","0.2"
"SITE_1611","MECH_113255","Builder Grade","Yes","On/off","0"
"SITE_1611","MECH_88471","Builder Grade","Unknown","On/off","0.2"
"SITE_1611","MECH_6798","Builder Grade","Yes","On/off","0"
"SITE_1611","MECH_6798","Builder Grade","Yes","On/off","0.2"
"SITE_1612","MECH_170325","Builder Grade","Yes","On/off","0.33"
"SITE_1612","MECH_70926","Builder Grade","Yes","On/off","0.33"
"SITE_1613","MECH_77268","Panasonic or equivalent","Yes","Timer","3"
"SITE_1615","MECH_150282","Panasonic or equivalent","Yes","On/off","0.17"
"SITE_1615","MECH_40545","Panasonic or equivalent","Yes","Timer","1"
"SITE_1615","MECH_9453","Panasonic or equivalent","Yes","Timer","0.5"
"SITE_1616","MECH_126562","Panasonic or equivalent","Yes","Timer","2"
"SITE_1616","MECH_126562","Builder Grade","Yes","On/off","0.25"
"SITE_1617","MECH_6483","Builder Grade","Yes","On/off","1"
"SITE_1617","MECH_23773","Builder Grade","Yes","On/off","1"
"SITE_1617","MECH_169260","Builder Grade","Yes","On/off","0.5"
"SITE_1618","MECH_63467","Builder Grade","Yes","On/off","0"
"SITE_1618","MECH_21258","Builder Grade","Yes","On/off","Unknown"
"SITE_1619","MECH_137158","Builder Grade","Yes","On/off","0"
"SITE_1619","MECH_82745","Builder Grade","Yes","On/off","0"
"SITE_1619","MECH_45078","Builder Grade","Yes","On/off","0.25"
