"SiteID","Floor_Type","Floor_Area","Is_Space_Conditioned","Floor_Area_Is_Estimated","Perimeter","Perimeter_Is_Estimated","Type_of_Area_Below","Area_Below_Heated","Framing_Type","Framing_Size","Framing_Spacing","Framing_Spacing_Other","Crawlspace_Vents_Present","Crawlspace_Vents_Blocked","Basement_Percent_Below_Grade","Central_Heating_Equipment_in_Basement","Ducting_in_Basement","Slab_Heated","Slab_Insulated","Slab_Insulation_Position","Slab_Insulation_Type","Slab_Insulation_Thickness","Slab_Insulation_Condition","Slab_Insulation_Source","Slab_Insulation_Source_Other","Floor_Insulated","Floor_Insulation_Type","Floor_Insulation_Thickness","Floor_Insulation_Condition","Crawlspace_Walls_Insulated","Crawlspace_Wall_Insulation_Type","Crawlspace_Wall_Insulation_Condition","Crawlspace_Wall_Insulation_Thickness","Crawlspace_Wall_Insulation_Source","Crawlspace_Wall_Insulation_Source_Other","Crawlspace_Wall_Exteriors_Insulated","Crawlspace_Wall_Exterior_Insulation_Type","Crawlspace_Wall_Exterior_Insulation_Thickness","Crawlspace_Wall_Exterior_Insulation_Condition","Crawlspace_Wall_Exterior_Insulation_Source","Crawlspace_Wall_Exterior_Insulation_Source_Other","Basement_Floor_Above_Insulated","Basement_Floor_Above_Insulation_Type","Basement_Floor_Above_Insulation_Thickness","Basement_Floor_Above_Insulation_Condition","Floor_Above_Insulation_Source","Floor_Above_Insulation_Source_Other","Basement_Floor_Above_Insulation_Source","Basement_Floor_Above_Insulation_Source_Other","Floor_Insulation_U-Value","Floor_Insulation_R-Value","Floor_U-Value_for_Heat_Loss","Slab_F-Value_for_Heat_Loss","Floor_Heat_Loss_Rate_UA"
"SITE_1548","Basement","1539","Yes","Estimated","156","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"50","Yes","Insulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","82.68"
"SITE_1549","Crawlspace","1508","No","Measured or Known","162","Unknown",NA,NA,"Post and Beam","2x10 or 4x10","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Fiberglass batts","0.5","6","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0977517106549365","10.23","0.0977517106549365",NA,"147.409579667644"
"SITE_1549","Basement","706","Yes","Estimated","111","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"90","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","51.06"
"SITE_155","Floor over other - Frame","364",NA,"Measured or Known",NA,NA,"Garage","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_155","Basement","543","Yes","Measured or Known","97","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Insulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown","3.5","1",NA,NA,NA,NA,"0.0952380952380952","10.5","0","0.73","44.62"
"SITE_1550","Crawlspace","247","No","Measured or Known","64","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Fiberglass batts","0.9","6.25","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0521342456826328","19.18125","0.0521342456826328",NA,"12.8771586836103"
"SITE_1550","Floor over other - Frame","1061",NA,"Measured or Known",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1550","Basement","814","Yes","Measured or Known","114","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"90","Yes","Insulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","52.44"
"SITE_1552","Crawlspace","2548","No","Measured or Known","235","Measured or Known",NA,NA,"Unknown","2x10 or 4x10","16 inches on center",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1553","Crawlspace","4795","No","Estimated","276","Estimated",NA,NA,"Post and Beam","2x12 or 4x12","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"0.9","Yes","Fiberglass batts","0.9","6","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0543065059194091","18.414","0.0408637070320175",NA,"195.941475218524"
"SITE_1554","Crawlspace","667","No","Measured or Known","116","Measured or Known",NA,NA,"Post and Beam",NA,"24 inches on center",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Homeowners are currently remodeling and will install all new floor insulation shortly.",NA,NA,"0.229846494698528",NA,"0.229846494698528",NA,"153.307611963918"
"SITE_1554","Floor over other - Frame","350",NA,"Measured or Known",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1554","Cantilever","69",NA,"Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1555","Basement","Unknown","Yes",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","Yes","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","Unknown"
"SITE_1556","Slab","1072.5",NA,"Measured or Known","134.5","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","98.185"
"SITE_1557","Floor over other - Frame","850",NA,"Measured or Known",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1557","Basement","850","Yes","Measured or Known","118","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"20","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","69.62"
"SITE_1558","Floor over other - Frame","499",NA,"Measured or Known",NA,NA,"Garage","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1558","Basement","641","No","Measured or Known","95","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"100","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6","1",NA,NA,"Visual inspection",NA,"0.0488758553274682","20.46","0.108190327613105","0.73","69.35"
"SITE_1559","Floor over other - Frame","1059.2",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1559","Basement","1095.2","Yes","Measured or Known","134","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.19",NA,"0","0.73","61.64"
"SITE_156","Crawlspace","1340","No","Unknown","164","Unknown",NA,NA,"Joist","2x6 or 4x6","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","3.5","0.75","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.107836420451233","8.95125","0.107836420451233",NA,"144.500803404652"
"SITE_156","Floor over other - Slab","180",NA,"Measured or Known",NA,NA,"Residential Occupancy","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1560","Slab","1103",NA,"Measured or Known","136","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","99.28"
"SITE_1560","Slab","1960",NA,"Measured or Known","190","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","Complete","Expanded polystyrene foam board (white)",NA,NA,"Visual inspection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.36","68.4"
"SITE_1560","Floor over other - Frame","576",NA,"Measured or Known",NA,NA,"Garage","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1561","Basement","1766","Yes","Measured or Known","174","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"50","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.255088533384375",NA,"0","0.73","92.22"
"SITE_1562","Basement","969","Yes","Estimated","124","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"50","No","No","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"0.25",NA,NA,"Visual inspection",NA,NA,NA,"0","0.73","65.72"
"SITE_1563","Basement","1188","Yes","Measured or Known","138","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"55","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","73.14"
"SITE_1564","Crawlspace","1477","No","Estimated","153","Estimated",NA,NA,"Post and Beam","2x12 or 4x12","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,NA,NA,"0.114156188926986",NA,"168.608691045159"
"SITE_1565","Crawlspace","275","No","Estimated","66","Estimated",NA,NA,"Unknown","Unknown","Unknown",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1565","Cantilever","79",NA,"Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1565","Cantilever","14",NA,"Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1565","Cantilever","30",NA,"Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1565","Cantilever","11",NA,"Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1565","Cantilever","10",NA,"Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1565","Basement","441","No","Estimated","84","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"50","Yes","Insulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.139047619047619","0.73","61.32"
"SITE_1566","Crawlspace","1326","No","Measured or Known","154","Measured or Known",NA,NA,"Unknown","Unknown","Unknown",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Crawlspace inacessible. Known that it’s insulated by looking through one of the vents",NA,NA,"0.229846494698528",NA,"0.229846494698528",NA,"304.776451970248"
"SITE_1566","Slab","621",NA,"Measured or Known","100","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","73"
"SITE_1568","Crawlspace","1051","No","Estimated","129","Estimated",NA,NA,"Post and Beam","2x8 or 4x8","30 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.229846494698528",NA,"0.229846494698528",NA,"241.568665928153"
"SITE_157","Crawlspace","700","No","Measured or Known","106","Measured or Known",NA,NA,"Joist","2x6 or 4x6","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1571","Crawlspace","1467","No","Measured or Known","137","Measured or Known",NA,NA,"Post and Beam","2x8 or 4x8","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0372003006406628","27.28","0.0372003006406628",NA,"54.5728410398523"
"SITE_1572","Basement","750","Yes","Unknown","112","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"25","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.220839845785141",NA,"0","0.73","66.08"
"SITE_1573","Basement","950","Yes","Estimated","130","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"70","Yes","Insulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","0.9",NA,NA,"Visual inspection",NA,"0.310556478405316","24.552","0","0.73","68.9"
"SITE_1574","Crawlspace","840","No","Measured or Known","118","Measured or Known",NA,NA,"Joist","2x6 or 4x6","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","4","0.75","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.102619931844225","10.23","0.102619931844225",NA,"86.2007427491488"
"SITE_1575","Crawlspace","1335","No","Measured or Known","196","Measured or Known",NA,NA,"Unknown","Unknown","Unknown",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,NA,"Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.229846494698528",NA,"0.229846494698528",NA,"306.845070422535"
"SITE_1575","Slab","Unknown",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","Unknown"
"SITE_1576","Crawlspace","800","No","Estimated","124","Measured or Known",NA,NA,"Unknown","Unknown","Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6",NA,"Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0638650043593839",NA,"0.0638650043593839",NA,"51.0920034875071"
"SITE_1577","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,"Post and Beam","2x6 or 4x6","16 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Expanded polystyrene foam board (white)","0.25","6","Other","Home Owner","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.160642570281124","6.225","Unknown",NA,"Unknown"
"SITE_1578","Basement","807","Yes","Unknown","118","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"65","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","62.54"
"SITE_1579","Crawlspace","1790","No","Measured or Known","235","Measured or Known",NA,NA,"Unknown","Unknown","Unknown",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_158","Slab","587",NA,"Unknown","119","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","86.87"
"SITE_158","Floor over other - Frame","587",NA,"Measured or Known",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_1580","Crawlspace","900","No","Estimated","140","Estimated",NA,NA,"Post and Beam","2x8 or 4x8","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1581","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,"Post and Beam","2x8 or 4x8","12 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","0.9","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Home Owner",NA,NA,"0.0546980683920504","24.552","Unknown",NA,"Unknown"
"SITE_1582","Crawlspace","1854","No","Measured or Known","233","Measured or Known",NA,NA,"Joist","2x8 or 4x8","12 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0372003006406628","27.28","0.0372003006406628",NA,"68.9693573877888"
"SITE_1583","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,"Post and Beam","2x8 or 4x8","16 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","0.75","Yes","Expanded polystyrene foam board (white)","0.9","6","Other","Home Owner","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Home Owner",NA,NA,"0.0809447200191319","20.46","Unknown",NA,"Unknown"
"SITE_1584","Basement","Unknown","No",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","0.73","Unknown"
"SITE_1585","Crawlspace","815","Yes","Measured or Known","108","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1586","Crawlspace","1325","No","Measured or Known","173","Measured or Known",NA,NA,"Joist","2x8 or 4x8","24 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1587","Crawlspace","1896","No","Measured or Known","206","Measured or Known",NA,NA,"Post and Beam","Unknown","Unknown",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.229846494698528",NA,"0.229846494698528",NA,"435.78895394841"
"SITE_1588","Crawlspace","926","No","Unknown","120","Unknown",NA,NA,"Post and Beam","Unknown","30 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.229846494698528",NA,"0.229846494698528",NA,"212.837854090837"
"SITE_1589","Crawlspace","Unknown","Yes",NA,"Unknown",NA,NA,NA,"Post and Beam","2x8 or 4x8","12 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","0.9","Yes","Expanded polystyrene foam board (white)","0.9","4","Other","Home Owner","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Home Owner",NA,NA,"0.0546980683920504","24.552","Unknown",NA,"Unknown"
"SITE_159","Crawlspace","1400","No","Measured or Known","115","Unknown",NA,NA,"Post and Beam","2x6 or 4x6","30 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","9","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IR Camera",NA,NA,NA,"0.0325839035516455","30.69","0.0283427019715539",NA,"39.6797827601755"
"SITE_1590","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,"Post and Beam","2x8 or 4x8","16 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","0.9","Yes","Closed-cell spray foam","0.9","6","Other","Home Owner","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0546980683920504","24.552","Unknown",NA,"Unknown"
