"SiteID","RoomID","ApplianceID","TV_Screen_Type","TV_Screen_Type_Other","Make","Make_Other","Model","Vintage","Energy_Star","Primary","TV_Screen_Surface","TV_Resolution","Size","Size_Is_Estimated","Wattage","Wattage_Is_Estimated","TV_Wifi","TV_Qty_of_Streaming_Devices","TV_Qty_of_External_Media_Devices","STB_Present","DVR_Present","Room_Type"
"SITE_917","ROOM_29819","APPL_9348","LCD – LED",NA,"Vizio",NA,"M401I-A3","Unknown","Yes","Secondary","Flat","FHD (1080p)","40","Measured or Known","Unknown","Unknown","Yes","1","0","No","No","Bedroom"
"SITE_918","ROOM_13958","APPL_158848","LCD – Fluorescent",NA,"Magnavox",NA,"32MD311B/F7","2012","No","Used less","Flat","High Definition (720p)","32","Measured or Known","150","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_918","ROOM_17951","APPL_18583","LCD – Fluorescent",NA,"Magnavox",NA,"39MF412B/F7","2012","No","Used less","Flat","High Definition (720p)","39","Measured or Known","153","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_918","ROOM_7306","APPL_147901","LCD – Fluorescent",NA,"Magnavox",NA,"32MD311B/F7","2011","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","150","Measured or Known","No","1","0","No","No","Bedroom"
"SITE_918","ROOM_43130","APPL_39286","LCD – LED",NA,"Samsung",NA,"UN65KU6500F","2016","Yes","Primary","Curved","UHD (4080p) – 4K","65","Measured or Known","249","Measured or Known","Yes","0","1","Yes","No","Living Room"
"SITE_919","ROOM_32407","APPL_82635","LCD – Fluorescent",NA,"Samsung",NA,"LN40D550","2012","No","Primary","Flat","Unknown","40","Measured or Known","180","Measured or Known","No","0","1","No","No","Living Room"
"SITE_92","ROOM_40392","APPL_174242","LCD – LED",NA,"Samsung",NA,"UN43RU7100F","Unknown","No","Primary","Flat","Unknown","43","Measured or Known","105","Measured or Known","No","0","0","No","No","Living Room"
"SITE_92","ROOM_23862","APPL_112540","LCD – Fluorescent",NA,"Sylvania",NA,"LC200SL9","2008","No","Used less","Flat","Unknown","20","Measured or Known","60","Measured or Known","No","0","1","No","No","Bedroom"
"SITE_92","ROOM_10103","APPL_154342","LCD – Fluorescent",NA,"Sony",NA,"KDL-32S3000","Unknown","No","Used less","Flat","Unknown","32","Measured or Known","158","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_92","ROOM_4069","APPL_98476","LCD – Fluorescent",NA,"Sylvania",NA,"LC200SL9","Unknown","No","Used less","Flat","Unknown","20","Measured or Known","60","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_920","ROOM_16834","APPL_44940","LCD – Fluorescent",NA,"Vizio",NA,"Unknown","Unknown","Yes","Primary","Flat","FHD (1080p)","54","Measured or Known","Unknown","Unknown","No","0","1","No","No","Family Room"
"SITE_920","ROOM_17716","APPL_140834","LCD – Fluorescent",NA,"Vizio",NA,"M370NV","Unknown","Yes","Secondary","Flat","FHD (1080p)","37","Measured or Known","Unknown","Unknown","No","1","1","No","No","Bedroom"
"SITE_921","ROOM_3624","APPL_48927","LCD – LED",NA,"Samsung",NA,"Z79L3CUDA34309D","2013","Unknown","Primary","Flat","High Definition (720p)","39","Measured or Known","80","Measured or Known","Yes","1","0","No","No","Bedroom"
"SITE_921","ROOM_539","APPL_149778","LCD – LED",NA,"Vizio",NA,"D40F-G9","Unknown","No","Secondary","Flat","High Definition (720p)","40","Measured or Known","80","Estimated","Yes","0","0","No","No","Family Room"
"SITE_922","ROOM_37841","APPL_119572","LCD – Fluorescent",NA,"Toshiba",NA,"40XF550U","2008","No","Primary","Flat","High Definition (720p)","40","Measured or Known","Unknown","Unknown","No","1","1","No","No","Living Room"
"SITE_923","ROOM_14903","APPL_105551","Plasma",NA,"Panasonic",NA,"TH-37PX60U","2006","No","Primary","Flat","High Definition (720p)","37","Measured or Known","323","Measured or Known","Unknown","1","0","Yes","No","Living Room"
"SITE_923","ROOM_4819","APPL_61703","Unknown",NA,"Vizio",NA,"VA26LHDTV10T","2009","Unknown","Secondary","Flat","High Definition (720p)","21","Measured or Known","200","Estimated","No","0","0","Yes","No","Bedroom"
"SITE_923","ROOM_11001","APPL_102337","LCD – LED",NA,"RCA",NA,"LED32G30RQ","2014","Unknown","Used less","Flat","High Definition (720p)","32","Measured or Known","42","Measured or Known","No","0","1","Yes","No","Other"
"SITE_924","ROOM_4351","APPL_60379","LCD – LED",NA,"Samsung",NA,"UN55NU6900F","2019","No","Secondary","Flat","UHD (4080p) – 4K","55","Measured or Known","135","Measured or Known","No","1","0","No","No","Family Room"
"SITE_924","ROOM_42879","APPL_141795","LCD – LED",NA,"Vizio",NA,"D48-D0","Unknown","No","Primary","Flat","FHD (1080p)","48","Measured or Known","Unknown","Unknown","Yes","1","1","Yes","No","Living Room"
"SITE_925","ROOM_46545","APPL_101766","LCD – LED",NA,"Samsung",NA,"UN49MU8000FXZA","2018","No","Primary","Flat","UHD (4080p) – 4K","49","Measured or Known","145","Measured or Known","Yes","0","1","Yes","No","Living Room"
"SITE_925","ROOM_24603","APPL_116918","LCD – LED",NA,"Vizio",NA,"VL320M","Unknown","Yes","Secondary","Flat","FHD (1080p)","32","Measured or Known","135","Measured or Known","No","0","1","Yes","No","Bedroom"
"SITE_926","ROOM_12123","APPL_108637","LCD – LED",NA,"Emerson",NA,"Unknown","Unknown","No","Primary","Flat","FHD (1080p)","40","Measured or Known","145","Estimated","No","0","2","Yes","No","Living Room"
"SITE_927","ROOM_37184","APPL_95560","LCD – LED",NA,"TCL",NA,"65S401","Unknown","No","Primary","Flat","Unknown","65","Measured or Known","250","Measured or Known","Yes","1","0","No","No","Living Room"
"SITE_927","ROOM_1496","APPL_105298","LCD – LED",NA,"LG",NA,"43UN7300AUD","Unknown","No","Secondary","Flat","Unknown","43","Measured or Known","110","Measured or Known","Unknown","0","0","No","No","Bedroom"
"SITE_928","ROOM_39949","APPL_149534","OLED",NA,"LG",NA,"OLED55CXPUA","2020","No","Primary","Flat","Unknown","55","Measured or Known","347","Measured or Known","Yes","1","0","Yes","No","Living Room"
"SITE_929","ROOM_35943","APPL_13735","LCD – LED",NA,"HiSense",NA,"50R6E","2018","No","Primary","Flat","UHD (4080p) – 4K","50","Measured or Known","130","Measured or Known","Yes","0","2","No","No","Living Room"
"SITE_929","ROOM_4533","APPL_168291","LCD – Fluorescent",NA,"LG",NA,"32CS460","2013","No","Unknown","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","1","1","No","No","Bedroom"
"SITE_929","ROOM_37428","APPL_107529","LCD – Fluorescent",NA,"Roku",NA,"#ON24HB19E02","Unknown","No","Secondary","Flat","Unknown","24","Measured or Known","45","Measured or Known","No","1","0","No","No","Bedroom"
"SITE_93","ROOM_44043","APPL_32853","LCD – LED",NA,"LG",NA,"65UM7300AUE","2019","No","Primary","Flat","FHD (1080p)","65","Measured or Known","195","Measured or Known","Yes","Unknown","1","No","No","Bedroom"
"SITE_930","ROOM_14780","APPL_113952","LCD – LED",NA,"Panasonic",NA,"TC-42LD24","2010","No","Primary","Flat","FHD (1080p)","42","Measured or Known","133","Measured or Known","No","0","2","No","No","Office"
"SITE_931","ROOM_46646","APPL_171797","LCD – LED",NA,"TCL",NA,"65S421","Unknown","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","145","Measured or Known","Yes","0","1","No","No","Living Room"
"SITE_931","ROOM_32044","APPL_113160","LCD – LED",NA,"HiSense",NA,"43RGE","2019","No","Secondary","Flat","UHD (4080p) – 4K","43","Measured or Known","85","Measured or Known","Yes","0","1","No","No","Bedroom"
"SITE_932","ROOM_41398","APPL_161971","Tube (CRT and internal or rear projector)",NA,"Sony",NA,"KDS-60A300P","Unknown","No","Secondary","Flat","Unknown","60","Measured or Known","Unknown","Unknown","No","0","0","Yes","No","Living Room"
"SITE_932","ROOM_39139","APPL_133581","LCD – LED",NA,"Samsung",NA,"UN32F5500AF","2013","No","Unknown","Flat","Unknown","32","Measured or Known","32","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_932","ROOM_41269","APPL_47750","LCD – Fluorescent",NA,"JVC",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","36","Measured or Known","Unknown","Unknown","No","0","0","No","No","Kitchen"
"SITE_933","ROOM_30453","APPL_54770","LCD – LED",NA,"Insignia",NA,"Unknown","Unknown","No","Secondary","Flat","FHD (1080p)","22","Measured or Known","100","Estimated","Unknown","0","0","No","No","Bedroom"
"SITE_933","ROOM_38181","APPL_3056","LCD – LED",NA,"Samsung",NA,"UN55MU6290","Unknown","No","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","200","Estimated","Unknown","0","0","Yes","No","Family Room"
"SITE_934","ROOM_23114","APPL_106395","LCD – Fluorescent",NA,"Magnavox",NA,"19MD359B/F7","2009","Yes","Secondary","Flat","High Definition (720p)","19","Measured or Known","65","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_934","ROOM_26846","APPL_43192","LCD – LED",NA,"Samsung",NA,"UN43NU6900B","2019","No","Primary","Flat","FHD (1080p)","43","Measured or Known","105","Measured or Known","No","0","1","Yes","No","Living Room"
"SITE_935","ROOM_822","APPL_115210","LCD – LED",NA,"Insignia",NA,"NS-24D420NA16","2015","No","Primary","Flat","High Definition (720p)","24","Measured or Known","75","Estimated","No","0","1","No","No","Living Room"
"SITE_936","ROOM_14161","APPL_9227","LCD – LED",NA,"LG",NA,"Unknown","Unknown","No","Primary","Flat","FHD (1080p)","42","Measured or Known","Unknown","Unknown","Yes","1","1","Yes","No","Living Room"
"SITE_937","ROOM_42159","APPL_33523","LCD – LED",NA,"Vizio",NA,"E39OI-B1E","Unknown","Yes","Primary","Flat","FHD (1080p)","39","Unknown","Unknown","Unknown","Yes","1","1","No","No","Living Room"
"SITE_938","ROOM_40538","APPL_113165","LCD – LED",NA,"Sony",NA,"KDL-40W600B","Unknown","No","Primary","Flat","High Definition (720p)","40","Measured or Known","75","Measured or Known","Unknown","1","Unknown","Yes","No","Living Room"
"SITE_939","ROOM_42071","APPL_5817","LCD – LED",NA,"LG",NA,"24LF454B","2020","No","Used less","Flat","High Definition (720p)","24","Measured or Known","Unknown","Unknown","No","1","0","No","No","Family Room"
"SITE_939","ROOM_11303","APPL_107552","LCD – LED",NA,"Phillips",NA,"29PFL4908/F7","Unknown","No","Secondary","Flat","Unknown","29","Measured or Known","44","Measured or Known","Yes","0","0","No","No","Garage"
"SITE_939","ROOM_12295","APPL_117716","Unknown",NA,"Westinghouse",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","50","Measured or Known","Unknown","Unknown","Yes","0","2","No","No","Living Room"
"SITE_94","ROOM_19671","APPL_135830","LCD – LED",NA,"Samsung",NA,"UN32M5300AFXZA","2017","No","Secondary","Flat","FHD (1080p)","32","Measured or Known","66","Measured or Known","No","0","1","No","No","Living Room"
"SITE_94","ROOM_42167","APPL_173146","LCD – LED",NA,"Vizio",NA,"M190VA","2010","No","Primary","Flat","Unknown","19","Measured or Known","Unknown","Unknown","No","0","0","No","No","Kitchen"
"SITE_94","ROOM_16708","APPL_167860","Unknown",NA,"Toshiba",NA,"Unknown","Unknown","No","Used less","Flat","Standard Definition","21","Measured or Known","Unknown","Unknown","No","0","0","No","No","Other"
"SITE_940","ROOM_30503","APPL_56701","LCD – Fluorescent",NA,"Emerson",NA,"LC401EM2F","2011","No","Secondary","Flat","FHD (1080p)","40","Measured or Known","200","Measured or Known","No","1","0","No","No","Bedroom"
"SITE_940","ROOM_46331","APPL_106491","LCD – LED",NA,"Roku",NA,"#100068378","Unknown","No","Primary","Flat","UHD (4080p) – 4K","70","Measured or Known","220","Measured or Known","Yes","0","1","Yes","No","Living Room"
"SITE_941","ROOM_12044","APPL_88121","LCD – Fluorescent",NA,"Panasonic",NA,"TC-L32U3","Unknown","No","Primary","Flat","Unknown","32","Measured or Known","Unknown","Unknown","No","1","0","No","No","Bedroom"
"SITE_941","ROOM_25465","APPL_98934","LCD – LED",NA,"Panasonic",NA,"TC-L47E50-1","Unknown","No","Primary","Flat","Unknown","Unknown","Unknown","Unknown","Unknown","No","0","0","No","No","Living Room"
"SITE_942","ROOM_4059","APPL_2726","LCD – LED",NA,"Sony",NA,"XBR-55X900E","2017","Yes","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","171","Measured or Known","Yes","1","1","Yes","No","Living Room"
"SITE_942","ROOM_31267","APPL_79092","LCD – LED",NA,"Mitsubishi",NA,"LT-55164","2011","Yes","Secondary","Flat","FHD (1080p)","55","Measured or Known","175","Measured or Known","Unknown","0","1","Yes","No","Living Room"
"SITE_943","ROOM_4755","APPL_11590","LCD – Fluorescent",NA,"Samsung",NA,"PN50B450B1DXZA","Unknown","No","Secondary","Flat","Unknown","50","Measured or Known","Unknown","Unknown","No","0","1","No","No","Office"
"SITE_943","ROOM_2523","APPL_68649","LCD – LED",NA,"Westinghouse",NA,"Unknown","2020","No","Used less","Flat","Unknown","41","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Family Room"
"SITE_943","ROOM_29628","APPL_44095","Unknown",NA,"Vizio",NA,"VIZIO XVT473SV","Unknown","No","Primary","Flat","Unknown","47","Measured or Known","Unknown","Unknown","No","1","1","No","No","Living Room"
"SITE_944","ROOM_19795","APPL_37820","LCD – Fluorescent",NA,"Vizio",NA,"VW37L HDTV20A","2007","No","Used less","Flat","FHD (1080p)","37","Measured or Known","Unknown","Unknown","No","0","2","No","No","Family Room"
"SITE_944","ROOM_30142","APPL_9772","LCD – LED",NA,"Vizio",NA,"V705-G3","Unknown","No","Primary","Flat","UHD (4080p) – 4K","70","Measured or Known","Unknown","Unknown","Yes","0","2","No","No","Living Room"
"SITE_944","ROOM_7280","APPL_6957","LCD – Fluorescent",NA,"LG",NA,"32LH30","Unknown","Yes","Used less","Flat","FHD (1080p)","32","Measured or Known","Unknown","Unknown","No","0","0","No","No","Bedroom"
"SITE_945","ROOM_3506","APPL_115969","LCD – LED",NA,"LG",NA,"60LF6090","Unknown","No","Primary","Flat","FHD (1080p)","60","Measured or Known","Unknown","Unknown","No","0","2","No","No","Living Room"
"SITE_945","ROOM_38595","APPL_21525","Unknown",NA,"Samsung",NA,"Unknown","Unknown","No","Secondary","Flat","Unknown","60","Unknown","Unknown","Unknown","No","Unknown","1","No","No","Bedroom"
"SITE_946","ROOM_20719","APPL_138029","LCD – LED",NA,"Vizio",NA,"#D43F-E1","Unknown","Yes","Used less","Flat","FHD (1080p)","43","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_946","ROOM_255","APPL_40519","LCD – LED",NA,"HiSense",NA,"40H4030F1","2019","No","Secondary","Flat","FHD (1080p)","40","Measured or Known","70","Measured or Known","Yes","0","0","No","No","Bedroom"
"SITE_946","ROOM_8763","APPL_160528","LCD – LED",NA,"Samsung",NA,"UN65TU8000F","2021","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","190","Measured or Known","Yes","0","3","No","No","Living Room"
"SITE_946","ROOM_20719","APPL_138902","Projector (Non-CRT)",NA,"Roku",NA,"#100010682","2020","No","Used less","None (Projector)","High Definition (720p)",NA,NA,"Unknown","Unknown","Yes","1","0","No","No","Bedroom"
"SITE_947","ROOM_42322","APPL_39298","LCD – LED",NA,"Vizio",NA,"M75-C1","Unknown","No","Primary","Flat","UHD (4080p) – 4K","75","Measured or Known","Unknown","Unknown","Yes","1","0","No","No","Living Room"
"SITE_949","ROOM_23732","APPL_91741","LCD – LED",NA,"Magnavox",NA,"Unknown","Unknown","No","Primary","Flat","FHD (1080p)","32","Measured or Known","Unknown","Unknown","No","Unknown","Unknown","No","No","Living Room"
"SITE_95","ROOM_8093","APPL_142194","LCD – LED",NA,"Samsung",NA,"UN65JU7500F","2016","Unknown","Primary","Curved","UHD (4080p) – 4K","65","Measured or Known","84","Measured or Known","Yes","1","1","No","No","Living Room"
"SITE_95","ROOM_25050","APPL_38273","LCD – LED",NA,"Samsung",NA,"UN60JS7000F","2016","No","Secondary","Flat","UHD (4080p) – 4K","65","Measured or Known","70","Measured or Known","Yes","0","0","No","No","Living Room"
"SITE_95","ROOM_34534","APPL_47627","LCD – LED",NA,"Samsung",NA,"UN43NU6900F","2018","No","Used less","Flat","UHD (4080p) – 4K","43","Measured or Known","90","Measured or Known","Yes","0","1","No","No","Bedroom"
"SITE_950","ROOM_40505","APPL_60278","Unknown",NA,"Vizio",NA,"E472VLE","Unknown","No","Primary","Flat","Unknown","Unknown","Measured or Known","Unknown","Unknown","No","0","0","No","No","Living Room"
"SITE_950","ROOM_693","APPL_88891","Unknown",NA,"Vizio",NA,"VX32L","2006","No","Secondary","Flat","High Definition (720p)","21","Measured or Known","Unknown","Unknown","Unknown","0","0","No","No","Bedroom"
"SITE_950","ROOM_18641","APPL_162335","Unknown",NA,"Samsung",NA,"UN55B8000XFXZA","Unknown","Yes","Secondary","Flat","FHD (1080p)","52","Measured or Known","280","Unknown","Unknown","0","Unknown","No","No","Living Room"
"SITE_951","ROOM_25438","APPL_170179","LCD – LED",NA,"Insignia",NA,"NS-32DR420NA16","2015","No","Primary","Flat","FHD (1080p)","32","Measured or Known","Unknown","Unknown","Yes","0","1","No","No","Living Room"
"SITE_952","ROOM_27083","APPL_87125","LCD – LED",NA,"Samsung",NA,"LN40D550K1FXZA","Unknown","No","Secondary","Flat","FHD (1080p)","40","Measured or Known","Unknown","Unknown","No","0","1","No","No","Bedroom"
"SITE_952","ROOM_37594","APPL_169277","Unknown",NA,"Samsung",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","55","Measured or Known","100","Estimated","Unknown","0","0","No","No","Living Room"
"SITE_953","ROOM_32612","APPL_131511","LCD – Fluorescent",NA,"Sceptre",NA,"X405BV-FMQR8CNAV93CE","Unknown","No","Used less","Flat","High Definition (720p)","40","Measured or Known","175","Estimated","No","0","2","Yes","No","Living Room"
"SITE_953","ROOM_14419","APPL_7213","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","No","Secondary","Flat","FHD (1080p)","29","Measured or Known","95","Estimated","No","0","0","Yes","No","Dining Room"
"SITE_953","ROOM_45091","APPL_135717","LCD – LED",NA,"Vizio",NA,"Unknown","Unknown","No","Primary","Flat","FHD (1080p)","65","Measured or Known","200","Estimated","No","0","0","Yes","No","Bedroom"
"SITE_954","ROOM_27970","APPL_86106","LCD – LED",NA,"Vizio",NA,"E321MV","Unknown","Yes","Used less","Flat","FHD (1080p)","32","Measured or Known","Unknown","Unknown","Yes","1","1","No","No","Office"
"SITE_954","ROOM_37479","APPL_14078","OLED",NA,"LG",NA,"OLED55B7P-U","2017","No","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","Unknown","Unknown","Yes","Unknown","Unknown","Yes","No","Family Room"
"SITE_955","ROOM_6766","APPL_54374","Plasma",NA,"Samsung",NA,"PN42C450B1D","2010","No","Primary","Flat","High Definition (720p)","42","Measured or Known","200","Measured or Known","No","0","1","No","No","Bedroom"
"SITE_955","ROOM_25964","APPL_14035","LCD – LED",NA,"LG",NA,"49LJ510M-UB","2017","Yes","Used less","Flat","FHD (1080p)","49","Measured or Known","Unknown","Unknown","No","1","0","No","No","Living Room"
"SITE_955","ROOM_28444","APPL_77642","LCD – Fluorescent",NA,"Insignia",NA,"NS-LCD37-09","Unknown","Yes","Secondary","Flat","High Definition (720p)","37","Measured or Known","200","Measured or Known","No","1","0","No","No","Bedroom"
"SITE_956","ROOM_44899","APPL_170265","Tube (CRT and internal or rear projector)",NA,"Phillips",NA,"Unknown","Unknown","No","Primary","Flat","Unknown","Unknown","Unknown","Unknown","Unknown","No","0","0","No","No","Bedroom"
