"SiteID","Performed_Conservation_Measures_on_Their_Own_in_Last_2_Years","Participated_in_Utility_Conservation_Program_in_Last_2_Years","Received_Tax_Credit_for_Conservation","Federal_Tax_Credit","State_Tax_Credit","Other_Tax_Credit","Conservation_Air_Sealing","Conservation_Energy_Audit","Conservation_Cooling_Equipment","Conservation_Door_Replacement","Conservation_Heating_Equipment","Conservation_Lighting","Conservation_Major_Appliance","Conservation_Major_Appliance_Type","Conservation_Replacement_Windows","Conservation_Showerhead","Conservation_Water_Heating","Conservation_Weatherization","Conservation_Ceiling_Insulation","Conservation_Duct_Insulation","Conservation_Duct_Sealing","Conservation_Floor_Insulation","Conservation_Wall_Insulation"
"SITE_1609","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_161","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1610","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1611","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","No","Yes","Dishwasher","No","No","No","No","No","No","No","No","No"
"SITE_1612","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1613","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1614","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Refrigerator / Freezer","No","No","No","No","No","No","No","No","No"
"SITE_1615","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1616","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No",NA,"Yes","No","No","No","Yes","No","No","Yes","Yes"
"SITE_1617","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_1618","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1619","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","Yes","No","No","Yes","Yes","No","No"
"SITE_162","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1620","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1621","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1622","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","Yes","No","Yes","No","No","No","No"
"SITE_1623","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1624","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Dishwasher","Yes","No","No","No","No","No","No","No","No"
"SITE_1625","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1627","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_1628","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","Yes","Yes","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1629","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","Yes","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_163","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1630","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1631","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1632","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1633","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Refrigerator / Freezer, Clothes Washer, Dryer","No","No","No","No","No","No","No","No","No"
"SITE_1634","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_1635","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1636","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No","No","No","No","Yes","No","No","No","No"
"SITE_1637","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","No","Yes","Refrigerator / Freezer, Stove / Oven","No","No","No","No","No","No","No","No","No"
"SITE_1638","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1639","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","Yes","No","No","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_164","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1640","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1641","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","Stove / Oven, Dishwasher, Dryer, Clothes Washer","No","No","No","No","No","No","No","No","No"
"SITE_1642","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1643","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1644","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","Yes"
"SITE_1645","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No","No","No","No","Yes","No","No","Yes","No"
"SITE_1646","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1647","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_165","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_166","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","Refrigerator / Freezer, Clothes Washer, Dryer","No","No","No","No","Yes","No","No","Yes","No"
"SITE_167","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Clothes Washer","No","Yes","No","No","No","No","No","No","Yes"
"SITE_168","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_169","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","Yes","Clothes Washer","No","No","Yes","No","Yes","No","No","Yes","Yes"
"SITE_17","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_170","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_171","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_172","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1727","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1728","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_173","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","Stove / Oven","No","No","Yes","No","No","No","No","No","No"
"SITE_1730","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1731","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1732","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_1733","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1734","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1735","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1736","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_1737","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1738","Yes","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No",NA,"Yes","No","Yes","No","Yes","No","Yes","Yes","Yes"
"SITE_1739","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_174","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1740","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1741","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No",NA,"Yes","No","No","No","No","No","No","No","Yes"
"SITE_1742","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1743","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1744","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1745","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No",NA,"No","No","No","No","Yes","No","No","No","Yes"
"SITE_1746","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1747","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1749","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No",NA,"No","Yes","No","No","No","No","No","No","No"
"SITE_175","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_1750","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1751","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1752","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1753","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1754","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No",NA,"Yes","No","No","No","Yes","No","No","Yes","No"
"SITE_1755","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1756","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1757","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1758","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_1759","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_176","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","No","No","No","No","No",NA,"No","No","No","No","Yes","No","No","No","Yes"
"SITE_1760","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","Yes","No","No","No","No"
"SITE_1761","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1762","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1763","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","No","No",NA,"No","No","No","No","No","No","No","No","Yes"
"SITE_1764","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1765","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Dishwasher, Refrigerator / Freezer, Stove / Oven, TV, Clothes Washer, Dryer","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"SITE_1766","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1767","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1768","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_1769","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_177","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No",NA,"No","Yes","No","No","No","No","No","No","No"
"SITE_1770","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1771","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1772","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1773","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1774","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1775","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Stove / Oven, Refrigerator / Freezer","Yes","Yes","Yes","No","No","No","No","No","No"
"SITE_1776","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Refrigerator / Freezer, Clothes Washer","No","No","No","No","No","No","No","No","No"
"SITE_1777","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1778","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1779","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_178","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1780","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1781","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1782","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1784","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1785","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_1786","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Dishwasher, Refrigerator / Freezer, Stove / Oven, TV, Clothes Washer, Dryer","Yes","No","No","No","No","No","No","No","No"
"SITE_1787","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1788","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","Yes","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1789","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_179","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"Yes","No","No","No","No","No","No","Yes","No"
"SITE_1791","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1792","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1793","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Dishwasher, Refrigerator / Freezer","No","No","No","No","No","No","No","No","No"
"SITE_1794","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1795","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_1796","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","Yes","No","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1797","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1798","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","No","Yes","Refrigerator / Freezer","No","No","No","No","No","No","No","No","No"
"SITE_18","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_180","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1800","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1802","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1803","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1804","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1805","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No","No","No","No","No","No","No","No","Yes"
"SITE_1806","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1807","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1809","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_181","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1810","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1811","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1812","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_1813","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1814","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_1815","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_1816","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1817","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Dishwasher, Clothes Washer, Stove / Oven","No","No","Yes","No","No","No","No","No","No"
"SITE_1818","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1819","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_182","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1820","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1821","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1822","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_1823","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1824","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1825","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No",NA,"No","No","No","No","No","No","No","No","Yes"
"SITE_1826","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1827","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_1828","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1829","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_183","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1830","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Refrigerator / Freezer","No","No","No","No","No","No","No","No","No"
"SITE_1831","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_1832","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1833","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1834","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1835","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1836","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1837","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_1838","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","Yes","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_1839","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_1840","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1841","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No","No","No","No","Yes","No","No","No","Yes"
"SITE_1842","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_1843","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1844","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1845","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1846","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_1847","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Other","No","No","No","No","No","No","No","No","No"
"SITE_1848","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Dishwasher, Refrigerator / Freezer, Stove / Oven, Clothes Washer, Dryer","No","Yes","No","No","No","No","No","No","No"
"SITE_1849","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_185","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1850","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1851","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1852","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_1853","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1854","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1855","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_186","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No",NA,"No","No","No","No","No","No","No","Yes","Yes"
"SITE_1860","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
