"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Vintage","Model","Energy_Star","Primary_Computer","Computer_Wifi","Internet_Access","Computer_Number_of_Screens","Computer_Primary_External_Monitor","Primary_Monitor_Size","Primary_Monitor_Size_Is_Estimated","Primary_Monitor_Type","Secondary_Monitor_External","Secondary_Monitor_Size","Secondary_Monitor_Size_Is_Estimated","Secondary_Monitor_Type","Third_Monitor_Size","Third_Monitor_Size_Is_Estimated","Computer_Printer","Computer_External_Drive","Computer_Number_of_Modems_Routers_Switches","Computer_Number_of_Other_Accessories","Computer_Other_Accessory_Description","Computer_In_single_strip","Computer_Uninterruptible_Power","Uninterruptible_Power_Size_kW","Room_Type","Computer_Hours_of_Use","Computer_Is_Left_On"
"SITE_1027","ROOM_25549","APPL_63623","Laptop","HP",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","Unknown","15","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","1","Unknown","Unknown","Yes","No","Unknown","Living Room","2","No"
"SITE_1029","ROOM_10718","APPL_134590","Laptop","Dell",NA,"Unknown","LATITUDE","No","Yes","Unknown","Unknown","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Unknown","Unknown","0","0",NA,"No","No","Unknown","Bedroom","Unknown","Yes"
"SITE_103","ROOM_10789","APPL_122453","Laptop","Apple",NA,"Unknown","Unknown","Unknown","No","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","1","0",NA,"No","No","Unknown","Kitchen","2","No"
"SITE_103","ROOM_33997","APPL_170174","Laptop","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","3","Yes","24","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED","16","Measured or Known","No","No","1","3","Mouse,  keyboard,  headset","Yes","No","Unknown","Office","8","No"
"SITE_1030","ROOM_1633","APPL_33417","Integrated","Apple",NA,"Unknown","IMAC","No","Yes","Yes","Yes","1","No","27","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"Yes","No","Unknown","Bedroom","6","Yes"
"SITE_1030","ROOM_44129","APPL_151378","Laptop","HP",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Garage","5","Yes"
"SITE_1031","ROOM_27393","APPL_21633","Laptop","Apple",NA,"Unknown","MACBOOK PRO","No","Yes","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","2","0",NA,"No","No","Unknown","Office","2","Yes"
"SITE_1031","ROOM_42807","APPL_948","Desktop","HP",NA,"Unknown","PAVILION","No","No","No","Yes","1","Yes","22","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","1","No"
"SITE_1031","ROOM_42807","APPL_64991","Laptop","Apple",NA,"Unknown","MACBOOK PRO","No","No","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","1","No"
"SITE_1032","ROOM_1889","APPL_133213","Laptop","Apple",NA,"Unknown","A1466","No","Yes","Yes","Yes","1","No","13","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","Yes","0","0",NA,"No","No","Unknown","Kitchen","2","Yes"
"SITE_1033","ROOM_30980","APPL_126679","Desktop","HP",NA,"Unknown","Unknown","No","Yes","No","Yes","1","Yes","24","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","3","Mouse, keyboard, speaker","No","No","Unknown","Kitchen","1","Yes"
"SITE_1034","ROOM_4302","APPL_160893","Laptop","Lenovo",NA,"Unknown","#20208","No","Yes","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Mouse","Yes","No","Unknown","Bedroom","1","No"
"SITE_1035","ROOM_11173","APPL_88975","Desktop","HP",NA,"Unknown","COMPAQ 6000 PRO SMALL FORM FACTOR","No","No","Yes","Yes","1","Yes","22","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Bedroom","0","No"
"SITE_1035","ROOM_11173","APPL_147783","Laptop","HP",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Bedroom","0","No"
"SITE_1035","ROOM_42237","APPL_115968","Laptop","Acer",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","16","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","0","0",NA,"No","No","Unknown","Living Room","8","No"
"SITE_1035","ROOM_42237","APPL_173229","Laptop","Lenovo",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","13","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","0","0",NA,"No","No","Unknown","Living Room","8","No"
"SITE_1036","ROOM_38242","APPL_20060","Laptop","HP",NA,"Unknown","7265NGW","No","Yes","Yes","Yes","1","No","13","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Office","1","No"
"SITE_1036","ROOM_38242","APPL_156232","Laptop","HP",NA,"Unknown","8265NGW","No","Yes","Yes","Yes","1","No","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Office","1","No"
"SITE_1037","ROOM_30560","APPL_149887","Laptop","HP",NA,"Unknown","14-CB172WM","Unknown","Yes","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Living Room","1","Yes"
"SITE_1037","ROOM_30560","APPL_49663","Laptop","Toshiba",NA,"Unknown","SATELLITE L755D-S5150","Unknown","No","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Living Room","1","Yes"
"SITE_1038","ROOM_18560","APPL_127974","Integrated","Samsung",NA,"2013","S23C570H","No","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Speakers,  mouse","No","No","Unknown","Living Room","1","No"
"SITE_1039","ROOM_43775","APPL_95978","Laptop","HP",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","Yes","Unknown","Measured or Known",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","1","1","Unknown","No","No","Unknown","Office","10","Unknown"
"SITE_1039","ROOM_618","APPL_31468","Desktop","Apple",NA,"Unknown","Unknown","Yes","No","Yes","Yes","1","Yes","22","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Living Room","2","No"
"SITE_104","ROOM_22456","APPL_83361","Laptop","Dell",NA,"2022","P151G","Unknown","Unknown","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Family Room","4","Unknown"
"SITE_104","ROOM_18763","APPL_160","Desktop","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Yes","1","Yes","25","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","0","2","Unknown","Yes","Unknown","Unknown","Bedroom","5","Yes"
"SITE_104","ROOM_24399","APPL_5660","Laptop","Microsoft",NA,"Unknown","#1769","Unknown","Unknown","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"Yes","Unknown","Unknown","Bedroom","5","Yes"
"SITE_104","ROOM_21408","APPL_169635","Laptop","Dell",NA,"Unknown","LATITUDE 5410","Unknown","Unknown","Yes","Yes","1","No","13","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","Unknown","Unknown","Bedroom","3","No"
"SITE_104","ROOM_22456","APPL_97964","Laptop","Lenovo",NA,"2021","IDEAPAD FLEX 3 CB 11M735","Unknown","Unknown","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Family Room","4","Unknown"
"SITE_1040","ROOM_3139","APPL_47930","Desktop","HP",NA,"Unknown","HP PAVILION","No","Yes","Yes","Yes","1","Yes","24","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Bedroom","0","No"
"SITE_1041","ROOM_13763","APPL_18440","Laptop","HP",NA,"Unknown","14-RIA0031WM","No","Yes","Yes","Yes","1","No","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Bedroom","8","No"
"SITE_1041","ROOM_39588","APPL_120752","Laptop","Dell",NA,"Unknown","PP22X","No","No","Yes","Yes","1","No","17","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"Yes","No","Unknown","Living Room","0","No"
"SITE_1042","ROOM_28755","APPL_90539","Laptop","HP",NA,"Unknown","15T-EA100","No","No","Yes","Yes","2","Yes","24","Measured or Known","LCD – LED","No","15","Measured or Known","Unknown",NA,NA,"Yes","No","0","2","Mouse,  keyboard","Yes","No","Unknown","Bedroom","2","No"
"SITE_1042","ROOM_37342","APPL_152289","Laptop","Dell",NA,"2021","LATITUDE 9420","No","Yes","Yes","Yes","3","Yes","24","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED","24","Measured or Known","Yes","No","0","2","Mouse,  keyboard","Yes","No","Unknown","Bedroom","10","No"
"SITE_1043","ROOM_20225","APPL_81921","Laptop","Dell",NA,"Unknown","INSPIRON 7591","No","Yes","Yes","Yes","1","Yes","Unknown","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","3","Mouse,  keyboard,  speaker","Yes","Yes","0.65","Office","2","No"
"SITE_1044","ROOM_39350","APPL_109366","Laptop","HP",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","0","1","Unknown","Yes","No","Unknown","Bedroom","1","Unknown"
"SITE_1044","ROOM_13007","APPL_144290","Laptop","Apple",NA,"Unknown","A1466","No","No","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Office","0","Unknown"
"SITE_1045","ROOM_9587","APPL_59630","Laptop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Living Room","4","Yes"
"SITE_1048","ROOM_17583","APPL_163553","Integrated","Apple",NA,"2021","Unknown","No","No","Yes","Yes","1","No","24","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","2","Mouse, keyboard","No","No","Unknown","Living Room","2","Yes"
"SITE_1048","ROOM_8869","APPL_78731","Laptop","Dell",NA,"Unknown","P1177G","No","No","Yes","Yes","1","No","13","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","1","Mouse","Yes","No","Unknown","Bedroom","2","Yes"
"SITE_1048","ROOM_44811","APPL_26841","Laptop","Lenovo",NA,"Unknown","T14","No","No","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","1","Yes"
"SITE_1048","ROOM_44811","APPL_127091","Laptop","Lenovo",NA,"Unknown","X1 CARBON","No","Yes","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Bedroom","8","Yes"
"SITE_1048","ROOM_44811","APPL_100558","Integrated","Apple",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","24","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Bedroom","0","Yes"
"SITE_1048","ROOM_44811","APPL_117852","Laptop","Lenovo",NA,"Unknown","W540","No","No","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Bedroom","2","Yes"
"SITE_1049","ROOM_40543","APPL_96745","Integrated","Gateway",NA,"Unknown","ZX6961","No","Yes","Yes","Yes","2","No","17","Measured or Known","LCD – LED","Yes","16","Measured or Known","Unknown",NA,NA,"Yes","No","2","4","Mouse, keyboard, speakers, fax machine","No","No","Unknown","Bedroom","0","No"
"SITE_1049","ROOM_40543","APPL_135554","Desktop","HP",NA,"Unknown","HPE-170T","Unknown","Yes","Yes","Yes","2","Yes","32","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED",NA,NA,"Yes","No","2","4","Mouse, keyboard, speakers, microphone","No","No","Unknown","Bedroom","0","No"
"SITE_105","ROOM_11614","APPL_147337","Desktop","Lenovo",NA,"Unknown","#10044","No","Yes","Yes","Yes","1","Yes","15","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","1","3","Mouse,  keyboard,  speakers","Yes","No","Unknown","Office","4","Yes"
"SITE_1050","ROOM_8785","APPL_123535","Laptop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","0","0",NA,"No","No","Unknown","Kitchen","1","No"
"SITE_1051","ROOM_9328","APPL_166511","Integrated","Apple",NA,"Unknown","MACBOOK","Yes","Yes","Yes","Yes","1","No","32","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","3","Unknown","Yes","No","Unknown","Other","2","No"
"SITE_1051","ROOM_9328","APPL_166169","Laptop","Apple",NA,"Unknown","MACBOOK","Yes","No","Yes","Yes","1","No","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","1","Unknown","Yes","No","Unknown","Other","1","No"
"SITE_1052","ROOM_9788","APPL_156539","Desktop","Dell",NA,"Unknown","Unknown","Yes","Yes","Yes","Yes","1","Yes","32","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","3","Tower, external hard drive, printer","No","No","Unknown","Bedroom","7","Yes"
"SITE_1053","ROOM_44379","APPL_161974","Laptop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Living Room","1","Yes"
"SITE_1053","ROOM_21242","APPL_57137","Laptop","Dell",NA,"2021","P147G","No","No","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"Yes","No","Unknown","Bedroom","0","Yes"
"SITE_1054","ROOM_38854","APPL_60405","Laptop","Lenovo",NA,"Unknown","8ER","Unknown","No","Yes","Yes","1","No","12","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Bedroom","2","No"
"SITE_1054","ROOM_44816","APPL_88541","Desktop","Custom",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","Yes","23","Measured or Known",NA,NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Unknown","Yes","No","Unknown","Family Room","2","No"
"SITE_1054","ROOM_44816","APPL_166189","Laptop","Unknown",NA,"Unknown","XBOOK","No","No","Yes","Yes","1","No","16","Measured or Known",NA,NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"Yes","No","Unknown","Family Room","2","Yes"
"SITE_1054","ROOM_44816","APPL_56684","Laptop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","17","Measured or Known",NA,NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Family Room","2","No"
"SITE_1054","ROOM_34426","APPL_475","Desktop","Custom",NA,"Unknown","Unknown","No","No","Yes","Yes","3","Yes","31","Measured or Known","Unknown","Yes","24","Measured or Known","Unknown","34","Measured or Known","No","No","0","3","Mouse, keyboard, headset","Yes","No","Unknown","Other","4","No"
"SITE_1054","ROOM_34426","APPL_15921","Laptop","Acer",NA,"Unknown","G3-571-77QK","No","No","Yes","Yes","1","No","15","Measured or Known",NA,NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"Yes","No","Unknown","Other","5","No"
"SITE_1055","ROOM_44031","APPL_90264","Desktop","HP",NA,"Unknown","500-164","No","Yes","Unknown","Yes","1","Yes","32","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse,  keyboard","Yes","No","Unknown","Office","2","Yes"
"SITE_1056","ROOM_25293","APPL_167227","Laptop","HP",NA,"Unknown","17-BS062ST","No","No","Yes","Yes","1","Unknown","20","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","Yes","1.5","Office","1","No"
"SITE_1056","ROOM_25293","APPL_107147","Desktop","HP",NA,"Unknown","510-P030","No","Yes","No","Yes","1","Yes","18","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","0","2","Keyboard,  mouse","Yes","Yes","0.9","Office","3","Yes"
"SITE_1057","ROOM_13044","APPL_105995","Desktop","HP",NA,"Unknown","ALL IN ONE","Yes","Yes","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","1","1","Keyboard,  mouse","No","No","Unknown","Office","4","Yes"
"SITE_1058","ROOM_19161","APPL_158775","Integrated","Sony",NA,"2011","VPCL222FX","Yes","Yes","Yes","Yes","2","No","27","Measured or Known","Unknown","Yes","32","Measured or Known","Unknown",NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Office","1","Yes"
"SITE_1058","ROOM_26144","APPL_112533","Desktop","ASUS",NA,"Unknown","ESSENTIO SERIES","No","No","Yes","Yes","1","Yes","19","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","2","Mouse, keyboard","No","No","Unknown","Basement","1","No"
"SITE_1059","ROOM_1727","APPL_18086","Laptop","HP",NA,"Unknown","584037-001","No","Yes","Yes","Yes","1","Yes","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","1","Headset","No","No","Unknown","Office","1","Yes"
"SITE_106","ROOM_26990","APPL_129752","Desktop","HP",NA,"Unknown","260-A010","No","Yes","Yes","Yes","1","Yes","15","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Unknown","No","No","Unknown","Bedroom","1","No"
"SITE_1060","ROOM_18900","APPL_77973","Laptop","HP",NA,"Unknown","CHROMEBOOK","Unknown","No","Yes","Yes","1","No","13","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","0","0",NA,"No","No","Unknown","Entry/Entryway","0","Unknown"
"SITE_1060","ROOM_24199","APPL_161319","Laptop","Lenovo",NA,"Unknown","IDEAPAD S340","Unknown","Yes","Yes","Yes","1","No","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Living Room","3","No"
"SITE_1061","ROOM_15995","APPL_10114","Desktop","HP",NA,"Unknown","P6-2037C","No","Yes","Yes","Yes","1","Yes","22","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","2","Mouse,  keyboard","Yes","No","Unknown","Family Room","2","Yes"
"SITE_1061","ROOM_12420","APPL_99414","Laptop","Lenovo",NA,"2017","#80E3","Yes","No","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","1","Mouse","Yes","No","Unknown","Bedroom","0","Yes"
"SITE_1062","ROOM_18061","APPL_129557","Desktop","Dell",NA,"Unknown","SPECIAL BUILT","Unknown","Yes","Yes","Yes","2","Yes","32","Measured or Known","LCD – LED","Yes","32","Measured or Known","LCD – LED",NA,NA,"Yes","Yes","1","3","Unknown","No","No","Unknown","Bedroom","8","No"
"SITE_1062","ROOM_28148","APPL_106802","Laptop","Dell",NA,"Unknown","XPS 14 Z","Yes","No","Yes","Yes","2","No","17","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED",NA,NA,"Yes","Yes","1","6","Speakers,  mouse,  external hard drives","No","No","Unknown","Living Room","1","No"
"SITE_1063","ROOM_39399","APPL_92404","Integrated","Apple",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","28","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","2","Mouse,  keyboard","No","No","Unknown","Basement","2","Yes"
"SITE_1063","ROOM_37071","APPL_152440","Desktop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","27","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Office","8","No"
"SITE_1065","ROOM_32066","APPL_19448","Integrated","Apple",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","27","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","2","Mouse, keyboard","No","No","Unknown","Bedroom","1","No"
"SITE_1066","ROOM_1114","APPL_137289","Laptop","Toshiba",NA,"Unknown","SATELLITE E45-B4200","Yes","No","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Living Room","0","No"
"SITE_1066","ROOM_1114","APPL_86607","Laptop","Microsoft",NA,"Unknown","SURFACE PRO 1796","No","Yes","Yes","Yes","1","No","12","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Living Room","3","No"
"SITE_1067","ROOM_46637","APPL_62859","Laptop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Living Room","1","No"
"SITE_1068","ROOM_37938","APPL_72375","Laptop","MSI",NA,"Unknown","LAPTOP","Unknown","No","Yes","Yes","1","No","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","3","Unknown","Yes","No","Unknown","Bedroom","6","No"
"SITE_1068","ROOM_26117","APPL_128913","Desktop","ASUS",NA,"Unknown","PIONEER BDXL","No","Yes","Yes","Yes","1","Yes","27","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","Yes","0.75","Living Room","3","No"
"SITE_1069","ROOM_12095","APPL_112802","Laptop","Microsoft",NA,"Unknown","Unknown","No","Yes","Yes","Yes","2","Yes","43","Measured or Known","LCD – LED","No","14","Measured or Known","Unknown",NA,NA,"Yes","No","0","3","Mouse,  keyboard,  headphone","No","No","Unknown","Office","8","Yes"
"SITE_1069","ROOM_22099","APPL_47404","Laptop","HP",NA,"Unknown","HSN-125C","No","No","Yes","Yes","1","No","11","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Unknown","No","0","0",NA,"No","No","Unknown","Bedroom","1","No"
"SITE_1069","ROOM_35334","APPL_27658","Laptop","Lenovo",NA,"2022","L13 YOGA","No","No","Yes","Yes","2","Yes","40","Measured or Known","LCD – LED","No","13","Measured or Known","Unknown",NA,NA,"Yes","No","0","2","Mouse,  headphones","No","No","Unknown","Bedroom","5","Yes"
"SITE_107","ROOM_41927","APPL_116467","Desktop","HP",NA,"Unknown","Unknown","No","Yes","No","Yes","1","Yes","22","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"Unknown","No","Unknown","Living Room","3","No"
"SITE_1070","ROOM_16173","APPL_134216","Laptop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","Unknown","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","2","0",NA,"No","No","Unknown","Living Room","9","Yes"
"SITE_1071","ROOM_35937","APPL_24727","Desktop","Dell",NA,"Unknown","J4FTF02","No","Yes","Yes","Yes","1","Yes","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Bedroom","8","No"
"SITE_1072","ROOM_9372","APPL_140679","Integrated","Dell",NA,"2008","2407WFPB","No","Unknown","Yes","Yes","2","No","24","Measured or Known","Unknown","Yes","24","Measured or Known","LCD – LED",NA,NA,"Yes","Unknown","0","0",NA,"Unknown","Unknown","Unknown","Office","Unknown","Unknown"
"SITE_1072","ROOM_9372","APPL_101008","Laptop","HP",NA,"Unknown","Unknown","Unknown","No","Yes","Yes","1","No","18","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Office","Unknown","Unknown"
"SITE_1072","ROOM_34660","APPL_158620","Laptop","Lenovo",NA,"Unknown","#20263","No","No","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","2","No"
"SITE_1072","ROOM_36703","APPL_141767","Desktop","Other","Skytech","Unknown","Unknown","No","Unknown","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","2","1","Unknown","Yes","No","Unknown","Office","Unknown","Yes"
"SITE_1073","ROOM_4382","APPL_134845","Laptop","Lenovo",NA,"Unknown","81H5","Unknown","Yes","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","Yes","0","2","Mouse,  keyboard","Yes","No","Unknown","Bedroom","2","Yes"
"SITE_1073","ROOM_4382","APPL_70862","Laptop","Acer",NA,"2019","N17Q9","Unknown","No","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","Yes","0","0",NA,"No","No","Unknown","Bedroom","0","No"
"SITE_1073","ROOM_45810","APPL_172574","Laptop","Dell",NA,"Unknown","INSPIRON 15","Unknown","Yes","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","Yes","0","1","Mouse","No","No","Unknown","Dining Room","2","Yes"
"SITE_1074","ROOM_16760","APPL_160092","Integrated","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","36","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","2","Mouse,  keyboard","Yes","Yes","0.7","Bedroom","1","Yes"
"SITE_1074","ROOM_10267","APPL_83695","Laptop","ASUS",NA,"Unknown","FX53V","Yes","Yes","Yes","Yes","1","No","Unknown","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","2","Mouse,  keyboard","Yes","No","Unknown","Office","1","Yes"
"SITE_1075","ROOM_5137","APPL_111728","Laptop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","8","No"
"SITE_1075","ROOM_31631","APPL_132039","Desktop","Other","DIYPC","Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","24","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","Yes","1","0",NA,"Yes","No","Unknown","Family Room","1","Yes"
