"SiteID","Primary_Home","Move_In_Year","Business_Operated_Out_of_the_Home","Any_Occupants_Moved_In_within_Last_Year","Any_Occupant_Moved_Out_within_Last_Year","Planning_to_Move_Within_Six_Months","Qty_Occupants_Less_than_1_Year","Qty_Occupants_Between_1_and_5_Years","Qty_Occupants_Between_6_and_10_Years","Qty_Occupants_Between_11_and_18_Years","Qty_Occupants_Between_19_and_45_Years","Qty_Occupants_Between_46_and_64_Years","Qty_Occupants_65_Years_or_Older","Qty_Occupants_Work_Outside_the_Home","Qty_Occupants","Qty_Adults","Do_you_own_or_rent_your_home","Who_pays_the_electric_bill","Who_pays_the_gas_bill","Qty_Occupants_Moved_Out_Past_Year","Qty_Occupants_Moved_In_Past_Year","Home_Usage_Type","Household_Education_Level","Household_Education_Level_Other","Household_Income","Race_Ethnicity"
"SITE_1103","Primary","2020","No","No","No","No","0","0","0","0","3","0","0","3","3","3","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1104","Primary","2021","No","Yes","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,"2",NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1105","Primary","2001","Yes","No","No","No","0","2","0","0","0","2","0","1","4","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1106","Primary","2020","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"Refused","White or Caucasian"
"SITE_1107","Primary","2009","No","No","No","No","0","0","0","0","0","0","2","2","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1108","Primary","2022","No","No","No","No","0","0","0","0","2","0","0","1","2","2","Own","Occupant","Unknown",NA,NA,NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"Don’t know","White or Caucasian"
"SITE_1109","Primary","2018","No","No","No","No","0","0","2","0","1","1","0","1","4","2","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_111","Primary","2018","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Occupant",NA,NA,NA,"High School graduate/GED",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_1110","Primary","1993","No","No","No","No","0","0","0","0","0","2","0","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1111","Primary","2018","Yes","No","No","No","0","0","0","0","0","1","1","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"Refused","White or Caucasian"
"SITE_1112","Primary","2022","No","Yes","Unknown","No","0","0","0","0","1","1","1","0","3","3","Own","Occupant","Unknown","0","3",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1113","Primary","2002","No","No","No","No","0","0","1","1","0","0","1","1","3","1","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1114","Primary","2000","No","No","No","No","0","0","0","2","0","2","0","1","4","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$50,000 to less than $74,999","White or Caucasian, Hispanic, Latino or Spanish, Chinese"
"SITE_1115","Primary","2003","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1116","Primary","2011","No","Yes","No","No","0","2","0","0","4","2","0","3","8","6","Own","Occupant","Occupant",NA,"4",NA,"Some college, no degree",NA,"$75,000 to less than $99,999","Black or African American, White or Caucasian"
"SITE_1117","Primary","2017","No","No","No","No","0","0","0","1","0","2","0","3","3","2","Own","Occupant","Occupant",NA,NA,NA,"Other","Dental Assistant","$100,000 to less than $149,999","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_1118","Primary","2019","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1119","Secondary","2016","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Unknown",NA,NA,"Second home where I live PART of the time","Doctorate Degree (e.g., PhD, EdD)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_112","Primary","2016","No","Yes","Yes","No","0","0","0","0","1","0","2","1","3","3","Own","Occupant","Occupant","1","1",NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$100,000 to less than $149,999","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_1120","Primary","2016","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1121","Primary","2009","No","Yes","No","No","0","0","3","2","2","0","0","1","7","2","Own","Occupant","Unknown",NA,"1",NA,"Some college, no degree",NA,"$200,000 and over","White or Caucasian"
"SITE_1122","Primary","Unknown","No","Yes","Yes","No","0","1","2","1","2","0","0","1","6","2","Own","Occupant","Unknown","1","1",NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1123","Primary","1999","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1124","Primary","2000","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1125","Primary","2010","No","No","No","No","0","0","1","2","2","1","0","4","6","3","Own","Occupant","Occupant",NA,NA,NA,"Refused",NA,"Don’t know","Hispanic, Latino or Spanish"
"SITE_1126","Primary","2012","No","No","No","No","0","0","0","0","2","2","0","3","4","4","Own","Occupant","Unknown",NA,NA,NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$200,000 and over","White or Caucasian"
"SITE_1127","Primary","2013","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1128","Primary","1985","No","Yes","No","No","0","0","0","0","1","0","2","2","3","3","Own","Occupant","Unknown",NA,"1",NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1129","Primary","2020","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$25,000 to less than $34,999","White or Caucasian, Native American or Alaska Native"
"SITE_113","Primary","1984","No","Yes","No","No","0","0","0","0","1","1","0","2","2","2","Own","Occupant","Occupant",NA,"1",NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$200,000 and over","Other Asian, White or Caucasian"
"SITE_1130","Primary","1994","No","No","Unknown","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant","0",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1131","Primary","2012","No","No","No","No","0","0","0","0","0","2","0","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$200,000 and over","White or Caucasian"
"SITE_1132","Primary","2018","No","No","No","No","0","2","1","0","2","0","0","1","5","2","Own","Occupant","Occupant",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1133","Primary","1994","Yes","No","No","No","0","0","0","0","0","2","0","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1134","Primary","2004","No","No","No","No","0","0","1","0","1","0","2","0","4","3","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1135","Primary","2012","No","No","No","No","0","0","1","2","2","0","0","3","5","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1136","Primary","2001","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_1137","Primary","2020","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Less than High School",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1138","Primary","2000","No","No","No","No","0","0","0","1","2","0","0","2","3","2","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$75,000 to less than $99,999","Native American or Alaska Native"
"SITE_1139","Primary","1999","No","No","Yes","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Unknown","1",NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_114","Primary","2019","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"$15,000 to less than $24,999","Hispanic, Latino or Spanish"
"SITE_1140","Primary","1982","Yes","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1141","Primary","2022","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Own","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1142","Primary","2003","No","No","No","No","0","0","0","3","0","2","0","3","20","2","Own","Occupant","Occupant",NA,NA,NA,"Refused",NA,"Refused","White or Caucasian, Filipino"
"SITE_1143","Primary","2021","No","Yes","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,"2",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$25,000 to less than $34,999","Unknown"
"SITE_1144","Primary","1998","No","No","No","No","0","0","0","0","0","1","1","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1145","Primary","2001","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Occupant",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","Unknown"
"SITE_1146","Primary","1980","No","No","Yes","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown","4",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1147","Primary","1970","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1148","Primary","2009","No","No","No","Yes","0","0","1","3","2","0","0","3","6","2","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1149","Primary","2021","No","Yes","Yes","No","0","0","0","0","1","1","0","2","2","2","Own","Occupant","Unknown","2","1",NA,"Some college, no degree",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_115","Primary","2002","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1150","Primary","2013","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1151","Primary","2006","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1152","Primary","1976","No","No","No","No","0","0","0","0","0","0","2","2","2","2","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1153","Primary","2010","No","No","No","No","0","0","0","0","2","2","0","4","4","4","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1154","Primary","2010","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1155","Primary","1975","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"Refused","White or Caucasian"
"SITE_1156","Primary","2016","No","No","No","No","0","1","1","1","2","0","0","1","5","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1157","Primary","2019","No","No","No","No","0","0","0","3","0","2","0","0","5","2","Rent","Occupant","Occupant",NA,NA,NA,"Refused",NA,"Refused","Middle Eastern or North African"
"SITE_1158","Primary","1999","No","No","No","No","0","0","0","0","0","0","1","1","1","1","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1159","Primary","1980","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_116","Primary","2018","No","No","No","No","0","0","0","0","2","0","0","1","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_1160","Primary","2017","No","No","Yes","No","0","0","0","0","0","2","0","0","2","2","Own","Occupant","Unknown","1",NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1161","Primary","2020","Yes","No","No","No","0","0","0","0","2","0","0","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"Refused","White or Caucasian"
"SITE_1162","Primary","2020","No","Yes","No","No","1","2","0","0","2","0","0","1","5","2","Own","Occupant","Unknown",NA,"5",NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$35,000 to less than $49,999","Hispanic, Latino or Spanish"
"SITE_1163","Primary","1997","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1164","Primary","2021","No","Yes","No","No","0","1","0","0","2","0","0","2","3","2","Own","Occupant","Occupant",NA,"3",NA,"Refused",NA,"Refused","Other Asian"
"SITE_1165","Primary","1990","No","No","Yes","No","0","0","0","0","0","0","2","1","2","2","Own","Occupant","Unknown","2",NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1166","Secondary","1993","No","No","No","No","0","0","0","0","0","2","0","1","2","2","Own","Occupant","Occupant",NA,NA,"It is VACANT ALL/MOST of the time","Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1167","Primary","1972","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_1168","Primary","2012","No","No","No","No","0","0","0","0","0","0","2","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1169","Primary","2017","No","No","Yes","No","0","0","0","0","0","2","0","1","2","2","Own","Occupant","Occupant","1",NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$200,000 and over","White or Caucasian"
"SITE_117","Primary","2001","No","No","No","No","0","0","0","1","2","0","0","1","3","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1170","Primary","2016","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian, Japanese"
"SITE_1171","Primary","2008","Yes","No","No","No","0","0","1","0","2","0","0","1","3","2","Own","Occupant","Unknown",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1172","Primary","2021","No","No","Yes","No","0","0","0","0","0","2","0","0","2","2","Own","Occupant","Unknown","2",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$200,000 and over","White or Caucasian"
"SITE_1173","Primary","2019","No","Yes","Yes","No","0","0","0","0","3","0","0","3","3","3","Rent","Occupant","Unknown","Unknown","1",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1174","Primary","1990","No","No","No","No","0","0","0","0","0","1","1","2","2","2","Own","Occupant","Occupant",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1175","Primary","2015","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1176","Primary","2007","No","No","No","No","0","0","0","1","1","0","1","2","3","2","Own","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1177","Primary","1992","No","No","No","No","0","1","0","1","2","7","1","1","5","10","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$50,000 to less than $74,999","White or Caucasian"
