"SiteID","Occupant_Controls_Heating_Cooling","Heating_Equipment_Operator","Heating_Equipment_Used_The_Most","Heating_Setpoint","Overnight_Heating_Setpoint","Open_Windows_When_Heating","Block_Off_Part_of_Home_In_Heating_Season","Percent_of_Home_At_Different_Temp","Use_Portable_Heating_Equipment","Is_Portable_Heating_In_Storage","Cooling_Setpoint","Overnight_Cooling_Setpoint","Outdoor_Temp_for_Cooling","Use_Portable_Cooling_Equipment","Is_Portable_Cooling_Equipment_In_Storage","Use_Portable_HP_Equipment","Is_Portable_HP_Equipment_In_Storage","Use_Non_Utility_Fuels_For_Heat","Air_Quality","Location_of_Spare_Lamps","Qty_TVs","TVs_Used_Most","Primary_TV_Hours_per_Day","Primary_TV_Age","Secondary_TVs_Hours_per_Day","Secondary_TV_Age","Smart_Home_Devices_Present","Smart_Home_Hubs_in_Use","Smart_Home_Hub_Communication","Qty_Other_Smart_Hubs","Other_Smart_Hub_Names","Smart_Large_Appliances","Smart_Power_Strips","Qty_Smart_Socket_Plugs","Qty_Smart_Wall_Switches","Qty_Clothes_Washer_Loads_per_Week","Qty_Dishwasher_Loads_per_Week","Percent_Clothes_Washer_Loads_Washed_in_Hot_Water","Showerhead_Used_The_Most","Electric_Vehicle_Present","Pool_Present","Pool_Type","Pool_Location","Pool_Availability_Months_Per_Year","Pool_Area_Sq_Ft","Pool_Area_Is_Estimated","Pool_Cover","Pool_Heat_Primary_Fuel_Type","Pool_Heat_Primary_Fuel_Type_Other","Pool_Solar_Assist","Hot_Tub_Present","Hot_Tub_Area","Hot_Tub_Area_Is_Estimated","Onsite_Power_Generation_Present","Onsite_Power_Generation_Type","Onsite_Power_Generation_Type_Other","Fossil_Fuel_System_Power_Rating","Generator_Fuel","PV_Power_Rating","PV_Financing","PV_Financing_Other","Power_Storage_Present","Power_Storage_Type","Power_Storage_Type_Other","Backup_Battery_Capacity_kW","Backup_Battery_Capacity_kWh","Capacity_of_Hot_Water_Thermal_Storage"
"SITE_3128","Yes",NA,"PTHP ""Packaged Terminal Heat Pump""","72","Unknown","Yes","No","0","No",NA,"70","75","81",NA,"No",NA,"No","No","Stuffy","Unknown","2","Unknown","13","2","3","2","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3129","Yes",NA,"Baseboard","70","70","Yes","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","Stuffy","Kitchen","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3130","Yes",NA,"Wall Heater","Unknown","Unknown","Yes","No","Unknown","Yes","No",NA,NA,"Unknown","No","Yes",NA,"No","No","No, no air quality problems","Closet","2","Unknown","5","Unknown","2","4","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","3","100","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3131","Yes",NA,"Boiler","72","72","Yes","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","2","Unknown","2","Unknown","0","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","0","100","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3132","Yes",NA,"Baseboard","75","Unknown","No","Yes","10","No",NA,"70","70","90","Yes","Yes",NA,"No","No","Drafty","Unknown","2","Unknown","3","4","0","3","Yes","Unknown","Unknown",NA,NA,"Vacuum or Mop","0","0","0","3","1","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3133","Yes",NA,"Baseboard","68","Unknown","No","No","0","No",NA,NA,NA,"85","No","Yes",NA,"No","No","No, no air quality problems","Unknown","2","Unknown","4","7","0.5","9","Unknown","Unknown","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","2","2","50","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3134","Yes",NA,"Portable Heater","Unknown","65","No","No","0","No",NA,"78","78","85",NA,"No",NA,"No","No","Drafty","None","1",NA,"3","4",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","6","25","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3135","Yes",NA,"Wall Heater","75","Unknown","No","Yes","50","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","doesnt have any","3","joyce's room","12","2","0","2","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","0","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3136","Yes",NA,"Wall Heater","75","Unknown","No","No","10","No",NA,"70","70","85","Yes","Yes",NA,"No","No","No, no air quality problems","pantry closet","2","Unknown","3","5","0.05","7","Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","Unknown","Unknown","1","1","0","MAIN BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3137","Yes",NA,"Baseboard","Unknown","60","Yes","Unknown","0","No",NA,NA,NA,"88","No","Yes",NA,"No","No","Mildew","Unknown","1",NA,"9","3",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0","Unknown","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3138","Yes",NA,"Wall Heater","68","62","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","Persistent Odor, Drafty, Stuffy","None","1",NA,"7","13",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","Unknown","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3139","Yes",NA,"Portable Heater","75","75","Yes","No","0","Yes","No","75",NA,"82","No","Yes",NA,"No","No","No, no air quality problems","Unknown","1",NA,"8","1",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1.5","Unknown","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3140","Yes",NA,"Furnace","68","66","No","Yes","25","No",NA,"68",NA,"82",NA,"No",NA,"No","No","No, no air quality problems","None","1",NA,"3","13",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","2","25","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3141","Yes",NA,"Baseboard","70","60","Yes","No","Unknown","No",NA,"60",NA,"77","No","Yes",NA,"No","No","No, no air quality problems","Unknown","3","Bedroom,  living room","4","1","6","2","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0","3","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3142","Yes",NA,"Baseboard","Unknown","Unknown","No","No","0","No",NA,NA,NA,"Unknown","No","Yes",NA,"No","No","Stuffy, Mildew","CLOSET","1",NA,"0.25","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","0","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3144","Yes",NA,"Baseboard","Unknown","Unknown","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","Stuffy","Unknown","2","Living room and bedroom","24","16","10","1","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0","Unknown","90","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3145","Yes",NA,"Baseboard","70","Unknown","Yes","No","0","No",NA,"70","70","90","No","Yes",NA,"No","No","No, no air quality problems","Cabinet","1",NA,"15","10",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","3","0","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3146","Yes",NA,"Wall Heater","Unknown","Unknown","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","Unknown","33","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3147","Yes",NA,"Furnace","75","72","No","No","0","No",NA,"70","68","80",NA,"No",NA,"No","No","No, no air quality problems","None","1",NA,"1","3",NA,NA,"Unknown","Unknown","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","3","3","100","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3148","Yes",NA,"Unknown","70","68","No","No","0","No",NA,"70","68","85",NA,"No",NA,"No","No","No, no air quality problems","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","4","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3149","Yes",NA,"Boiler","70","70","Yes","No","0","Yes","Unknown","75","75","80","No","Yes",NA,"No","No","Stuffy","Unknown","1",NA,"16","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3150","Yes",NA,"Wall Heater","75","75","No","No","0","Yes","No",NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"0","1","0","2","3.5","100","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3151","Yes",NA,"Portable Heater","68","Unknown","Yes","Yes","10","Yes","Unknown","64","64","70","Yes","Yes",NA,"No","No","No, no air quality problems","Unknown","2","Unknown","20","1","0","10","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","0.25","25","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3152","Yes",NA,"Unknown","68","72","Unknown","No","0","No",NA,"65","65","71","No","Yes",NA,"No","No","Stuffy","Unknown","1",NA,"1","2",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","6","1","15","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3153","Yes",NA,"Unknown","71","65","No","No","Unknown","No",NA,"70",NA,"90",NA,"No",NA,"No","No","Stuffy","Unknown","1",NA,"2","1",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","7","3","5","EN SUITE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3154","Yes",NA,"Baseboard","Unknown","Unknown","Unknown","Unknown","0","Yes","Yes",NA,NA,"Unknown",NA,"No",NA,"No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3155","Yes",NA,"Wall Heater","70","Unknown","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","cabinet","3","primary & secondary","8","14","0.75","7","Yes","Alexa Echo, Other","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,"firecube","Lamps/Fixtures","Unknown","Unknown","Unknown","3","7","25","MAIN BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3156","Yes",NA,"Baseboard","75","65","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","Drafty","Unknown","2","Unknown","9","4","0.5","14","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0.25","0","100","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3157","Yes",NA,"Baseboard","72","65","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","10","7","50","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3158","Yes",NA,"Ductless Mini-split Heat Pump","Unknown","65","Yes","No","0","No",NA,"74",NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0.5","0","0","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3159","Yes",NA,"Baseboard","Unknown","Unknown","Yes","No","Unknown","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Kitchen cupboard","1",NA,"9","1",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3160","Unknown","Property owner / manager","Boiler","72","72","Yes","No","0","Yes","No","72","72","83","No","Yes",NA,"No","No","No, no air quality problems","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3161","Yes",NA,"Boiler","70","70","No","No","0","No",NA,"60","60","80","No","Yes",NA,"No","No","Drafty","Unknown","2","Unknown","8","2","0","10","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","0","0","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3162","Yes",NA,"PTHP ""Packaged Terminal Heat Pump""","70","Unknown","No","No","0","No",NA,"65",NA,"63",NA,"No",NA,"No","No","No, no air quality problems","Na","1",NA,"1.5","4",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","0","30","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3163","Yes",NA,"Baseboard","70","Unknown","No","No","0","No",NA,NA,"62","75","No","Yes",NA,"No","No","No, no air quality problems","None","1",NA,"2","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","0","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3164","Yes",NA,"Baseboard","68","Unknown","No","No","0","No",NA,"72",NA,"90",NA,"No","No","Yes","No","No, no air quality problems","Unknown","2","Unknown","15","10","2","10","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","4","0","1","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA
"SITE_3165","Yes",NA,"Furnace","Unknown","Unknown","No","No","0","Yes","Unknown","60",NA,"80","Yes","Yes",NA,"No","No","Drafty","Unknown","3","Living room and oldest sons room","4","Unknown","2","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","11","Unknown","90","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3166","Yes",NA,"Unknown","Unknown","Unknown","Yes","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","Stuffy, Drafty","CLOSET","2","LIVING AND BED","2.5","Unknown","1","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","0","0","ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3167","Yes",NA,"Baseboard","Unknown","55","No","No","Unknown","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","2","Unknown","3","2","Unknown","Unknown","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","Unknown","0","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3168","Yes",NA,"Wall Heater","Unknown","62","No","No","0","No",NA,"78",NA,"80","Unknown","Yes",NA,"No","No","No, no air quality problems","Unknown","1",NA,"2","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","9","2","Unknown","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3169","Yes",NA,"Baseboard","Unknown","60","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","Stuffy, Drafty","Unknown","3","Primary bedroom","23","10","12","8","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","10","Unknown","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3170","Yes",NA,"Portable Heater","72","70","No","No","0","Yes","No",NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","2","Unknown","4","6","0.5","0","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","1","3","100","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3171","Yes",NA,"Ductless Mini-split Heat Pump","80","80","No","No","0","No",NA,"67",NA,"90",NA,"No",NA,"No","No","No, no air quality problems","Don’t know where they are","2","Unknown","18","1","1","0.3","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","Unknown","Unknown","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3172","Yes",NA,"Wall Heater","68","68","Yes","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","Stuffy","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","2.5","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3173","Yes",NA,"Boiler","70","65","Yes","No","0","No",NA,"76",NA,"80",NA,"No",NA,"No","No","Persistent Odor","None","1",NA,"6","7",NA,NA,"Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"1","Unknown","Unknown","0.5","Unknown","20","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3174","Yes",NA,"Baseboard","68","68","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","Stuffy","Unknown","2","Unknown","24","3","0.25","3","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3175","Yes",NA,"Wall Heater","72","Unknown","No","No","0","No",NA,"72",NA,"85","Unknown","Yes",NA,"No","No","No, no air quality problems","Unknown","2","Unknown","10","1","2","1","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3176","Yes",NA,"Baseboard","70","70","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","1",NA,"6","6",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","1","0","ONLY ONE","Unknown","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3177","Yes",NA,"Geothermal Heat Pump","Unknown","Unknown","No","No","0","No",NA,"72",NA,"87",NA,"No",NA,"No","No","No, no air quality problems","None","0",NA,NA,NA,NA,NA,"Yes","Google Home / Nest","Phone App (using a phone application to start and stop devices and routines)",NA,NA,"Washer, Dryer","Unknown","Unknown","Unknown","2","1","50","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3178","Yes",NA,"Furnace","Unknown","62","No","No","0","No",NA,"75","75","85","Yes","Yes","Unknown","Unknown","No","No, no air quality problems","UNDER KITCHEN SINK","1",NA,"2.5","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2.5","Unknown","0","ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3179","Yes",NA,"Portable Heater","70","Unknown","No","No","0","Yes","No","70",NA,"90","Unknown","Yes",NA,"No","No","Mildew, Drafty","Unknown","1",NA,"2","10",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","5","7","30","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3180","Yes",NA,"Baseboard","70","Unknown","No","No","0","No",NA,"68",NA,"85","No","Yes",NA,"No","No","Mildew, Stuffy","Unknown","1",NA,"1","4",NA,NA,"Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","3","2","0","1","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3181","Yes",NA,"Wall Heater","Unknown","Unknown","Yes","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","1",NA,"8","11",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","1","0","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3182","Yes",NA,"Baseboard","Unknown","65","Yes","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","2","Unknown","20","0","5","0","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0.5","Unknown","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
