"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Stove_Oven_Missing_Model_Reason","Stove_Oven_Missing_Model_Reason_Other","Vintage","Serial","Wifi_Enabled","Primary","Stove_Fuel","Stove_Type","Stove_Type_Other","Stove_Number_Burners","Oven_Fuel","Oven_Fuel_Other","Oven_Type","Oven_Single_Or_Double","Room_Type"
"SITE_838","ROOM_34982","APPL_121380","Stove / Oven combo","Samsung",NA,"NE59N6630SS/AA",NA,NA,"2020","0FJZ7DAN501013N","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_839","ROOM_38246","APPL_118477","Stove / Oven combo","Samsung",NA,"NX60A6511SG/AA",NA,NA,"Unknown","0J4U7DAR501852X","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_839","ROOM_45734","APPL_68887","Stove / Oven combo","Kenmore",NA,"#79095212201",NA,NA,"Unknown","VF31930838","No","No","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Office"
"SITE_84","ROOM_43917","APPL_26482","Stove / Oven combo","Kenmore",NA,"#79094203312",NA,NA,"Unknown","VF71226105","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_840","ROOM_10938","APPL_25441","Stove / Oven combo","General Electric",NA,"PHS930BL2TS",NA,NA,"Unknown","HM109879Q","Yes","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_841","ROOM_34957","APPL_76980","Stove / Oven combo","General Electric",NA,"JGBP26WEW TWW",NA,NA,"Unknown","TS267065P","No","Yes","Propane","Combustion",NA,"4","Propane",NA,"Radiant","Single Oven","Kitchen"
"SITE_842","ROOM_11779","APPL_93839","Stove / Oven combo","General Electric",NA,"R B757GOT2UH",NA,NA,"Unknown","SM279584R","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_843","ROOM_43676","APPL_31485","Stove / Oven combo","Maytag",NA,"PER5710BAW",NA,NA,"Unknown","14327722CA","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_844","ROOM_5355","APPL_123794","Stovetop","Unknown",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"6",NA,NA,NA,NA,"Kitchen"
"SITE_844","ROOM_5355","APPL_106445","Oven (standalone / wall)","Bosch",NA,"HBL8651UC/02",NA,NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Double Oven","Kitchen"
"SITE_845","ROOM_28182","APPL_54519","Stovetop","Electrolux",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_845","ROOM_28182","APPL_146358","Oven (standalone / wall)","General Electric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Double Oven","Kitchen"
"SITE_846","ROOM_33990","APPL_45858","Stovetop","General Electric",NA,"SURFACE","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_846","ROOM_33990","APPL_135529","Oven (standalone / wall)","General Electric",NA,"JT3000DF4BB",NA,NA,"2017","MH607814Q","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_847","ROOM_22639","APPL_44135","Stove / Oven combo","General Electric",NA,"JBP35E0K3BB",NA,NA,"Unknown","RL224048Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_848","ROOM_31163","APPL_108561","Stove / Oven combo","General Electric",NA,"JBP30B084WH",NA,NA,"Unknown","SZ158191Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_849","ROOM_13048","APPL_69027","Stove / Oven combo","Jenn-Air",NA,"S136W",NA,NA,"Unknown","074466DM","No","Yes","Electric","Other","2 coils 2 induction","4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_85","ROOM_16914","APPL_172019","Stove / Oven combo","General Electric",NA,"J BP35D0K1WW",NA,NA,"Unknown","DL2 81477Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_850","ROOM_23971","APPL_173516","Stove / Oven combo","Dacor",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_851","ROOM_10656","APPL_144858","Oven (standalone / wall)","KitchenAid",NA,"KOCE500ESS09",NA,NA,"Unknown","DX2303753","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_851","ROOM_10656","APPL_126259","Stovetop","KitchenAid",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_852","ROOM_30742","APPL_148558","Stove / Oven combo","Samsung",NA,"NX58H9500WS/AA",NA,NA,"2016","0BR47DDH703022Z","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_853","ROOM_29901","APPL_30709","Stove / Oven combo","General Electric",NA,"WFE515S0ES0",NA,NA,"Unknown","R52664208","No","No","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_853","ROOM_5343","APPL_140313","Stove / Oven combo","Maytag",NA,"MERH752BAW",NA,NA,"Unknown","15900281PA","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Living Room"
"SITE_854","ROOM_18063","APPL_109175","Oven (standalone / wall)","Whirlpool",NA,"WOS51EC0AB02",NA,NA,"Unknown","D45020260","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_854","ROOM_18063","APPL_72447","Stovetop","Whirlpool",NA,"W5CE3625AB00",NA,NA,"Unknown","D52811023","No","Yes","Electric","Glass Top",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_855","ROOM_23211","APPL_1009","Stove / Oven combo","General Electric",NA,"Unknown","NAMEPLATE IS ILLEGIBLE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_856","ROOM_46263","APPL_141193","Stove / Oven combo","Jenn-Air",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"2","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_856","ROOM_46263","APPL_138794","Oven (standalone / wall)","Other","Moffat","E32MS",NA,NA,"Unknown","#416789","No","No",NA,NA,NA,NA,"Electric",NA,"Both","Double Oven","Kitchen"
"SITE_856","ROOM_46263","APPL_8791","Oven (standalone / wall)","Electrolux",NA,"EW30EW55GS1",NA,NA,"2007","NF75114379","No","No",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_857","ROOM_42485","APPL_165732","Stovetop","Frigidaire",NA,"PROFESSIONAL","Unknown",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_857","ROOM_42485","APPL_158942","Oven (standalone / wall)","Frigidaire",NA,"FFGW2426USA",NA,NA,"Unknown","AF93802094","No","Yes",NA,NA,NA,NA,"Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_858","ROOM_8646","APPL_156604","Stove / Oven combo","Kenmore",NA,"#79074232313",NA,NA,"Unknown","VF70426363","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_859","ROOM_161","APPL_57252","Stove / Oven combo","Kenmore",NA,"#66575849003",NA,NA,"Unknown","RL0810692","No","Yes","Propane","Combustion",NA,"4","Propane",NA,"Radiant","Single Oven","Kitchen"
"SITE_86","ROOM_27919","APPL_98151","Stove / Oven combo","General Electric",NA,"JBP78GV1BB",NA,NA,"Unknown","DM230179G","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_860","ROOM_1529","APPL_123895","Stove / Oven combo","Kenmore",NA,"#79096021401",NA,NA,"1986","VF51042134","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_861","ROOM_3872","APPL_170299","Stove / Oven combo","Kenmore",NA,"#79046781900",NA,NA,"Unknown","NF02022975","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_862","ROOM_40199","APPL_10665","Oven (standalone / wall)","General Electric",NA,"JRS06SK2SS",NA,NA,"Unknown","CG500110Q","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_862","ROOM_40199","APPL_75779","Stove / Oven combo","Dacor",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"6","Propane",NA,"Radiant","Single Oven","Kitchen"
"SITE_863","ROOM_14040","APPL_133546","Stove / Oven combo","Five Star",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"4","Propane",NA,"Convection","Single Oven","Kitchen"
"SITE_864","ROOM_7441","APPL_96540","Stove / Oven combo","Frigidaire",NA,"LFEF3017L WD",NA,NA,"Unknown","VF65234801","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_865","ROOM_10171","APPL_111593","Stovetop","Viking",NA,"VGSU161-6BSS",NA,NA,"Unknown","C06150106912","No","Yes","Natural Gas","Combustion",NA,"6",NA,NA,NA,NA,"Kitchen"
"SITE_865","ROOM_10171","APPL_33702","Oven (standalone / wall)","Jenn-Air",NA,"WW30430P",NA,NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Convection","Double Oven","Kitchen"
"SITE_866","ROOM_43780","APPL_164447","Stove / Oven combo","Kenmore",NA,"#79090313013",NA,NA,"Unknown","VF23778563","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_867","ROOM_8497","APPL_146006","Stovetop","Frigidaire",NA,"FEC30S6ABE",NA,NA,"2005","NF54517532","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_867","ROOM_8497","APPL_58309","Oven (standalone / wall)","General Electric",NA,"J KS06G00SBG",NA,NA,"Unknown","TR520739G","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_868","ROOM_30006","APPL_78858","Stove / Oven combo","LG",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Yes","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_869","ROOM_43269","APPL_48467","Stove / Oven combo","Whirlpool",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"5","Propane",NA,"Convection","Single Oven","Kitchen"
"SITE_87","ROOM_38353","APPL_89845","Stove / Oven combo","General Electric",NA,"J B2550 J1WW",NA,NA,"Unknown","GG241552P","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_870","ROOM_5447","APPL_50606","Stove / Oven combo","Bosch",NA,"HII8056U/02",NA,NA,"Unknown","#820080517140000949","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_871","ROOM_38873","APPL_104095","Stove / Oven combo","Frigidaire",NA,"PCFG3078AFB",NA,NA,"Unknown","VF13989917","Unknown","Yes","Natural Gas","Combustion",NA,"6","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_872","ROOM_41124","APPL_164866","Stove / Oven combo","Frigidaire",NA,"FGEF306TMFE",NA,NA,"Unknown","NF32521428","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_873","ROOM_2689","APPL_120940","Stove / Oven combo","General Electric",NA,"JBP62DM2WW",NA,NA,"Unknown","MT217565Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_874","ROOM_11127","APPL_133033","Stove / Oven combo","Kenmore",NA,"#79095419102",NA,NA,"Unknown","VF22930624","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_875","ROOM_44965","APPL_144529","Stove / Oven combo","HotPoint",NA,"RGB745WEH5WW",NA,NA,"2005","HH219758R","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_876","ROOM_36439","APPL_66394","Stove / Oven combo","General Electric",NA,"JB655SK1SS",NA,NA,"Unknown","VG200648Q","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_877","ROOM_27617","APPL_98588","Stove / Oven combo","Other","Cosmo","COS-GRP366",NA,NA,"Unknown","GRP36620040021","No","Yes","Natural Gas","Combustion",NA,"6","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_878","ROOM_39221","APPL_11345","Stove / Oven combo","General Electric",NA,"JB560DK4B8",NA,NA,"Unknown","HL073115Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_879","ROOM_5446","APPL_127552","Stovetop","Other","Cosmo","Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_879","ROOM_5446","APPL_107192","Oven (standalone / wall)","Sears",NA,"911 4042994",NA,NA,"Unknown","5F568863Q","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_88","ROOM_35809","APPL_95341","Stove / Oven combo","Frigidaire",NA,"FFGH3054USD",NA,NA,"Unknown","VF10367336","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_880","ROOM_3527","APPL_156943","Stovetop","Thermador",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_880","ROOM_3527","APPL_150352","Oven (standalone / wall)","Wolf",NA,"8030CM/B",NA,NA,"Unknown","#22522915","No","Yes",NA,NA,NA,NA,"Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_881","ROOM_22202","APPL_30203","Stove / Oven combo","Frigidaire",NA,"LFEF3054TFF",NA,NA,"Unknown","VF82810889","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_882","ROOM_17823","APPL_85025","Stove / Oven combo","General Electric",NA,"JGS760SEL2SS",NA,NA,"Unknown","RM193984P","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_883","ROOM_43806","APPL_97044","Stove / Oven combo","Frigidaire",NA,"FFEF3016TSD",NA,NA,"Unknown","VF73814617","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_884","ROOM_26796","APPL_52055","Stove / Oven combo","Bosch",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_885","ROOM_231","APPL_12464","Stove / Oven combo","Jenn-Air",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_886","ROOM_15188","APPL_15998","Stove / Oven combo","Samsung",NA,"NX58H5600SS-AA",NA,NA,"2016","0BGG7DDH802388J","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_886","ROOM_12891","APPL_125079","Stove / Oven combo","Maytag",NA,"MGR8800FZ0",NA,NA,"Unknown","R74225508","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Family Room"
"SITE_887","ROOM_34666","APPL_151553","Stove / Oven combo","Whirlpool",NA,"WFE530C0ES1",NA,NA,"Unknown","R72610835","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_888","ROOM_39820","APPL_69511","Stove / Oven combo","Frigidaire",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","Unknown","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_889","ROOM_18747","APPL_22476","Stove / Oven combo","Whirlpool",NA,"SF357PEKQ",NA,NA,"Unknown","RP2924352","No","Yes","Propane","Combustion",NA,"4","Propane",NA,"Radiant","Single Oven","Kitchen"
"SITE_89","ROOM_15717","APPL_105450","Stove / Oven combo","Whirlpool",NA,"RF110AXSQ 3",NA,NA,"Unknown","RY3941527","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_890","ROOM_6351","APPL_116117","Stove / Oven combo","General Electric",NA,"IJB630F18B",NA,NA,"Unknown","SD2703440","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_891","ROOM_5563","APPL_35458","Stove / Oven combo","General Electric",NA,"PGB908SEM3SS",NA,NA,"Unknown","MS251852P","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_891","ROOM_5563","APPL_56167","Oven (standalone / wall)","General Electric",NA,"P T916S M3SS",NA,NA,"Unknown","TS6 15990Q","No","Yes",NA,NA,NA,NA,"Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_892","ROOM_3682","APPL_94667","Stove / Oven combo","Frigidaire",NA,"FGF326ASF",NA,NA,"Unknown","VF51937521","No","Unknown","Propane","Combustion",NA,"4","Propane",NA,"Radiant","Single Oven","Bedroom"
"SITE_892","ROOM_34008","APPL_122561","Stove / Oven combo","Whirlpool",NA,"RF386PXEQ",NA,NA,"Unknown","R63031285","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_893","ROOM_3929","APPL_105206","Stove / Oven combo","Whirlpool",NA,"RF375PXED",NA,NA,"Unknown","R65031541","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_894","ROOM_8808","APPL_74732","Stove / Oven combo","Whirlpool",NA,"WFE505W0JS0",NA,NA,"Unknown","R94528556","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_895","ROOM_19936","APPL_122231","Stove / Oven combo","Whirlpool",NA,"WFE51S0EW1",NA,NA,"Unknown","R73017257","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_896","ROOM_31053","APPL_133259","Stovetop","Thermador",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_896","ROOM_31053","APPL_25625","Oven (standalone / wall)","Thermador",NA,"ME301JP/04",NA,NA,"Unknown","#950200102","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_897","ROOM_14024","APPL_88825","Stove / Oven combo","Whirlpool",NA,"GR563LXSS1",NA,NA,"Unknown","RT2716652","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_898","ROOM_38980","APPL_129025","Stove / Oven combo","Maytag",NA,"MER7662WB",NA,NA,"Unknown","R02120632","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_899","ROOM_34427","APPL_38888","Stove / Oven combo","General Electric",NA,"P B970B M2BB",NA,NA,"Unknown","DR2 44286Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_9","ROOM_23659","APPL_102168","Stove / Oven combo","General Electric",NA,"PGB9930SEJSS",NA,NA,"2016","RG189127P","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_90","ROOM_34697","APPL_137627","Stove / Oven combo","Jenn-Air",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Single Oven","Kitchen"
"SITE_900","ROOM_394","APPL_91077","Stovetop","General Electric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_900","ROOM_394","APPL_108675","Oven (standalone / wall)","Whirlpool",NA,"WOS51EC7AW04",NA,NA,"Unknown","D73907406","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_901","ROOM_35906","APPL_40478","Stove / Oven combo","Maytag",NA,"MGS5752BDS",NA,NA,"Unknown","16721974NP","No","Yes","Propane","Combustion",NA,"4","Propane",NA,"Both","Single Oven","Kitchen"
"SITE_902","ROOM_8655","APPL_76812","Stove / Oven combo","Jenn-Air",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_902","ROOM_3245","APPL_123323","Stove / Oven combo","Maytag",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","No","Yes","Electric","Coils",NA,"5","Electric",NA,"Both","Single Oven","Bedroom"
"SITE_903","ROOM_20898","APPL_164040","Stovetop","Jenn-Air",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Unknown","Electric","Coils",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_903","ROOM_20898","APPL_174969","Oven (standalone / wall)","Thermador",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Unknown",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_903","ROOM_20898","APPL_90061","Stove / Oven combo","Kenmore",NA,"#79094203310",NA,NA,"Unknown","VF51736174","No","Unknown","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_904","ROOM_36019","APPL_64827","Stovetop","Kenmore",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_904","ROOM_36019","APPL_174545","Oven (standalone / wall)","Kenmore",NA,"#79048903031",NA,NA,"Unknown","NF40926802","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Double Oven","Kitchen"
"SITE_904","ROOM_12722","APPL_96280","Stove / Oven combo","General Electric",NA,"JBP78W0B2WW",NA,NA,"Unknown","AZ180478Q","No","No","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_905","ROOM_3378","APPL_10500","Stovetop","Bosch",NA,"DHG601DUC",NA,NA,"Unknown","#307070237593000448","No","Yes","Electric","Glass Top",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_905","ROOM_3378","APPL_143734","Oven (standalone / wall)","Bosch",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","Unknown","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Double Oven","Kitchen"
"SITE_906","ROOM_10669","APPL_151060","Stove / Oven combo","General Electric",NA,"JB250DF 5WW",NA,NA,"Unknown","|TG200063Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_907","ROOM_27902","APPL_21414","Stove / Oven combo","General Electric",NA,"JGBS20WEA1WW",NA,NA,"Unknown","MZ136461P","No","Yes","Propane","Combustion",NA,"4","Propane",NA,"Radiant","Single Oven","Kitchen"
"SITE_908","ROOM_35115","APPL_66243","Stove / Oven combo","Whirlpool",NA,"WFE510S0AB0",NA,NA,"Unknown","R34073249","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_909","ROOM_11993","APPL_100209","Stove / Oven combo","Whirlpool",NA,"WFE510S0HB1",NA,NA,"Unknown","R84510250","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_91","ROOM_8318","APPL_30962","Stove / Oven combo","General Electric",NA,"JMP31W0C1WW",NA,NA,"Unknown","ZZ2 57624Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_910","ROOM_42897","APPL_30477","Stove / Oven combo","LG",NA,"LSEL6335D/00",NA,NA,"2021","107KMBVON333","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_911","ROOM_42104","APPL_129715","Stove / Oven combo","General Electric",NA,"JBS8GSP1SS",NA,NA,"Unknown","GS032184Q","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_912","ROOM_39978","APPL_53361","Stove / Oven combo","Whirlpool",NA,"WFG770H0FZ0",NA,NA,"Unknown","R94630907","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_913","ROOM_23725","APPL_35496","Stove / Oven combo","Bosch",NA,"HGI8054UC/02",NA,NA,"Unknown","#951001224","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_914","ROOM_40002","APPL_125606","Stove / Oven combo","Frigidaire",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_914","ROOM_7382","APPL_47878","Stove / Oven combo","Frigidaire",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","No","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Outbuilding / Addition"
"SITE_915","ROOM_5677","APPL_45020","Stove / Oven combo","HotPoint",NA,"R B787W C5WW",NA,NA,"Unknown","TD253744R","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_916","ROOM_9428","APPL_51380","Stove / Oven combo","General Electric",NA,"J BP62B0K3WH",NA,NA,"Unknown","ML2532080","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_917","ROOM_24593","APPL_39534","Stove / Oven combo","Whirlpool",NA,"WFE515S0ES0",NA,NA,"Unknown","R5119790","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_918","ROOM_36610","APPL_69575","Stove / Oven combo","LG",NA,"LREL6325D/00",NA,NA,"2021","103MMTJ0S049","Yes","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_919","ROOM_23530","APPL_39730","Stove / Oven combo","Amana",NA,"AGR5330BAS3",NA,NA,"Unknown","#VE73016957","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
