"SiteID","Mechanical_ID","Technology_Description","Storage_Tankless","Fuel_Type","Make","Make_Other","Model","Water_Heater_Missing_Model_Reason","Size","Size_Is_Estimated","Year_Manufactured","Serial_Number","Wifi_Enabled","Serves_Whole_House","Location","Provided_by_Heating_System","Supplemental_Solar_Water_Heating","Capacity_BTUH","Capacity_BTUH_Is_Estimated","Capacity_kW","Capacity_kW_Is_Estimated","Water_Heater_Efficiency_Type","Water_Heater_Efficiency","Water_Heater_MEF","Tank_Wrap","Tank_Wrap_Thickness","Pipe_Wrap","Pipe_Wrap_Type","Pipe_Wrap_Type_Other","Pipe_Wrap_Length","Pipe_Wrap_Length_Is_Estimated","Pipe_Wrap_Thickness","Pipe_Wrap_Thickness_Is_Estimated","Circulator_Present","Space_Is_Conditioned","HPWH_Conditioned_Space_Size","Relation_to_Space_Heating_Unit","Air_Supply_From_Inside_House","HPWH_Ducting","Within_4_feet_of_a_drain","Drain_Type","Can_Exhaust_to_Garage_or_Get_Supply_Air_from_Home_Interior","In_A_Room_Greater_Than_1.000_Cubic_Feet","Eight_feet_of_Vertical_Space","HPWH_Current_Mode","HPWH_Port_Present","Indirect_Water_Heater_Fuel"
"SITE_1052","MECH_148995","Electric Resistance","Tankless","Electric","InSinkErator",NA,"Unknown","Unknown",NA,NA,"Unknown","Unknown","No","No","Kitchen","Yes","No",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","No",NA,"Yes","Plumbed drain","No","Yes","No",NA,NA,NA
"SITE_1052","MECH_28554","Electric Resistance","Tankless","Electric","Bosch",NA,"C 1050 ES NG",NA,NA,NA,"2013","7 736 501 515","No","Yes","Garage","No","No",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_1053","MECH_17817","Fossil Fuel Non-Condensing","Storage","Natural Gas","Rheem",NA,"PROG50-38N RH58",NA,"50","Measured or Known","2014","RHLNM171403383","No","Yes","Laundry","No","No","38000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_1054","MECH_165700","Fossil Fuel Non-Condensing","Tankless","Propane","Rinnai",NA,"RUCS75I",NA,NA,NA,"Unknown","GG BA-049904","Unknown","Yes","Basement","Yes","No","160000","Measured or Known",NA,NA,"Unknown","0.93","Unknown","No","Unknown","Yes","Polyethylene Foam",NA,"18","Estimated","0.5","Measured or Known","No","No",NA,"None of the above","No",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_1055","MECH_81262","Fossil Fuel Non-Condensing","Storage","Natural Gas","AO Smith",NA,"GCR-50 400",NA,"50","Measured or Known","2020","#2036120833873","No","Yes","Garage","No","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Unknown","Unknown","Yes","Yes","No",NA,NA,NA
"SITE_1056","MECH_21129","Electric Resistance","Storage","Electric","Rheem",NA,"MR75245 B",NA,"75","Measured or Known","Unknown","1205W 64037","No","Yes","Family Room","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","1","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Unknown","Unknown","No","Yes","No",NA,NA,NA
"SITE_1057","MECH_77883","Electric Resistance","Storage","Electric","Bradford White",NA,"M250T6DS-1NCWW",NA,"50","Measured or Known","Unknown","DF9335652 D/N","No","Yes","Laundry","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_1058","MECH_26931","Fossil Fuel Non-Condensing","Storage","Natural Gas","American Standard",NA,"GN50T1-3-6",NA,"50","Measured or Known","Unknown","D20-012654","No","Yes","Basement","Yes","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1059","MECH_129696","Electric Resistance","Storage","Electric","Bradford White",NA,"RE380T6-1NCWW",NA,"79","Measured or Known","Unknown","WA44475095","No","Yes","Hallway","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.78","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","No","No","Yes",NA,NA,NA
"SITE_106","MECH_83934","Fossil Fuel Non-Condensing","Storage","Unknown","Bradford White",NA,"RG240T6N",NA,"40","Measured or Known","2014","SK42213291","No","Yes","Garage","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Unknown","Yes","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","No","No",NA,"None of the above","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_1060","MECH_112577","Fossil Fuel Condensing","Tankless","Propane","Rinnai",NA,"R94-LSI",NA,NA,NA,"2007","0711-109749","No","Yes","Mechanical","No","No","190000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"None of the above","Unknown",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_1061","MECH_97496","Fossil Fuel Condensing","Tankless","Natural Gas","Navien",NA,"NPE-180A2",NA,NA,NA,"Unknown","Unknown","No","Yes","Garage","No","No","150000","Measured or Known",NA,NA,"Unknown","0.95","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_1062","MECH_144347","Fossil Fuel Condensing","Storage","Natural Gas","General Electric",NA,"Unknown","Unknown","39","Measured or Known","Unknown","Unknown","No","Yes","Crawlspace","No","No","33000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","Yes","2.5 inches","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"No","Unknown","No","Unknown","No",NA,NA,NA
"SITE_1063","MECH_85580","Fossil Fuel Non-Condensing","Storage","Natural Gas","Rheem",NA,"PROG50-42NRH67PV",NA,"50","Measured or Known","2021","M322102247","No","Yes","Mechanical","No","No","42000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Unknown",NA,"Yes","Plumbed drain","No","No","Yes",NA,NA,NA
"SITE_1064","MECH_159107","Fossil Fuel Condensing","Tankless","Natural Gas","Rinnai",NA,"R94-LS I-REU-VA2535FFUD-UC",NA,NA,NA,"2008","#0809184082","No","Yes","Basement","Yes","No","199000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_1065","MECH_32550","Electric Resistance","Storage","Electric","AO Smith",NA,"ECT 52 200",NA,"50","Measured or Known","Unknown","GC040043470","No","Yes","Crawlspace","Yes","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.91","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"None of the above","No",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1066","MECH_21357","Fossil Fuel Non-Condensing","Tankless","Propane","Noritz",NA,"N-0751M-DV",NA,NA,NA,"2007","200711-004492","No","Yes","Basement","No","No","192800","Measured or Known",NA,NA,"Unknown","0.84","Unknown","No","Unknown","Yes","Polyethylene Foam",NA,"5","Measured or Known","0.5","Estimated","No","No",NA,"Next to each other","Yes",NA,"Yes","Floor drain","No","Yes","No",NA,NA,NA
"SITE_1067","MECH_168872","Indirect Water Heater","Storage","Natural Gas","Squire",NA,"SIT065",NA,"67","Measured or Known","Unknown","#1708104972941","No","Yes","Garage","Yes","No","154000","Measured or Known","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"None of the above","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,"Natural Gas"
"SITE_1068","MECH_73058","Electric Resistance","Storage","Electric","Rheem",NA,"XE40M06ST45U1",NA,"40","Measured or Known","Unknown","M481507472","No","Yes","Basement","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"2","Measured or Known","1","Measured or Known","Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_1069","MECH_4590","Fossil Fuel Non-Condensing","Storage","Natural Gas","Rheem",NA,"22V50F1",NA,"50","Measured or Known","2007","RHLN1107Z07766","No","Yes","Garage","No","No","38000","Measured or Known",NA,NA,"Unknown","0.58","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_107","MECH_32486","Fossil Fuel Non-Condensing","Storage","Natural Gas","Reliance",NA,"1240NACT400",NA,"40","Measured or Known","2015","1518J007331","No","Yes","Laundry","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","Yes","No","No",NA,NA,NA
"SITE_1070","MECH_105931","Electric Resistance","Storage","Electric","General Electric",NA,"PE50MO9AAH",NA,"50","Measured or Known","2013","GEM041311935","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.93","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","No","Yes",NA,NA,NA
"SITE_1071","MECH_99822","Electric Resistance","Storage","Electric","Bradford White",NA,"M250T6DS5",NA,"50","Measured or Known","Unknown","BM7051608","No","Yes","Laundry","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Plumbed drain","Yes","No","No",NA,NA,NA
"SITE_1072","MECH_105163","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"RG250T6N",NA,"50","Measured or Known","Unknown","NL38533951","No","Yes","Office","No","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Yes",NA,"Adjacent rooms","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1073","MECH_157186","Electric Resistance","Storage","Electric","General Electric",NA,"GE50T06TAG",NA,"50","Measured or Known","2013","GE M051307242","No","Yes","Basement","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"2","Measured or Known","0.5","Measured or Known","No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1073","MECH_110597","Electric Resistance","Storage","Electric","Reliance",NA,"5 40 20LS960",NA,"40","Measured or Known","Unknown","K96127136","No","Yes","Basement","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1074","MECH_114072","Fossil Fuel Non-Condensing","Storage","Propane","General Electric",NA,"GP50T06AVG00",NA,"50","Measured or Known","2008","GELP0508422700","No","Yes","Bedroom","No","No","36000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Unknown","Unknown","No","Yes","No",NA,NA,NA
"SITE_1075","MECH_152721","Fossil Fuel Non-Condensing","Storage","Natural Gas","General Electric",NA,"GG40T06AVG01",NA,"40","Measured or Known","Unknown","GELN0509V11298","No","Yes","Basement","No","No","36000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_1076","MECH_21055","Fossil Fuel Non-Condensing","Storage","Natural Gas","Reliance",NA,"6-40-NOCT 400",NA,"40","Measured or Known","2018","#1805109144320","No","Yes","Basement","No","No","35500","Measured or Known",NA,NA,"Unknown","0.61","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1077","MECH_24207","Electric Resistance","Storage","Electric","Rheem",NA,"Unknown","Unknown","100","Measured or Known","Unknown","Unknown","No","Yes","Basement","No","No",NA,NA,"5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Same room","Yes",NA,"Yes","Pumped drain","Yes","No","No",NA,NA,NA
"SITE_1078","MECH_171687","Electric Resistance","Storage","Electric","Reliance",NA,"65220CTJW",NA,"50","Measured or Known","Unknown","#004306978","No","Yes","Hallway","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1079","MECH_12341","Electric Resistance","Storage","Electric","Rheem",NA,"XE40M06ST45U1",NA,"40","Measured or Known","2021","M332114033","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.93","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_108","MECH_167755","Fossil Fuel Non-Condensing","Storage","Natural Gas","Rheem",NA,"XG50T12DM40U0W",NA,"50","Measured or Known","2018","M181800976","No","Yes","Mechanical","No","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1080","MECH_7370","Electric Resistance","Storage","Electric","Craftmaster",NA,"CREQR90-52DL",NA,"50","Measured or Known","1993","9311119097ATV","No","Yes","Hallway","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","No",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_1081","MECH_67282","Fossil Fuel Non-Condensing","Storage","Natural Gas","Rheem",NA,"22V40F1",NA,"40","Measured or Known","2013","RHLNQ111310224","No","Yes","Mechanical","No","No","38000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"Yes","Unknown",NA,"5","Estimated","0.5","Estimated","No","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","No","No","Yes",NA,NA,NA
"SITE_1082","MECH_147155","Fossil Fuel Non-Condensing","Storage","Propane","Rheem",NA,"PROG50-36P RH60",NA,"50","Measured or Known","2018","M101821132","No","Yes","Basement","No","No","36000","Measured or Known",NA,NA,"Unknown","0.6","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","No","Yes","No",NA,NA,NA
"SITE_1083","MECH_107447","Electric Resistance","Storage","Electric","Rheem",NA,"82V52-2",NA,"50","Measured or Known","2010","RH 0710R05131","Unknown","Yes","Bedroom","Yes","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","Yes","Yes",NA,NA,NA
"SITE_1084","MECH_126782","Electric Resistance","Storage","Electric","State",NA,"ES652D0RT",NA,"50","Measured or Known","Unknown","F04342054","No","Yes","Bedroom","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Unknown","No","Yes","No",NA,NA,NA
"SITE_1085","MECH_148662","Electric Resistance","Storage","Electric","Reliance",NA,"6-50-EORS 110",NA,"50","Measured or Known","Unknown","#1743108032288","No","Yes","Entry/Entryway","Yes","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.92","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","No",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_1086","MECH_59980","Fossil Fuel Non-Condensing","Storage","Natural Gas","Rheem",NA,"22V40F1",NA,"40","Measured or Known","2013","RHLNM121307722","No","Yes","Mechanical","No","No","38000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_1087","MECH_59215","Fossil Fuel Non-Condensing","Storage","Natural Gas","Unknown",NA,"Unknown","Unknown","30","Estimated","Unknown","Unknown","No","Yes","Garage","No","No","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","Yes","Unknown","Yes","Other",NA,"7","Estimated","Unknown","Estimated","No","No",NA,"Next to each other","Yes",NA,"Unknown","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_1088","MECH_66062","Electric Resistance","Storage","Electric","AO Smith",NA,"E9-55H55DV 100",NA,"55","Measured or Known","Unknown","#2031120345296","No","Yes","Basement","No","No",NA,NA,"5.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Same room","Yes",NA,"Yes","Plumbed drain","Yes","Yes","Yes",NA,NA,NA
"SITE_1089","MECH_26044","Electric Resistance","Storage","Electric","Rheem",NA,"XE50M09EL55U0",NA,"50","Measured or Known","Unknown","M021501776","No","Yes","Laundry","No","No",NA,NA,"5.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_109","MECH_56416","Fossil Fuel Non-Condensing","Storage","Natural Gas","Kenmore",NA,"#153330550",NA,"50","Measured or Known","1996","F97657888","No","No","Hallway","No","No","40000","Measured or Known",NA,NA,"Unknown","0.62","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","Yes","Yes",NA,NA,NA
"SITE_109","MECH_132870","Fossil Fuel Non-Condensing","Storage","Natural Gas","Kenmore",NA,"#153330550",NA,"50","Measured or Known","Unknown","H98459852","No","No","Garage","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_1090","MECH_153189","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"MI40T6EN12",NA,"40","Measured or Known","Unknown","ZA2677281","No","Yes","Hallway","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1091","MECH_149593","Electric Resistance","Storage","Electric","AO Smith",NA,"EES 52 917",NA,"50","Measured or Known","Unknown","GD00-5449757-917J","No","Yes","Other","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"None of the above","Yes",NA,"No","Unknown","Yes","No","No",NA,NA,NA
"SITE_1092","MECH_103639","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"RG240T6N",NA,"40","Measured or Known","Unknown","NF37814321","No","Yes","Garage","No","No","40000","Measured or Known",NA,NA,"Unknown","0.62","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_1093","MECH_30443","Fossil Fuel Condensing","Tankless","Natural Gas","Navien",NA,"NCB-240 (NG)",NA,NA,NA,"Unknown","7966-20150604-1058","No","Unknown","Laundry","No","No","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Yes",NA,"None of the above","Unknown",NA,"Yes","Plumbed drain","Yes","No","No",NA,NA,NA
"SITE_1094","MECH_99219","Electric Resistance","Storage","Electric","Premier Plus",NA,"E62-30L-045D",NA,"28","Measured or Known","Unknown","0801T405925","No","Yes","Closet","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.75","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1095","MECH_104044","Electric Resistance","Storage","Electric","Whirlpool",NA,"E2F80HD045V",NA,"80","Measured or Known","Unknown","1102T415801","No","Yes","Hallway","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1096","MECH_51497","Electric Resistance","Storage","Electric","Bradford White",NA,"RE250T6-1NCWW",NA,"50","Measured or Known","Unknown","XG48232386","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Same room","Yes",NA,"Unknown","Floor drain","No","Yes","No",NA,NA,NA
"SITE_1097","MECH_45602","Fossil Fuel Non-Condensing","Storage","Propane","AO Smith",NA,"FSG 40 223",NA,"40","Measured or Known","Unknown","GH94-1989361-223","No","Yes","Mechanical","Unknown","No","30000","Measured or Known",NA,NA,"Unknown","0.56","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Unknown",NA,"Next to each other","Yes",NA,"Yes","Floor drain","No","Yes","No",NA,NA,NA
"SITE_1098","MECH_72464","Electric Resistance","Storage","Electric","General Electric",NA,"PE50M09AAH",NA,"50","Measured or Known","2009","GE0309R14169","No","Yes","Hallway","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.75","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
