"SiteID","Quantity","Type","Skylight_Area_Inches","Skylight_Area_Inches_is_Estimated","Frame_Type","Glazing_Type","Opening_Type","Skylight_Direction","Shape","Shape_Other","Skylight_Height_Inches","Skylight_Width_Inches","Shade_Present","Shade_Reflective","Shade_Insulated","Area","U-Value","Skylight_UA"
"SITE_1","1","Fixed","576","Measured or Known","Vinyl","Double","Unknown","North","Rectangle / Square",NA,"24","24","No",NA,NA,"576","0.38","1.52"
"SITE_1","1","Fixed","Unknown","Unknown","Vinyl","Double","Unknown","West","Rectangle / Square",NA,"Unknown","Unknown","No",NA,NA,"Unknown","0.38","Unknown"
"SITE_100","1","Fixed","572","Measured or Known","Unknown","Unknown","Unknown","North","Rectangle / Square",NA,"26","22","No",NA,NA,"572","Unknown","Unknown"
"SITE_100","1","Open","484","Measured or Known","Vinyl","Unknown","Manual","South","Rectangle / Square",NA,"22","22","No",NA,NA,"484","Unknown","Unknown"
"SITE_1003","2","Fixed","377","Measured or Known","Vinyl","Unknown","Unknown","SE","Circle",NA,"20","24","No",NA,NA,"377","Unknown","Unknown"
"SITE_1006","1","Fixed","1440","Measured or Known","Vinyl","Double","Unknown","South","Rectangle / Square",NA,"48","30","No",NA,NA,"1440","0.38","3.8"
"SITE_1013","1","Fixed","Unknown","Unknown","Unknown","Unknown","Unknown","North","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1019","2","Fixed","1380","Measured or Known","Vinyl","Double","Unknown","East","Rectangle / Square",NA,"46","30","No",NA,NA,"1380","0.38","7.28"
"SITE_1033","4","Fixed","720","Estimated","Wood - bare","Double","Unknown","North","Rectangle / Square",NA,"18","40","No",NA,NA,"720","0.38","7.6"
"SITE_1033","1","Fixed","1012","Estimated","Wood - bare","Double","Unknown","North","Rectangle / Square",NA,"46","22","No",NA,NA,"1012","0.38","2.67"
"SITE_1033","1","Fixed","968","Estimated","Wood - bare","Double","Unknown","South","Rectangle / Square",NA,"44","22","No",NA,NA,"968","0.38","2.55"
"SITE_104","1","Fixed","1008","Measured or Known","Wood - bare","Double","Unknown","East","Rectangle / Square",NA,"28","36","No",NA,NA,"1008","0.38","2.66"
"SITE_1048","1","Fixed","441","Measured or Known","Aluminum","Double","Unknown","South","Rectangle / Square",NA,"21","21","No",NA,NA,"441","0.7","2.14"
"SITE_1050","1","Fixed","1012","Estimated","Wood aluminum clad","Double","Unknown","South","Rectangle / Square",NA,"46","22","No",NA,NA,"1012","0.7","4.92"
"SITE_1050","1","Fixed","Unknown","Unknown","Vinyl","Unknown","Unknown","North","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1050","1","Fixed","Unknown","Unknown","Vinyl","Unknown","Unknown","North","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1053","1","Fixed","1012","Measured or Known","Aluminum","Double","Unknown","North","Rectangle / Square",NA,"46","22","No",NA,NA,"1012","0.7","4.92"
"SITE_1054","2","Fixed","Unknown","Unknown","Wood - bare","Double","Unknown","NE","Rectangle / Square",NA,"44","Unknown","No",NA,NA,"Unknown","0.38","Unknown"
"SITE_1055","4","Fixed","1392","Estimated","Aluminum","Double","Unknown","South","Rectangle / Square",NA,"58","24","No",NA,NA,"1392","0.7","27.08"
"SITE_1060","2","Fixed","600","Estimated","Unknown","Unknown","Unknown","East","Rectangle / Square",NA,"30","20","No",NA,NA,"600","Unknown","Unknown"
"SITE_107","1","Fixed","400","Measured or Known","Fiberglass, interior wood clad","Double","Unknown","Unknown","Rectangle / Square",NA,"20","20","No",NA,NA,"400","0.38","1.06"
"SITE_107","2","Fixed","960","Measured or Known","Fiberglass, interior wood clad","Single","Unknown","South","Rectangle / Square",NA,"48","20","No",NA,NA,"960","Unknown","Unknown"
"SITE_1071","1","Fixed","Unknown","Unknown","Unknown","Unknown","Unknown","South","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_108","1","Fixed","1536","Estimated","Vinyl","Unknown","Unknown","West","Rectangle / Square",NA,"48","32","No",NA,NA,"1536","Unknown","Unknown"
"SITE_108","1","Fixed","1536","Estimated","Vinyl","Unknown","Unknown","West","Rectangle / Square",NA,"48","32","No",NA,NA,"1536","Unknown","Unknown"
"SITE_1084","1","Fixed","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1084","1","Fixed","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1085","2","Fixed","227","Estimated","Unknown","Unknown","Unknown","Unknown","Circle",NA,"17","17","No",NA,NA,"227","Unknown","Unknown"
"SITE_109","4","Fixed","1296","Measured or Known","Unknown","Unknown","Unknown","North","Rectangle / Square",NA,"36","36","No",NA,NA,"1296","Unknown","Unknown"
"SITE_109","1","Fixed","576","Measured or Known","Wood - bare","Unknown","Unknown","South","Rectangle / Square",NA,"24","24","No",NA,NA,"576","Unknown","Unknown"
"SITE_109","1","Fixed","1200","Measured or Known","Wood - bare","Unknown","Unknown","West","Rectangle / Square",NA,"24","50","No",NA,NA,"1200","Unknown","Unknown"
"SITE_1094","1","Fixed","792","Measured or Known","Wood - bare","Double","Unknown","SW","Rectangle / Square",NA,"44","18","No",NA,NA,"792","0.38","2.09"
"SITE_1097","8","Fixed","1044","Estimated","Unknown","Double","Unknown","South","Rectangle / Square",NA,"36","29","Yes","No","No","1044","Unknown","Unknown"
"SITE_1099","1","Fixed","254","Estimated","Vinyl","Unknown","Unknown","SE","Circle",NA,"18","18","No",NA,NA,"254","Unknown","Unknown"
"SITE_11","1","Fixed","1152","Imputed","Vinyl","Double","Unknown","North","Rectangle / Square",NA,"48","24","Yes","No","No","1152","0.38","3.04"
"SITE_1112","1","Unknown","1260","Estimated","Vinyl","Unknown","Unknown","East","Rectangle / Square",NA,"30","42","Yes","No","No","1260","Unknown","Unknown"
"SITE_1112","4","Unknown","1260","Estimated","Vinyl","Unknown","Unknown","West","Rectangle / Square",NA,"42","30","Yes","Unknown","No","1260","Unknown","Unknown"
"SITE_1112","1","Fixed","1176","Measured or Known","Vinyl","Unknown","Unknown","East","Rectangle / Square",NA,"28","42","Yes","Unknown","No","1176","Unknown","Unknown"
"SITE_1115","1","Fixed","Unknown","Unknown","Wood - bare","Single","Unknown","North","Rectangle / Square",NA,"Unknown","24","No",NA,NA,"Unknown","0.84","Unknown"
"SITE_113","1","Fixed","900","Measured or Known","Wood - bare","Single","Unknown","South","Rectangle / Square",NA,"30","30","No",NA,NA,"900","0.84","5.25"
"SITE_113","1","Fixed","1380","Measured or Known","Wood - bare","Single","Unknown","West","Rectangle / Square",NA,"30","46","No",NA,NA,"1380","0.84","8.05"
"SITE_113","1","Fixed","3120","Measured or Known","Wood - bare","Double","Unknown","South","Rectangle / Square",NA,"52","60","No",NA,NA,"3120","0.38","8.23"
"SITE_113","1","Fixed","900","Measured or Known","Wood - bare","Single","Unknown","South","Rectangle / Square",NA,"30","30","No",NA,NA,"900","0.84","5.25"
"SITE_113","1","Fixed","400","Estimated","Wood - bare","Single","Unknown","Unknown","Rectangle / Square",NA,"20","20","No",NA,NA,"400","0.84","2.33"
"SITE_1130","1","Fixed","1248","Measured or Known","Wood aluminum clad","Double","Unknown","SW","Rectangle / Square",NA,"52","24","No",NA,NA,"1248","0.7","6.07"
"SITE_1130","1","Fixed","Unknown","Unknown","Vinyl","Unknown","Unknown","West","Rectangle / Square",NA,"Unknown","36","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1131","2","Fixed","1012","Unknown","Fiberglass","Unknown","Unknown","East","Rectangle / Square",NA,"46","22","Yes","No","No","1012","Unknown","Unknown"
"SITE_1131","1","Fixed","Unknown","Unknown","Unknown","Unknown","Unknown","South","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1132","1","Fixed","1320","Estimated","Unknown","Unknown","Unknown","SW","Rectangle / Square",NA,"60","22","No",NA,NA,"1320","Unknown","Unknown"
"SITE_1133","1","Fixed","567","Measured or Known","Aluminum","Double","Unknown","South","Rectangle / Square",NA,"27","21","No",NA,NA,"567","0.7","2.76"
"SITE_1133","1","Fixed","714","Measured or Known","Aluminum","Double","Unknown","North","Rectangle / Square",NA,"34","21","No",NA,NA,"714","0.7","3.47"
"SITE_1138","1","Fixed","1380","Measured or Known","Aluminum","Double","Unknown","SW","Rectangle / Square",NA,"46","30","No",NA,NA,"1380","0.7","6.71"
"SITE_1139","1","Fixed","1152","Measured or Known","Unknown","Double","Unknown","North","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","Unknown","Unknown"
"SITE_1139","1","Fixed","1152","Measured or Known","Unknown","Double","Unknown","North","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","Unknown","Unknown"
"SITE_1139","1","Fixed","1152","Measured or Known","Unknown","Double","Unknown","South","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","Unknown","Unknown"
"SITE_1140","1","Fixed","693","Measured or Known","Vinyl","Double","Unknown","East","Rectangle / Square",NA,"33","21","Yes","No","No","693","0.38","1.83"
"SITE_1140","1","Fixed","693","Measured or Known","Vinyl","Double","Unknown","East","Rectangle / Square",NA,"33","21","Yes","No","No","693","0.38","1.83"
"SITE_1140","1","Fixed","693","Measured or Known","Vinyl","Double","Unknown","East","Rectangle / Square",NA,"33","21","Yes","No","No","693","0.38","1.83"
"SITE_1146","1","Fixed","1728","Measured or Known","Unknown","Unknown","Unknown","West","Rectangle / Square",NA,"36","48","No",NA,NA,"1728","Unknown","Unknown"
"SITE_1156","1","Fixed","1600","Estimated","Aluminum","Unknown","Unknown","North","Rectangle / Square",NA,"40","40","No",NA,NA,"1600","Unknown","Unknown"
"SITE_1160","1","Fixed","1152","Estimated","Wood - bare","Unknown","Unknown","East","Rectangle / Square",NA,"24","48","No",NA,NA,"1152","Unknown","Unknown"
"SITE_1160","1","Fixed","1152","Estimated","Wood - bare","Unknown","Unknown","East","Rectangle / Square",NA,"24","48","No",NA,NA,"1152","Unknown","Unknown"
"SITE_1160","1","Fixed","880","Unknown","Wood - bare","Unknown","Unknown","East","Rectangle / Square",NA,"20","44","Yes","No","No","880","Unknown","Unknown"
"SITE_1177","2","Fixed","1152","Measured or Known","Wood - bare","Double","Unknown","East","Rectangle / Square",NA,"48","24","Yes","No","No","1152","0.38","6.08"
"SITE_119","1","Fixed","1440","Measured or Known","Vinyl","Double","Unknown","East","Rectangle / Square",NA,"48","30","No",NA,NA,"1440","0.38","3.8"
"SITE_1206","2","Fixed","960","Measured or Known","Vinyl","Double","Unknown","East","Rectangle / Square",NA,"48","20","No",NA,NA,"960","0.38","5.06"
"SITE_1206","1","Fixed","1152","Measured or Known","Vinyl","Double","Unknown","East","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","0.38","3.04"
"SITE_122","1","Fixed","1152","Measured or Known","Vinyl","Double","Unknown","South","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","0.38","3.04"
"SITE_1222","1","Fixed","1012","Estimated","Wood fiberglass clad","Double","Unknown","North","Rectangle / Square",NA,"46","22","No",NA,NA,"1012","0.38","2.67"
"SITE_1222","1","Fixed","1012","Estimated","Wood fiberglass clad","Double","Unknown","North","Rectangle / Square",NA,"46","22","No",NA,NA,"1012","0.38","2.67"
"SITE_1230","1","Fixed","945","Measured or Known","Vinyl","Double","Unknown","East","Rectangle / Square",NA,"21","45","No",NA,NA,"945","0.38","2.49"
"SITE_1235","2","Fixed","432","Measured or Known","Wood aluminum clad","Double","Unknown","SE","Rectangle / Square",NA,"24","18","No",NA,NA,"432","0.7","4.2"
"SITE_124","2","Fixed","1012","Measured or Known","Vinyl","Double","Unknown","South","Rectangle / Square",NA,"46","22","No",NA,NA,"1012","0.38","5.34"
"SITE_1241","1","Fixed","Unknown","Unknown","Vinyl","Unknown","Unknown","North","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1241","1","Fixed","Unknown","Unknown","Vinyl","Unknown","Unknown","North","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1245","1","Fixed","254","Estimated","Unknown","Unknown","Unknown","Unknown","Circle",NA,"18","18","Yes","No","No","254","Unknown","Unknown"
"SITE_1245","1","Fixed","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1245","1","Fixed","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1249","1","Open","860","Measured or Known","Vinyl","Double","Manual","North","Rectangle / Square",NA,"43","20","Yes","No","No","860","0.38","2.27"
"SITE_1253","2","Fixed","400","Measured or Known","Vinyl","Double","Unknown","North","Rectangle / Square",NA,"20","20","No",NA,NA,"400","0.38","2.12"
"SITE_1258","1","Fixed","1496","Measured or Known","Wood - bare","Double","Unknown","North","Rectangle / Square",NA,"68","22","No",NA,NA,"1496","0.38","3.95"
"SITE_1259","1","Fixed","1056","Estimated","Wood - bare","Single","Unknown","East","Rectangle / Square",NA,"48","22","No",NA,NA,"1056","0.84","6.16"
"SITE_126","1","Fixed","1848","Measured or Known","Vinyl","Double","Unknown","East","Rectangle / Square",NA,"44","42","No",NA,NA,"1848","0.38","4.88"
"SITE_127","1","Fixed","1440","Measured or Known","Aluminum","Double","Unknown","North","Rectangle / Square",NA,"48","30","No",NA,NA,"1440","0.7","7"
"SITE_1273","1","Fixed","1152","Estimated","Vinyl","Double","Unknown","West","Rectangle / Square",NA,"48","24","Yes","No","No","1152","0.38","3.04"
"SITE_1273","1","Fixed","201","Measured or Known","Vinyl","Unknown","Unknown","East","Circle",NA,"16","16","No",NA,NA,"201","Unknown","Unknown"
"SITE_1275","1","Unknown","Unknown","Unknown","Vinyl","Unknown","Unknown","South","Circle",NA,"Unknown","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1275","1","Unknown","Unknown","Unknown","Vinyl","Unknown","Unknown","South","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1279","1","Fixed","860","Measured or Known","Wood aluminum clad","Double","Unknown","North","Rectangle / Square",NA,"43","20","No",NA,NA,"860","0.7","4.18"
"SITE_1279","1","Fixed","774","Measured or Known","Wood aluminum clad","Double","Unknown","North","Rectangle / Square",NA,"43","18","No",NA,NA,"774","0.7","3.76"
"SITE_1280","1","Fixed","864","Estimated","Fiberglass","Unknown","Unknown","West","Rectangle / Square",NA,"24","36","No",NA,NA,"864","Unknown","Unknown"
"SITE_1280","1","Fixed","864","Estimated","Fiberglass","Unknown","Unknown","West","Rectangle / Square",NA,"36","24","No",NA,NA,"864","Unknown","Unknown"
"SITE_1285","3","Fixed","1012","Measured or Known","Unknown","Double","Unknown","SW","Rectangle / Square",NA,"46","22","No",NA,NA,"1012","Unknown","Unknown"
"SITE_1285","1","Fixed","1012","Measured or Known","Aluminum","Double","Unknown","NE","Rectangle / Square",NA,"46","22","No",NA,NA,"1012","0.7","4.92"
"SITE_129","1","Fixed","576","Unknown","Vinyl","Double","Unknown","North","Rectangle / Square",NA,"24","24","No",NA,NA,"576","0.38","1.52"
"SITE_129","1","Open","576","Estimated","Vinyl","Unknown","Electric","East","Rectangle / Square",NA,"24","24","Yes","Unknown","Unknown","576","Unknown","Unknown"
"SITE_129","1","Fixed","576","Estimated","Unknown","Unknown","Unknown","South","Rectangle / Square",NA,"24","24","No",NA,NA,"576","Unknown","Unknown"
"SITE_1291","1","Fixed","1200","Estimated","Vinyl","Double","Unknown","East","Rectangle / Square",NA,"60","20","No",NA,NA,"1200","0.38","3.17"
"SITE_1293","1","Fixed","748","Measured or Known","Wood - bare","Double","Electric","South","Rectangle / Square",NA,"34","22","No",NA,NA,"748","0.38","1.97"
"SITE_130","1","Fixed","800","Estimated","Vinyl","Unknown","Unknown","North","Rectangle / Square",NA,"40","20","Yes","No","No","800","Unknown","Unknown"
"SITE_130","1","Fixed","Unknown","Unknown","Aluminum","Unknown","Unknown","North","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1300","1","Fixed","1152","Measured or Known","Vinyl","Double","Unknown","West","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","0.38","3.04"
"SITE_1300","1","Unknown","576","Measured or Known","Unknown","Unknown","Unknown","East","Rectangle / Square",NA,"24","24","No",NA,NA,"576","Unknown","Unknown"
"SITE_1300","1","Fixed","1152","Measured or Known","Vinyl","Double","Unknown","West","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","0.38","3.04"
"SITE_1302","1","Fixed","3312","Measured or Known","Unknown","Double","Unknown","North","Rectangle / Square",NA,"72","46","No",NA,NA,"3312","Unknown","Unknown"
"SITE_1302","1","Fixed","2448","Measured or Known","Unknown","Double","Unknown","South","Rectangle / Square",NA,"72","34","No",NA,NA,"2448","Unknown","Unknown"
"SITE_1304","1","Open","484","Estimated","Vinyl","Unknown","Manual","East","Rectangle / Square",NA,"22","22","Yes","No","Unknown","484","Unknown","Unknown"
"SITE_1315","1","Fixed","484","Measured or Known","Aluminum","Double","Unknown","North","Rectangle / Square",NA,"22","22","No",NA,NA,"484","0.7","2.35"
"SITE_1343","1","Fixed","1800","Estimated","Vinyl","Unknown","Unknown","North","Rectangle / Square",NA,"60","30","Yes","Unknown","Unknown","1800","Unknown","Unknown"
"SITE_1343","1","Fixed","648","Estimated","Unknown","Double","Unknown","South","Rectangle / Square",NA,"36","18","Yes","Unknown","Yes","648","Unknown","Unknown"
"SITE_1343","1","Fixed","2304","Estimated","Unknown","Unknown","Unknown","North","Rectangle / Square",NA,"48","48","Yes","Unknown","Yes","2304","Unknown","Unknown"
"SITE_1343","1","Fixed","Unknown","Unknown","Vinyl","Unknown","Unknown","North","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1344","2","Fixed","864","Estimated","Vinyl","Unknown","Unknown","East","Rectangle / Square",NA,"36","24","No",NA,NA,"864","Unknown","Unknown"
"SITE_135","1","Open","840","Measured or Known","Wood - bare","Double","Manual","West","Rectangle / Square",NA,"42","20","No",NA,NA,"840","0.38","2.22"
"SITE_1350","1","Fixed","227","Measured or Known","Unknown","Unknown","Unknown","North","Circle",NA,"17","17","No",NA,NA,"227","Unknown","Unknown"
"SITE_1350","1","Fixed","227","Measured or Known","Unknown","Unknown","Unknown","North","Circle",NA,"17","17","No",NA,NA,"227","Unknown","Unknown"
"SITE_1354","1","Fixed","254","Estimated","Vinyl","Unknown","Unknown","East","Circle",NA,"18","18","No",NA,NA,"254","Unknown","Unknown"
"SITE_1358","1","Fixed","1152","Estimated","Unknown","Unknown","Unknown","South","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","Unknown","Unknown"
"SITE_1373","1","Open","3220","Estimated","Wood - bare","Unknown","Manual","North","Rectangle / Square",NA,"70","46","No",NA,NA,"3220","Unknown","Unknown"
"SITE_1375","2","Fixed","Unknown","Unknown","Vinyl","Double","Unknown","North","Rectangle / Square",NA,"Unknown","18","No",NA,NA,"Unknown","0.38","Unknown"
"SITE_138","1","Fixed","900","Measured or Known","Unknown","Double","Unknown","South","Rectangle / Square",NA,"30","30","No",NA,NA,"900","Unknown","Unknown"
"SITE_138","1","Fixed","1024","Measured or Known","Wood - bare","Double","Unknown","North","Rectangle / Square",NA,"32","32","No",NA,NA,"1024","0.38","2.7"
"SITE_138","1","Fixed","1152","Measured or Known","Wood - bare","Double","Unknown","South","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","0.38","3.04"
"SITE_1384","1","Fixed","1400","Estimated","Vinyl","Double","Unknown","SW","Rectangle / Square",NA,"50","28","No",NA,NA,"1400","0.38","3.69"
"SITE_1395","1","Fixed","800","Estimated","Unknown","Double","Unknown","South","Rectangle / Square",NA,"40","20","No",NA,NA,"800","Unknown","Unknown"
"SITE_1396","1","Fixed","Unknown","Unknown","Wood - bare","Unknown","Unknown","South","Rectangle / Square",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1400","3","Fixed","1380","Measured or Known","Vinyl","Double","Unknown","South","Rectangle / Square",NA,"46","30","Yes","No","No","1380","0.38","10.92"
"SITE_1404","1","Fixed","Unknown","Unknown","Vinyl","Double","Unknown","West","Rectangle / Square",NA,"Unknown","Unknown","Yes","No","No","Unknown","0.38","Unknown"
"SITE_1404","1","Fixed","Unknown","Unknown","Vinyl","Double","Unknown","East","Rectangle / Square",NA,"Unknown","Unknown","Yes","No","No","Unknown","0.38","Unknown"
"SITE_1408","3","Fixed","648","Estimated","Vinyl","Double","Unknown","East","Rectangle / Square",NA,"36","18","No",NA,NA,"648","0.38","5.13"
"SITE_1408","2","Fixed","648","Estimated","Vinyl","Double","Unknown","West","Rectangle / Square",NA,"36","18","No",NA,NA,"648","0.38","3.42"
"SITE_1408","1","Fixed","648","Estimated","Vinyl","Double","Unknown","South","Rectangle / Square",NA,"36","18","No",NA,NA,"648","0.38","1.71"
"SITE_1408","1","Fixed","648","Estimated","Vinyl","Double","Unknown","SE","Rectangle / Square",NA,"36","18","No",NA,NA,"648","0.38","1.71"
"SITE_1416","1","Fixed","792","Estimated","Unknown","Unknown","Unknown","West","Rectangle / Square",NA,"22","36","No",NA,NA,"792","Unknown","Unknown"
"SITE_1421","2","Fixed","1080","Measured or Known","Wood - bare","Double","Unknown","North","Rectangle / Square",NA,"36","30","No",NA,NA,"1080","0.38","5.7"
"SITE_1421","2","Open","936","Measured or Known","Vinyl","Double","Manual","South","Rectangle / Square",NA,"36","26","No",NA,NA,"936","0.38","4.94"
"SITE_1433","1","Open","684","Measured or Known","Wood aluminum clad","Unknown","Manual","East","Rectangle / Square",NA,"36","19","Yes","No","No","684","Unknown","Unknown"
"SITE_1433","1","Open","720","Measured or Known","Wood fiberglass clad","Unknown","Manual","East","Rectangle / Square",NA,"36","20","Yes","No","No","720","Unknown","Unknown"
"SITE_1449","1","Fixed","1152","Estimated","Aluminum","Double","Unknown","East","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","0.7","5.6"
"SITE_145","1","Fixed","748","Measured or Known","Fiberglass, interior wood clad","Double","Unknown","West","Rectangle / Square",NA,"34","22","No",NA,NA,"748","0.38","1.97"
"SITE_1467","1","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","SE","Rectangle / Square",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1467","1","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","NE","Rectangle / Square",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_147","1","Fixed","432","Measured or Known","Vinyl","Double","Unknown","NW","Rectangle / Square",NA,"24","18","No",NA,NA,"432","0.38","1.14"
"SITE_147","1","Fixed","396","Measured or Known","Vinyl","Double","Unknown","SE","Rectangle / Square",NA,"22","18","No",NA,NA,"396","0.38","1.04"
"SITE_15","1","Open","798","Measured or Known","Aluminum","Double","Manual","East","Rectangle / Square",NA,"42","19","No",NA,NA,"798","0.7","3.88"
"SITE_15","1","Fixed","720","Measured or Known","Aluminum","Double","Unknown","North","Rectangle / Square",NA,"20","36","No",NA,NA,"720","0.7","3.5"
"SITE_1502","1","Fixed","440","Measured or Known","Unknown","Single","Unknown","West","Rectangle / Square",NA,"22","20","No",NA,NA,"440","Unknown","Unknown"
"SITE_1516","1","Fixed","1575","Measured or Known","Aluminum","Double","Unknown","North","Rectangle / Square",NA,"75","21","No",NA,NA,"1575","0.7","7.66"
"SITE_1525","1","Fixed","1564","Measured or Known","Unknown","Unknown","Unknown","East","Rectangle / Square",NA,"46","34","No",NA,NA,"1564","Unknown","Unknown"
"SITE_1525","1","Fixed","Unknown","Unknown","Unknown","Unknown","Unknown","West","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1537","1","Fixed","302","Unknown","Vinyl","Unknown","Unknown","North","Circle",NA,"24","16","No",NA,NA,"302","Unknown","Unknown"
"SITE_1537","2","Fixed","302","Measured or Known","Vinyl","Unknown","Unknown","NE","Circle",NA,"24","16","No",NA,NA,"302","Unknown","Unknown"
"SITE_1537","2","Fixed","302","Measured or Known","Vinyl","Unknown","Unknown","North","Circle",NA,"24","16","No",NA,NA,"302","Unknown","Unknown"
"SITE_1544","1","Fixed","2250","Estimated","Vinyl","Double","Unknown","North","Rectangle / Square",NA,"50","45","No",NA,NA,"2250","0.38","5.94"
"SITE_1549","1","Fixed","960","Estimated","Aluminum","Unknown","Unknown","South","Rectangle / Square",NA,"48","20","No",NA,NA,"960","Unknown","Unknown"
"SITE_1549","2","Fixed","960","Estimated","Aluminum","Unknown","Unknown","North","Rectangle / Square",NA,"48","20","No",NA,NA,"960","Unknown","Unknown"
"SITE_1553","1","Fixed","1272","Estimated","Unknown","Double","Unknown","SW","Rectangle / Square",NA,"53","24","No",NA,NA,"1272","Unknown","Unknown"
"SITE_1553","1","Fixed","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Rectangle / Square",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_1558","1","Fixed","1012","Measured or Known","Vinyl","Double","Unknown","North","Rectangle / Square",NA,"46","22","No",NA,NA,"1012","0.38","2.67"
"SITE_1565","1","Fixed","1440","Estimated","Vinyl","Double","Unknown","West","Rectangle / Square",NA,"24","60","No",NA,NA,"1440","0.38","3.8"
"SITE_1575","1","Fixed","960","Estimated","Unknown","Unknown","Unknown","North","Rectangle / Square",NA,"48","20","No",NA,NA,"960","Unknown","Unknown"
"SITE_1575","1","Fixed","500","Estimated","Other","Unknown","Unknown","South","Rectangle / Square",NA,"25","20","No",NA,NA,"500","Unknown","Unknown"
"SITE_1581","1","Fixed","Unknown","Unknown","Wood - bare","Double","Unknown","North","Rectangle / Square",NA,"Unknown","48","No",NA,NA,"Unknown","0.38","Unknown"
"SITE_1581","1","Fixed","Unknown","Unknown","Wood - bare","Double","Unknown","North","Rectangle / Square",NA,"Unknown","48","No",NA,NA,"Unknown","0.38","Unknown"
"SITE_1590","1","Fixed","1920","Measured or Known","Aluminum","Double","Unknown","West","Rectangle / Square",NA,"96","20","No",NA,NA,"1920","0.7","9.33"
"SITE_1590","1","Fixed","Unknown","Unknown","Aluminum","Double","Unknown","West","Rectangle / Square",NA,"Unknown","20","No",NA,NA,"Unknown","0.7","Unknown"
"SITE_1594","1","Fixed","2408","Measured or Known","Wood aluminum clad","Double","Unknown","North","Rectangle / Square",NA,"56","43","No",NA,NA,"2408","0.7","11.71"
"SITE_1594","1","Fixed","1152","Estimated","Wood aluminum clad","Double","Unknown","East","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","0.7","5.6"
"SITE_1594","1","Fixed","1152","Estimated","Wood aluminum clad","Double","Unknown","West","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","0.7","5.6"
"SITE_1594","1","Fixed","1100","Estimated","Wood aluminum clad","Double","Unknown","North","Rectangle / Square",NA,"55","20","No",NA,NA,"1100","0.7","5.35"
"SITE_1594","1","Fixed","2400","Estimated","Wood aluminum clad","Double","Unknown","North","Rectangle / Square",NA,"60","40","No",NA,NA,"2400","0.7","11.67"
"SITE_1594","1","Fixed","836","Unknown","Wood aluminum clad","Double","Unknown","North","Rectangle / Square",NA,"44","19","No",NA,NA,"836","0.7","4.06"
