"PK_WaterDetail_ID","CK_SiteID","CK_RoomID","Room Name","Room Type","Fixture Type","Rated GPM","Rated GPM_Notes","Measured GPM","Measured GPM_Notes","Primary Shower","Secondary Shower Usage","Notes"
"Water_00004620","SITE_01194","Room_00017008","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.0000,,"Secondary","Daily / Almost Daily","N/A"
"Water_00004621","SITE_01194","Room_00017008","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004622","SITE_01194","Room_00017006","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,1.5000,,"N/A","N/A","N/A"
"Water_00004623","SITE_01213","Room_00017304","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",3.2500,,"N/A","N/A","N/A"
"Water_00004624","SITE_01213","Room_00017308","Bathroom_1","Bathroom","Shower",2.0000,,2.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004625","SITE_01213","Room_00017308","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,2.7500,,"N/A","N/A","N/A"
"Water_00004626","SITE_01213","Room_00017308","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,2.7500,,"N/A","N/A","N/A"
"Water_00004627","SITE_01213","Room_00017314","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00004628","SITE_01213","Room_00017314","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,3.2500,,"Secondary","Daily / Almost Daily","N/A"
"Water_00004629","SITE_00159","Room_00007941","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,1.5000,,"N/A","N/A","N/A"
"Water_00004630","SITE_00159","Room_00007941","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.5000,,"Primary","A few times per week","N/A"
"Water_00004631","SITE_00159","Room_00007942","Bathroom_2","Bathroom","Bathroom Faucet",2.0000,,1.7500,,"N/A","N/A","N/A"
"Water_00004632","SITE_00159","Room_00007942","Bathroom_2","Bathroom","Shower",2.5000,,3.0000,,"Secondary","A few times per year","N/A"
"Water_00004633","SITE_00159","Room_00007946","Bathroom_3","Bathroom","Bathroom Faucet",2.0000,,1.5000,,"N/A","N/A","N/A"
"Water_00004634","SITE_00159","Room_00007946","Bathroom_3","Bathroom","Shower",2.5000,,3.0000,,"Secondary","A few times per year","N/A"
"Water_00004635","SITE_00072","Room_00007094","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,2.5000,,"N/A","N/A","N/A"
"Water_00004636","SITE_00072","Room_00007094","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.5000,,"Primary","A few times per week","N/A"
"Water_00004637","SITE_00072","Room_00007095","Living Room_1","Living Room","Kitchen Faucet",2.0000,,2.2500,,"N/A","N/A","N/A"
"Water_00004638","SITE_01174","Room_00016823","Bathroom_6","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004639","SITE_01174","Room_00016823","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",1.5000,,2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004640","SITE_01107","Room_00016193","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.2500,,"N/A","N/A","N/A"
"Water_00004641","SITE_01107","Room_00016200","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.7500,,"N/A","N/A","N/A"
"Water_00004642","SITE_01107","Room_00016200","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,,"Unknown","Secondary","A few times per year","Unable to measure. Used as litter box for cats"
"Water_00004643","SITE_01118","Room_00016295","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,2.0000,,"N/A","N/A","N/A"
"Water_00004644","SITE_01118","Room_00016295","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.7500,,"Primary","A few times per week","N/A"
"Water_00004645","SITE_01118","Room_00016297","Kitchen_1","Kitchen","Kitchen Faucet",2.0000,,2.2500,,"N/A","N/A","N/A"
"Water_00004646","SITE_01194","Room_00017018","Bathroom_6","Bathroom","Bathroom Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00004647","SITE_01194","Room_00017018","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004648","SITE_00005","Room_00006424","Kitchen_1","Kitchen","Kitchen Faucet",2.0000,,2.0000,,"N/A","N/A","N/A"
"Water_00004649","SITE_00005","Room_00006432","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,3.0000,,"Secondary","A few times per year","N/A"
"Water_00004650","SITE_00005","Room_00006432","Bathroom_1","Bathroom","Bathroom Faucet",1.0000,,1.0000,,"N/A","N/A","N/A"
"Water_00004651","SITE_01181","Room_00016874","Kitchen_1","Kitchen","Kitchen Faucet",1.8000,,1.8000,,"N/A","N/A","N/A"
"Water_00004652","SITE_01157","Room_00016693","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,,"Unknown","N/A","N/A","N/A"
"Water_00004653","SITE_01157","Room_00016693","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,,"Unknown","Primary","Daily / Almost Daily","N/A"
"Water_00004654","SITE_01157","Room_00016694","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,,"Unknown","N/A","N/A","N/A"
"Water_00004655","SITE_01201","Room_00017104","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,3.0000,,"N/A","N/A","N/A"
"Water_00004656","SITE_01201","Room_00017104","Bathroom_1","Bathroom","Shower",,"Unknown",2.2000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004657","SITE_01201","Room_00017106","Bathroom_2","Bathroom","Bathroom Faucet",1.5000,,2.0000,,"N/A","N/A","N/A"
"Water_00004658","SITE_01201","Room_00017106","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,1.8000,,"Secondary","A few times per year","N/A"
"Water_00004659","SITE_01201","Room_00017109","Kitchen_1","Kitchen","Kitchen Faucet",1.8000,,2.5000,,"N/A","N/A","N/A"
"Water_00004660","SITE_01181","Room_00016880","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.5000,,"Secondary","A few times per year","N/A"
"Water_00004661","SITE_01181","Room_00016880","Bathroom_6","Bathroom","Bathroom Faucet",,"Unknown",2.2000,,"N/A","N/A","N/A"
"Water_00004662","SITE_00058","Room_00006974","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004663","SITE_00058","Room_00006976","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004664","SITE_00058","Room_00006976","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004665","SITE_00062","Room_00007008","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004666","SITE_00062","Room_00007008","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.2000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004667","SITE_00062","Room_00007012","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004668","SITE_00062","Room_00007014","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00004669","SITE_00062","Room_00007014","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00004670","SITE_00062","Room_00007014","Bathroom_2","Bathroom","Shower",,"Unknown",1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004671","SITE_00053","Room_00006934","Bathroom_1","Bathroom","Shower",,"Unknown",2.0000,,"All used about the same","Unknown","N/A"
"Water_00004672","SITE_00053","Room_00006934","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00004673","SITE_00053","Room_00006937","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00004674","SITE_00053","Room_00006937","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",3.0000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00004675","SITE_00053","Room_00006941","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",3.0000,,"N/A","N/A","N/A"
"Water_00004676","SITE_01169","Room_00016781","Bathroom_6","Bathroom","Bathroom Faucet",2.0000,,3.0000,,"N/A","N/A","N/A"
"Water_00004677","SITE_01169","Room_00016781","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,,"Unknown","Primary","Daily / Almost Daily","Cant record, showerhead is too big"
"Water_00004678","SITE_00063","Room_00007021","Kitchen_3","Kitchen","Bathroom Faucet",2.0000,,,"Unknown","N/A","N/A","N/A"
"Water_00004679","SITE_00063","Room_00007022","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,,"Unknown","Primary","Daily / Almost Daily","N/A"
"Water_00004680","SITE_00063","Room_00007022","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,,"Unknown","N/A","N/A","N/A"
"Water_00004681","SITE_00047","Room_00006871","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,1.5000,,"N/A","N/A","N/A"
"Water_00004682","SITE_00047","Room_00006875","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.6000,,"N/A","N/A","N/A"
"Water_00004683","SITE_00047","Room_00006875","Bathroom_1","Bathroom","Shower",2.5000,,2.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004684","SITE_00050","Room_00006900","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,1.6000,,"N/A","N/A","N/A"
"Water_00004685","SITE_00050","Room_00006905","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",,"Unknown","N/A","N/A","Dual handle hot/cold"
"Water_00004686","SITE_00050","Room_00006905","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.2000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004687","SITE_00047","Room_00006879","Bathroom_6","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004688","SITE_00047","Room_00006879","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,2.0000,,"Secondary","Daily / Almost Daily","N/A"
"Water_00004689","SITE_00151","Room_00007830","Living Room_1","Living Room","Kitchen Faucet",,"Unknown",3.2000,,"N/A","N/A","N/A"
"Water_00004690","SITE_00151","Room_00007832","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,2.0000,,"N/A","N/A","N/A"
"Water_00004691","SITE_00151","Room_00007834","Bathroom_2","Bathroom","Bathroom Faucet",1.5000,,2.4000,,"N/A","N/A","N/A"
"Water_00004692","SITE_00151","Room_00007834","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",3.4000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004693","SITE_00061","Room_00007001","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,3.0000,,"N/A","N/A","N/A"
"Water_00004694","SITE_00061","Room_00007003","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",1.8000,,2.7500,,"Primary","Daily / Almost Daily","N/A"
"Water_00004695","SITE_00061","Room_00007003","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",3.0000,,"N/A","N/A","N/A"
"Water_00004696","SITE_00067","Room_00007048","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004697","SITE_00067","Room_00007049","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",4.5000,,"N/A","N/A","N/A"
"Water_00004698","SITE_00067","Room_00007051","Bathroom_2","Bathroom","Bathroom Faucet",2.2000,,2.7500,,"N/A","N/A","N/A"
"Water_00004699","SITE_00067","Room_00007051","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004700","SITE_00066","Room_00007037","Kitchen_1","Kitchen","Kitchen Faucet",1.8000,,2.0000,,"N/A","N/A","N/A"
"Water_00004701","SITE_00066","Room_00007037","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.0000,,"N/A","N/A","Connected to same sink but different spicket"
"Water_00004702","SITE_00066","Room_00007042","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,2.5000,,"N/A","N/A","N/A"
"Water_00004703","SITE_00066","Room_00007042","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",,"Unknown","Primary","Daily / Almost Daily","Unable to capture entire flow"
"Water_00004704","SITE_00066","Room_00007043","Bedroom_1","Bedroom","Bathroom Faucet",,"Unknown",2.2500,,"N/A","N/A","N/A"
"Water_00004705","SITE_01132","Room_00016441","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004706","SITE_01132","Room_00016445","Bathroom_6","Bathroom","Bathroom Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00004707","SITE_01132","Room_00016445","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.5000,,"Primary","A few times per week","N/A"
"Water_00004708","SITE_00057","Room_00006966","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004709","SITE_00057","Room_00006966","Bathroom_1","Bathroom","Shower",1.5000,,1.5000,,"Primary","A few times per week","N/A"
"Water_00004710","SITE_00057","Room_00006968","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004711","SITE_01106","Room_00016182","Kitchen_1","Kitchen","Bathroom Faucet",,"Unknown",3.0000,,"N/A","N/A","N/A"
"Water_00004712","SITE_01106","Room_00016185","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",1.6000,,2.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004713","SITE_01106","Room_00016185","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004714","SITE_00806","Room_00014467","Kitchen_1","Kitchen","Kitchen Faucet",1.8000,,2.2000,,"N/A","N/A","N/A"
"Water_00004715","SITE_00806","Room_00014471","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.8000,,"N/A","N/A","N/A"
"Water_00004716","SITE_00806","Room_00014471","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.7500,,"Unknown","Daily / Almost Daily","N/A"
"Water_00004717","SITE_00076","Room_00007132","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,3.0000,,"N/A","N/A","N/A"
"Water_00004718","SITE_00076","Room_00007134","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.6000,,"N/A","N/A","N/A"
"Water_00004719","SITE_00076","Room_00007134","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,3.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004720","SITE_00079","Room_00007159","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004721","SITE_00079","Room_00007162","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,2.9000,,"N/A","N/A","N/A"
"Water_00004722","SITE_00079","Room_00007162","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004723","SITE_01108","Room_00016205","Kitchen_1","Kitchen","Kitchen Faucet",2.0000,,2.0000,,"N/A","N/A","N/A"
"Water_00004724","SITE_01108","Room_00016207","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",3.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004725","SITE_01108","Room_00016207","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,2.0000,,"N/A","N/A","N/A"
"Water_00004726","SITE_00158","Room_00007917","Bathroom_3","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004727","SITE_00158","Room_00007924","Bathroom_2","Bathroom","Bathroom Faucet",1.5000,,1.9000,,"N/A","N/A","N/A"
"Water_00004728","SITE_00158","Room_00007924","Bathroom_2","Bathroom","Shower",,"Unknown",1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004729","SITE_00158","Room_00007924","Bathroom_2","Bathroom","Bathroom Faucet",1.5000,,2.0000,,"N/A","N/A","N/A"
"Water_00004730","SITE_00158","Room_00007924","Bathroom_2","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","N/A"
"Water_00004731","SITE_00158","Room_00007927","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004732","SITE_00158","Room_00007927","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.7500,,"Secondary","Daily / Almost Daily","N/A"
"Water_00004733","SITE_00158","Room_00007930","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004734","SITE_00156","Room_00007903","Bathroom_1","Bathroom","Shower",2.5000,,2.5000,,"Secondary","A few times per year","N/A"
"Water_00004735","SITE_00156","Room_00007908","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",3.0000,,"N/A","N/A","N/A"
"Water_00004736","SITE_00156","Room_00007908","Bathroom_2","Bathroom","Shower",,"Unknown",1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004737","SITE_00156","Room_00007907","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004738","SITE_00156","Room_00007903","Bathroom_1","Bathroom","Bathroom Faucet",1.0000,,1.0000,,"N/A","N/A","N/A"
"Water_00004739","SITE_00164","Room_00008006","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.0000,,"N/A","N/A","N/A"
"Water_00004740","SITE_00164","Room_00008010","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,1.5000,,"N/A","N/A","N/A"
"Water_00004741","SITE_00164","Room_00008010","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,1.5000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00004742","SITE_00164","Room_00008017","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004743","SITE_00164","Room_00008017","Bathroom_2","Bathroom","Shower",2.5000,,2.6000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00004744","SITE_01183","Room_00016896","Living Room_1","Living Room","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004745","SITE_01183","Room_00016899","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.8000,,"N/A","N/A","N/A"
"Water_00004746","SITE_01183","Room_00016899","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004747","SITE_01197","Room_00017051","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,1.4000,,"N/A","N/A","N/A"
"Water_00004748","SITE_01197","Room_00017054","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004749","SITE_01197","Room_00017054","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,3.0000,,"Secondary","A few times per year","N/A"
"Water_00004750","SITE_01197","Room_00017056","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.3000,,"N/A","N/A","N/A"
"Water_00004751","SITE_01197","Room_00017056","Bathroom_2","Bathroom","Shower",2.5000,,2.4000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004752","SITE_00071","Room_00007089","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,3.0000,,"N/A","N/A","N/A"
"Water_00004753","SITE_00803","Room_00014443","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00004754","SITE_01182","Room_00016888","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",4.2000,,"N/A","N/A","N/A"
"Water_00004755","SITE_01182","Room_00016889","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,1.3000,,"N/A","N/A","N/A"
"Water_00004756","SITE_01182","Room_00016889","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004757","SITE_01205","Room_00017156","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,2.4000,,"N/A","N/A","N/A"
"Water_00004758","SITE_01205","Room_00017156","Bathroom_1","Bathroom","Shower",2.5000,,,"Unknown","Never / rarely used","A few times per year","Shower does not turn on"
"Water_00004759","SITE_01205","Room_00017160","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.1000,,"N/A","N/A","N/A"
"Water_00004760","SITE_01203","Room_00017133","Kitchen_1","Kitchen","Kitchen Faucet",1.8000,,2.5000,,"N/A","N/A","N/A"
"Water_00004761","SITE_00147","Room_00007769","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.4000,,"N/A","N/A","N/A"
"Water_00004762","SITE_00147","Room_00007771","Bathroom_2","Bathroom","Bathroom Faucet",2.0000,,2.2000,,"N/A","N/A","N/A"
"Water_00004763","SITE_00147","Room_00007771","Bathroom_2","Bathroom","Bathroom Faucet",2.0000,,2.0000,,"N/A","N/A","N/A"
"Water_00004764","SITE_00147","Room_00007771","Bathroom_2","Bathroom","Shower",2.5000,,2.0000,,"Primary","Daily / Almost Daily","Two showerheads"
