CK_SiteID,Building Size,Region,County,City,State,Zip,Zip_notes,Heating Zone,Heating Zone_notes,Cooling Zone,Cooling Zone_notes,Electric Utility,Gas Utility,BPA Utility,Strata Territory,Strata Population Estimate,Strata Population Estimate_notes,Site Case Weight,Site Case Weight_Notes,Site Visit Date,Site Visit Date_notes,Vintage,Vintage_notes,N Floors,N Floors_notes,In MF Complex,Qty Buildings in Complex,Qty Buildings in Complex_notes,Qty Studio Units,Qty Studio Units_notes,Qty One-Bedroom Units,Qty One-Bedroom Units_notes,Qty Two-Bedroom Units,Qty Two-Bedroom Units_notes,Qty Three-Bedroom Units,Qty Three-Bedroom Units_notes,Qty Four-Bedroom Units,Qty Four-Bedroom Units_notes,Total Units in Building,Total Units in Building_notes,Limited to 55 or Older,Limited to Low Income,Construction,Framing Type,Foundation Type,Commercial Space in Building,Parking Provided,Parking Lot,Covered Lot,Open Garage,Enclosed Garage,Parking Area Directly Illuminated,Parking Area (sq ft),Parking Area (sq ft)_notes,Parking Stalls,Parking Stalls_notes,Parking Reserved for Commercial,Parking Reserved for Commercial_notes,Parking Notes,Interior Building Common Areas,Elevator Qty,Elevator Qty_notes,Pool Type,Pool Cover,Pool Solar Assist,Pool Location,Pool Heating Fuel,Pool Availability (months),Pool Availability (months)_notes,Qty Residential Floors,Qty Residential Floors_notes,Qty Non-Residential Floors,Qty Non-Residential Floors_notes,Qty Parking Floors,Qty Parking Floors_notes,Qty Storage/Mechanical Floors,Qty Storage/Mechanical Floors_notes,Residential Area (sq ft),Residential Area (sq ft)_notes,Interior Common Area (sq ft),Interior Common Area (sq ft)_notes,Total Enclosed Area (sq ft),Total Enclosed Area (sq ft)_notes,Commercial Area (sq ft),Commercial Area (sq ft)_notes,Grocery Area (sq ft),Grocery Area (sq ft)_notes,Office Area (sq ft),Office Area (sq ft)_notes,Retail Area (sq ft),Retail Area (sq ft)_notes,Other Commercial Area (sq ft),Other Commercial Area (sq ft)_notes,Vacant Area (sq ft),Vacant Area (sq ft)_notes,Total Ceiling Area,Total Ceiling Area_notes,Total Ceiling U-Value,Total Ceiling U-Value_notes,Ceiling UA,Ceiling UA-Notes,Total Wall Area,Total Wall Area_notes,Total Wall U-Value,Total Wall U-Value_notes,Wall UA,Wall UA_notes,Total Floor Area,Total Floor Area_notes,Total Floor U-Value,Total Floor U-Value_notes,Floor UA,Floor UA_notes,Total Window Area,Total Window Area_notes,Window UA,Window UA_notes,Whole House UA,Whole House UA_notes,Area of Conditioned Common Space,Area of Conditioned Common Space_notes,Total Residential Floor Area,Total Residential Floor Area_notes,Total Non-Residential Floor Area,Total Non-Residential Floor Area_notes,Total Conditioned Area,Total Conditioned Area_notes,Primary Heating System,Primary Heating Fuel,Primary Cooling System,Central Building Heat,Common Area Primary Heating System,Common Area Primary Heating Fuel,Common Area Primary Cooling System,Annual Residential Electric Usage (kWh),Annual Residential Electric Usage (kWh)_notes,Annual Non-Residential Electric Usage (kWh),Annual Non-Residential Electric Usage (kWh)_notes,Annual Electric Usage (kWh),Annual Electric Usage (kWh)_notes,Annual Residential Gas Usage (Therms),Annual Residential Gas Usage (Therms)_notes,Annual Non-Residential Gas Usage (Therms),Annual Non-Residential Gas Usage (Therms)_notes,Annual Gas Usage (Therms),Annual Gas Usage (Therms)_notes,Annual Residential Electric Usage (kBtu),Annual Residential Electric Usage (kBtu)_notes,Annual Non-Residential Electric Usage (kBtu),Annual Non-Residential Electric Usage (kBtu)_notes,Annual Electric Usage (kBtu),Annual Electric Usage (kBtu)_notes,Annual Residential Gas Usage (kBtu),Annual Residential Gas Usage (kBtu)_notes,Annual Non-Residential Gas Usage (kBtu),Annual Non-Residential Gas Usage (kBtu)_notes,Annual Gas Usage (kBtu),Annual Gas Usage (kBtu)_notes
BLDG_00300,Apartment Building (4 to 6 floors),Puget Sound,"King, WA",SEATTLE,WA,98122,,1,,1,,Seattle City Light,,Y,SCL,2633,,37.08,,2/7/2017 0:00,,1988,,4,,No,1,,0,,34,,0,,0,,0,,34,,No,No,Frame,Wood,> 90% Slab,No,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,Yes,1,,N/A,NA,NA,NA,NA,,NA,4,,0,,0.5,,0,,24280,,2416,,26696,,,NA,,NA,,NA,,NA,,NA,,NA,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,1112.6,,17.3,,,Exclude,2416,,24280,,0,,26696,,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,5568.1,,,N/A,189316,,,N/A,,N/A,,N/A,18998.4,,,N/A,645946.3,,,N/A,,N/A,,N/A
BLDG_00301,Apartment Building (4 to 6 floors),Puget Sound,"King, WA",SEATTLE,WA,98122,,1,,1,,Seattle City Light,,Y,SCL,2633,,37.08,,2/7/2017 0:00,,1909,,3.5,,No,1,,24,,0,,0,,0,,0,,24,,No,No,Solid masonry,Masonry,> 90% Conditioned Basement,No,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,Yes,0,,N/A,NA,NA,NA,NA,,NA,3.5,,0,,0,,0.5,,20191,,5569,,25760,,,NA,,NA,,NA,,NA,,NA,,NA,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,2804.4,,51.6,,,Exclude,5569,,20191,,0,,25760,,Boiler,Unknown,N/A,Yes,Boiler,Unknown,N/A,1796.4,,,N/A,43113.7,,,N/A,,N/A,,N/A,6129.3,,,N/A,147104.1,,,N/A,,N/A,,N/A
BLDG_00302,Apartment Building (More than 6 floors),Puget Sound,"King, WA",SEATTLE,WA,98125,,1,,1,,Seattle City Light,,Y,SCL,2633,,37.08,,2/8/2017 0:00,,1970,,7,,No,1,,0,,100,,0,,10,,6,,116,,No,No,Solid masonry,Masonry,> 90% Slab,Yes,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,Yes,2,,N/A,NA,NA,NA,NA,,NA,7,,0,,0,,0,,56735,,15315,,72450,,0,,0,,0,,0,,400,,0,,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,9276.8,,35.3,,,Exclude,15315,,56735,,400,,72450,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,3487.9,,,N/A,404596.8,,,N/A,,N/A,,N/A,11900.7,,,N/A,1380484.3,,,N/A,,N/A,,N/A
BLDG_00303,Apartment Building (4 to 6 floors),Puget Sound,"King, WA",SEATTLE,WA,98125,,1,,1,,Seattle City Light,,Y,SCL,2633,,37.08,,2/7/2017 0:00,,1995,,4,,No,1,,0,,70,,3,,0,,0,,73,,No,Yes,Unknown,Unknown,Unknown,No,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,Yes,2,,N/A,NA,NA,NA,NA,,NA,4,,1,,0,,0,,40440,,,NA,40440,,,NA,,NA,,NA,,NA,,NA,,NA,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,3991.5,,24.1,,,Exclude,0,,40440,,0,,40440,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,4956.8,,,N/A,361844.1,,,N/A,,N/A,,N/A,16912.5,,,N/A,1234612.2,,,N/A,,N/A,,N/A
BLDG_00304,Apartment Building (4 to 6 floors),Puget Sound,"King, WA",SEATTLE,WA,98126,,1,,1,,Seattle City Light,,Y,SCL,2633,,37.08,,2/11/2017 0:00,,1980,,4,,No,1,,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,25,,No,No,Rigid frame (concrete or steel),Concrete,Other,No,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,Yes,1,,N/A,NA,NA,NA,NA,,NA,3.5,,0,,0.5,,0.5,,31624,,3376,,35000,,,NA,,NA,,NA,,NA,,NA,,NA,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,6264.7,,110.6,,,Exclude,3376,,31624,,0,,35000,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,8663.2,,,N/A,216579.4,,,N/A,,N/A,,N/A,29558.8,,,N/A,738969,,,N/A,,N/A,,N/A
BLDG_00305,Apartment Building (4 to 6 floors),Puget Sound,"King, WA",SEATTLE,WA,98115,,1,,1,,Seattle City Light,,Y,SCL,2633,,37.08,,2/7/2017 0:00,,1950,,3.5,,No,1,,0,,24,,6,,0,,0,,30,,No,No,Frame,Wood,Other,No,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,Yes,1,,N/A,NA,NA,NA,NA,,NA,3,,1,,1,,1,,16260,,900,,17160,,,NA,,NA,,NA,,NA,,NA,,NA,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,2090.3,,30.8,,,Exclude,900,,16260,,0,,17160,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,6846,,,N/A,205379.1,,,N/A,,N/A,,N/A,23358.5,,,N/A,700753.5,,,N/A,,N/A,,N/A
BLDG_00306,Apartment Building (3 or fewer floors),Puget Sound,"King, WA",SEATTLE,WA,98146,,1,,1,,Seattle City Light,,Y,SCL,2633,,37.08,,3/23/2017 0:00,,1989,,3,,Yes,7,,0,,7,,11,,0,,0,,18,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,192,,23,,0,,10 of the 24 spots covered,No,0,,Pool - heated,No,Unknown,Indoor,Unknown,12,,3,,0,,1,,0,,14104,,,NA,14104,,,NA,,NA,,NA,,NA,,NA,,NA,5289,,0.0446,,236.1,,12069,,0.0838,,1011.2,,5289,,0.0617,,326.3,,1520,,37.3,,2244.6,,0,,14104,,0,,14104,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,10409.1,,,N/A,187364.1,,,N/A,,N/A,,N/A,35515.9,,,N/A,639286.4,,,N/A,,N/A,,N/A
BLDG_00307,Apartment Building (3 or fewer floors),Puget Sound,"King, WA",SEATTLE,WA,98146,,1,,1,,Seattle City Light,,Y,SCL,2633,,37.08,,2/20/2017 0:00,,1960,,2,,Yes,4,,0,,12,,0,,0,,0,,12,,No,No,Frame over concrete slab,Wood,> 90% Crawlspace,No,Yes,Yes,Yes,No,No,NA,,NA,,NA,0,,Parking for whole complex cannot get data,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,9054,,,NA,9054,,,NA,,NA,,NA,,NA,,NA,,NA,4527,,0.0446,,202.1,,5104,,0.2933,,1496.8,,4527,,0.0834,,377.4,,628.3,,23.9,,2363.3,,0,,9054,,0,,9054,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,7686.9,,,N/A,92243.1,,,N/A,,N/A,,N/A,26227.8,,,N/A,314733.3,,,N/A,,N/A,,N/A
BLDG_00308,Apartment Building (3 or fewer floors),Puget Sound,"King, WA",BURIEN,WA,98148,,1,,1,,Seattle City Light,,Y,SCL,2633,,37.08,,2/25/2017 0:00,,1985,,3,,Yes,10,,0,,4,,6,,2,,0,,12,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,2900,,17,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,8040,,,NA,8040,,,NA,,NA,,NA,,NA,,NA,,NA,2680,,0.0229,,61.3,,7301,,0.0935,,682.5,,2680,,0.0855,,229.2,,888.8,,32.7,,1365.3,,0,,8040,,0,,8040,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,8236.5,,,N/A,98838.5,,,N/A,,N/A,,N/A,28103.1,,,N/A,337237,,,N/A,,N/A,,N/A
BLDG_00309,Apartment Building (4 to 6 floors),Puget Sound,"King, WA",TUKWILA,WA,98188,,1,,1,,Puget Sound Energy,,N,PSE - King County,4651,,89.43,,2/6/2017 0:00,,1980,,4,,Yes,29,,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,50,,No,No,Frame,Wood,> 90% Slab,No,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,Yes,1,,N/A,NA,NA,NA,NA,,NA,4,,0,,0,,0,,42300,,1300,,43600,,,NA,,NA,,NA,,NA,,NA,,NA,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,7867.1,,103.1,,,Exclude,1300,,42300,,0,,43600,,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,8427.7,,15388.5,,436771,,,N/A,,N/A,,N/A,28755.1,,52505.4,,1490262.5,,,N/A,,N/A,,N/A
BLDG_00310,Apartment Building (4 to 6 floors),Puget Sound,"Pierce, WA",SEATTLE,WA,98199,,1,,1,,Seattle City Light,,Y,SCL,2633,,37.08,,2/3/2017 0:00,,1950,,3.5,,No,1,,2,,16,,4,,0,,0,,22,,No,Yes,Solid masonry,Concrete,Mixed Conditioned Basement and Slab,No,No,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,Yes,0,,N/A,NA,NA,NA,NA,,NA,3.5,,0,,0,,0.5,,10535,,2905,,13440,,,NA,,NA,,NA,,NA,,NA,,NA,3360,,0.0253,,85,,7552,,0.3641,,2749.4,,3360,,0.0513,,172.3,,3809.7,,76.4,,4688.3,,2905,,10535,,0,,13440,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,6743.8,,,N/A,148364.6,,,N/A,,N/A,,N/A,23010,,,N/A,506220.1,,,N/A,,N/A,,N/A
BLDG_00311,Apartment Building (3 or fewer floors),Puget Sound,"Snohomish, WA",EVERETT,WA,98204,,1,,1,,Snohomish PUD,,Y,SnoPUD,2183,,77.97,,3/31/2017 0:00,,1986,,3,,Yes,22,,,Unknown,12,,12,,,Unknown,,Unknown,24,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,Yes,NA,7776,,47,,0,,NA,No,0,,Unknown,NA,NA,NA,NA,,NA,3,,0,,0,,0,,17850,,,NA,17850,,,NA,,NA,,NA,,NA,,NA,,NA,5950,,0.0404,,240.4,,12855,,0.0533,,685.4,,5950,,0.0694,,413.2,,1545.6,,60.3,,2786.6,,0,,17850,,0,,17850,,Zonal Heat,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00312,Apartment Building (3 or fewer floors),Puget Sound,"Whatcom, WA",BELLINGHAM,WA,98225,,1,,1,,Puget Sound Energy,,N,PSE - Non-King County,3653,,117.83,,2/22/2017 0:00,,1995,,2,,No,1,,0,,0,,14,,4,,0,,18,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,3690,,29,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,13872,,,NA,13872,,,NA,,NA,,NA,,NA,,NA,,NA,6936,,0.0253,,175.4,,7872,,0.0533,,419.7,,6936,,0.0518,,359.2,,1874.5,,46,,1781.7,,0,,13872,,0,,13872,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,8978.4,,7127.8,,168738.3,,,N/A,,N/A,,N/A,30634.2,,24319.9,,575735,,,N/A,,N/A,,N/A
BLDG_00313,Apartment Building (3 or fewer floors),Puget Sound,"Whatcom, WA",BELLINGHAM,WA,98225,,1,,1,,Puget Sound Energy,,N,PSE - Non-King County,3653,,117.83,,2/22/2017 0:00,,1991,,2,,Yes,10,,0,,2,,8,,2,,0,,12,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,4641,,26,,0,,NA,No,0,,Pool - heated,No,No,Outdoor,Electric,3,,2,,0,,0,,0,,10672,,,NA,10672,,,NA,,NA,,NA,,NA,,NA,,NA,5336,,0.0253,,134.9,,7950,,0.0838,,666.1,,5336,,0.0725,,386.9,,1899.1,,69.9,,2026.2,,0,,10672,,0,,10672,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,10351.6,,1993.7,,126213.5,,,N/A,,N/A,,N/A,35319.8,,6802.5,,430640.4,,,N/A,,N/A,,N/A
BLDG_00314,Apartment Building (3 or fewer floors),Puget Sound,"Whatcom, WA",BELLINGHAM,WA,98225,,1,,1,,Puget Sound Energy,,N,PSE - Non-King County,3653,,117.83,,3/1/2017 0:00,,1978,,2,,Yes,8,,0,,8,,0,,0,,0,,8,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,5350,,16,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,6478,,,NA,6478,,,NA,,NA,,NA,,NA,,NA,,NA,3239,,0.0446,,144.6,,5344,,0.0838,,447.8,,3239,,0.0753,,243.8,,475,,26.2,,1045.9,,0,,6478,,0,,6478,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,4303.3,,31853.7,,66280.2,,,N/A,,N/A,,N/A,14682.9,,108684.7,,226148,,,N/A,,N/A,,N/A
BLDG_00315,Apartment Building (3 or fewer floors),Puget Sound,"Island, WA",OAK HARBOR,WA,98277,,1,,1,,Puget Sound Energy,,N,PSE - Non-King County,3653,,117.83,,2/22/2017 0:00,,1979,,2,,Yes,4,,0,,4,,8,,0,,0,,12,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,4320,,27,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,5880,,,NA,5880,,,NA,,NA,,NA,,NA,,NA,,NA,2940,,0.0446,,131.3,,5280,,0.1074,,567,,2940,,0.0819,,240.9,,788,,29,,1287,,0,,5880,,0,,5880,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,8936.9,,6060.3,,113303.7,,,N/A,,N/A,,N/A,30492.9,,20677.9,,386592.1,,,N/A,,N/A,,N/A
BLDG_00316,Apartment Building (3 or fewer floors),Puget Sound,"Skagit, WA",SEDRO WOOLLEY,WA,98284,,1,,1,,Puget Sound Energy,Puget Sound Energy,N,PSE - Non-King County,3653,,117.83,,2/14/2017 0:00,,1976,,2,,No,1,,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,12,,Unknown,Unknown,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,2970,,24,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,9612,,,NA,9612,,,NA,,NA,,NA,,NA,,NA,,NA,5076,,0.0253,,128.3,,8130,,0.2933,,2384.2,,5076,,0.083,,421.1,,1105.8,,60.4,,3657.9,,0,,9612,,0,,9612,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,10246.3,,3032.2,,125988,,,N/A,,N/A,,N/A,34960.4,,10345.9,,429871,,,N/A,,N/A,,N/A
BLDG_00317,Apartment Building (3 or fewer floors),Puget Sound,"Pierce, WA",PUYALLUP,WA,98371,,1,,1,,Puget Sound Energy,,N,PSE - Non-King County,3653,,117.83,,2/1/2017 0:00,,1970,,2,,No,1,,0,,0,,4,,0,,0,,4,,No,No,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,2516,,6,,0,,Not directly illuminated,Yes,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,3123.5,,103.5,,3227,,,NA,,NA,,NA,,NA,,NA,,NA,1613.5,,0.0446,,72,,3225,,0.0838,,270.2,,1613.5,,0.1264,,203.9,,332.9,,36.7,,693.1,,103.5,,3123.5,,0,,3227,,Furnace,Electric,N/A,N/A,N/A,N/A,N/A,9792.3,,2102.7,,41272,,,N/A,,N/A,,N/A,33411.5,,7174.3,,140820.2,,,N/A,,N/A,,N/A
